CPT_CODE	CPT_DESCR
17110	DESTRUCT LESION, 1-14 No Precert Req
17111	DESTRUCT LESION, 15 OR M No Precert Req
17250	CHEMICAL CAUTERY, TISSUE No Precert Req
17260	DESTRUCTION OF SKIN LESI No Precert Req
17261	DESTRUCTION OF SKIN LESI No Precert Req
17262	DESTRUCTION OF SKIN LESI No Precert Req
17263	DESTRUCTION OF SKIN LESI No Precert Req
17264	DESTRUCTION OF SKIN LESI No Precert Req
17266	DESTRUCTION OF SKIN LESI No Precert Req
17270	DESTRUCTION OF SKIN LESI No Precert Req
17271	DESTRUCTION OF SKIN LESI No Precert Req
17272	DESTRUCTION OF SKIN LESI No Precert Req
17273	DESTRUCTION OF SKIN LESI No Precert Req
17274	DESTRUCTION OF SKIN LESI No Precert Req
17276	DESTRUCTION OF SKIN LESI No Precert Req
17280	DESTRUCTION OF SKIN LESI No Precert Req
17281	DESTRUCTION OF SKIN LESI No Precert Req
17282	DESTRUCTION OF SKIN LESI No Precert Req
17283	DESTRUCTION OF SKIN LESI No Precert Req
17284	DESTRUCTION OF SKIN LESI No Precert Req
17286	DESTRUCTION OF SKIN LESI No Precert Req
17311	MOHS, 1 STAGE, H/N/HF/G No Precert Req
17312	MOHS ADDL STAGE No Precert Req
17313	MOHS, 1 STAGE, T/A/L No Precert Req
17314	MOHS, ADDL STAGE, T/A/L No Precert Req
17315	MOHS SURG, ADDL BLOCK No Precert Req
17340	CRYOTHERAPY OF SKIN No Precert Req
17360	SKIN PEEL THERAPY No Precert Req
17380	HAIR REMOVAL BY ELECTROL No Precert Req
19000	DRAINAGE OF BREAST LESIO No Precert Req
19001	DRAIN BREAST LESION ADD- No Precert Req
19020	INCISION OF BREAST LESIO No Precert Req
19030	INJECTION FOR BREAST X-R No Precert Req
19081	BX BREAST 1ST LESION STRTCTC No Precert Req
19082	BX BREAST ADD LESION STRTCTC No Precert Req
19083	BX BREAST 1ST LESION US IMAG No Precert Req
19084	BX BREAST ADD LESION US IMAG No Precert Req
19085	BX BREAST 1ST LESION MR IMAG No Precert Req
19086	BX BREAST ADD LESION MR IMAG No Precert Req
19100	BX BREAST PERCUT W/O IMA No Precert Req
19101	BIOPSY OF BREAST, OPEN No Precert Req
19102	BX BREAST PERCUT W/IMAGE No Precert Req
19103	BX BREAST PERCUT W/DEVIC No Precert Req
19110	NIPPLE EXPLORATION No Precert Req
19112	EXCISE BREAST DUCT FISTU No Precert Req
19120	REMOVAL OF BREAST LESION No Precert Req
19125	EXCISION, BREAST LESION No Precert Req
19126	EXCISION, ADDL BREAST LE No Precert Req
20005	INCISION OF DEEP ABSCESS No Precert Req
2000F	BLOOD PRESSURE MEASURE No Precert Req
2001F	WEIGHT RECORD No Precert Req
2002F	CLIN SIGN VOL OVRLD ASSE No Precert Req
2004F	INITIAL EXAM INVOLVED JO No Precert Req
20101	EXPLORE WOUND, CHEST No Precert Req
20102	EXPLORE WOUND, ABDOMEN No Precert Req
20103	EXPLORE WOUND, EXTREMITY No Precert Req
2010F	VITAL SIGNS RECORDED No Precert Req
2014F	MENTAL STATUS ASSESS No Precert Req
20150	EXCISE EPIPHYSEAL BAR No Precert Req
2015F	ASTHMA IMPAIRMENT ASSESS No Precert Req
2016F	ASTHMA RISK ASSESS No Precert Req
2018F	HYDRATION STATUS ASSESS No Precert Req
2019F	DILATED MACUL EXAM DONE No Precert Req
20200	MUSCLE BIOPSY No Precert Req
20205	DEEP MUSCLE BIOPSY No Precert Req
20206	NEEDLE BIOPSY, MUSCLE No Precert Req
2020F	DILATED FUNDUS EVAL DONE No Precert Req
2021F	DILAT MACUL+EXAM DONE No Precert Req
20220	BONE BIOPSY, TROCAR/NEED No Precert Req
20225	BONE BIOPSY, TROCAR/NEED No Precert Req
2022F	DIL RETINA EXAM INTERP R No Precert Req
20240	BONE BIOPSY, EXCISIONAL No Precert Req
20245	BONE BIOPSY, EXCISIONAL No Precert Req
2024F	7 FIELD PHOTO INTERP DOC No Precert Req
20250	OPEN BONE BIOPSY No Precert Req
20251	OPEN BONE BIOPSY No Precert Req
2026F	EYE IMAGE VALID TO DX RE No Precert Req
2027F	OPTIC NERVE HEAD EVAL DO No Precert Req
2028F	FOOT EXAM PERFORMED No Precert Req
2029F	COMPLETE PHYS SKIN EXAM No Precert Req
2030F	H2O STAT DOC'D, NORMAL No Precert Req
2031F	H2O STAT DOC'D, DEHYDRAT No Precert Req
2035F	TYMP MEMB MOTION EXAM'D No Precert Req
2040F	BK PN XM ON INIT VISIT D No Precert Req
2044F	DOC MNTL TST B/4 BK TRXM No Precert Req
20500	INJECTION OF SINUS TRACT No Precert Req
20501	INJECT SINUS TRACT FOR X No Precert Req
2050F	WOUND CHAR SIZE ETC DOCD No Precert Req
20520	REMOVAL OF FOREIGN BODY No Precert Req
20525	REMOVAL OF FOREIGN BODY No Precert Req
20526	THER INJECTION, CARP TUN No Precert Req
20550	INJ TENDON SHEATH/LIGAME No Precert Req
20551	INJ TENDON ORIGIN/INSERT No Precert Req
20552	INJ TRIGGER POINT, 1/2 M No Precert Req
20553	INJECT TRIGGER POINTS, = No Precert Req
20555	ANEST, PERC IMG TX SP PR No Precert Req
20600	DRAIN/INJECT, JOINT/BURS No Precert Req
20604	DRAIN/INJ JOINT/BURSA W/US No Precert Req
20605	DRAIN/INJECT, JOINT/BURS No Precert Req
20606	DRAIN/INJ JOINT/BURSA W/US No Precert Req
2060F	PT TALK EVAL HLTHWKR RE No Precert Req
20610	DRAIN/INJECT, JOINT/BURS No Precert Req
20611	DRAIN/INJ JOINT/BURSA W/US No Precert Req
20612	ASPIRATE/INJ GANGLION CY No Precert Req
20615	TREATMENT OF BONE CYST No Precert Req
20650	INSERT AND REMOVE BONE P No Precert Req
20660	APPLY, REM FIXATION DEVI No Precert Req
20661	APPLICATION OF HEAD BRAC No Precert Req
20662	APPLICATION OF PELVIS BR No Precert Req
20663	APPLICATION OF THIGH BRA No Precert Req
20664	APPLICATION OF HALO No Precert Req
20665	REMOVAL OF FIXATION DEVI No Precert Req
20670	REMOVAL OF SUPPORT IMPLA No Precert Req
20680	REMOVAL OF SUPPORT IMPLA No Precert Req
20693	ADJUST BONE FIXATION DEV No Precert Req
20694	REMOVE BONE FIXATION DEV No Precert Req
20697	COMP EXT FIXATE STRUT CH No Precert Req
20900	REMOVAL OF BONE FOR GRAF No Precert Req
20920	REMOVAL OF FASCIA FOR GR No Precert Req
20922	REMOVAL OF FASCIA FOR GR No Precert Req
20924	REMOVAL OF TENDON FOR GR No Precert Req
20926	REMOVAL OF TISSUE FOR GR No Precert Req
20950	FLUID PRESSURE, MUSCLE No Precert Req
20974	ELECTRICAL BONE STIMULAT No Precert Req
20979	US BONE STIMULATION No Precert Req
20982	ABLATE, BONE TUMOR(S) PE No Precert Req
20983	ABLATE BONE TUMOR(S) PERQ No Precert Req
20985	CPTR-ASST DIR MS PX No Precert Req
21010	INCISION OF JAW JOINT No Precert Req
21011	EXC FACE LES SC < 2 CM No Precert Req
21012	EXC FACE LES SBQ 2+CM No Precert Req
21013	EXC FACE TUM DEEP < 2 CM No Precert Req
21014	EXC FACE TUM DEEP 2+ CM No Precert Req
21015	RESECTION OF FACIAL TUMO No Precert Req
21016	RESECT FACE TUM + CM No Precert Req
21026	EXCISION OF FACIAL BONE( No Precert Req
21029	CONTOUR OF FACE BONE LES No Precert Req
21030	EXCISE MAX/ZYGOMA B9 TUM No Precert Req
21031	REMOVE EXOSTOSIS, MANDIB No Precert Req
21034	EXCISE MAX/ZYGOMA MLG TU No Precert Req
21040	EXCISE MANDIBLE LESION No Precert Req
21046	REMOVE MANDIBLE CYST COM No Precert Req
21047	EXCISE LWR JAW CYST W/RE No Precert Req
21048	REMOVE MAXILLA CYST COMP No Precert Req
21049	EXCIS UPPR JAW CYST W/RE No Precert Req
21070	REMOVE CORONOID PROCESS No Precert Req
21084	PREPARE FACE/ORAL PROSTH No Precert Req
21086	PREPARE FACE/ORAL PROSTH No Precert Req
21087	PREPARE FACE/ORAL PROSTH No Precert Req
21100	MAXILLOFACIAL FIXATION No Precert Req
21116	INJECTION, JAW JOINT X-R No Precert Req
21175	RECONSTRUCT ORBIT/FOREHE No Precert Req
21256	RECONSTRUCTION OF ORBIT No Precert Req
21260	REVISE EYE SOCKETS No Precert Req
21261	REVISE EYE SOCKETS No Precert Req
21263	REVISE EYE SOCKETS No Precert Req
21267	REVISE EYE SOCKETS No Precert Req
21268	REVISE EYE SOCKETS No Precert Req
21275	REVISION, ORBITOFACIAL B No Precert Req
21295	REVISION OF JAW MUSCLE/B No Precert Req
21296	REVISION OF JAW MUSCLE/B No Precert Req
21310	TREATMENT OF NOSE FRACTU No Precert Req
21315	TREATMENT OF NOSE FRACTU No Precert Req
21320	TREATMENT OF NOSE FRACTU No Precert Req
21330	TREATMENT OF NOSE FRACTU No Precert Req
21336	TREAT NASAL SEPTAL FRACT No Precert Req
21337	TREAT NASAL SEPTAL FRACT No Precert Req
21338	TREAT NASOETHMOID FRACTU No Precert Req
21339	TREAT NASOETHMOID FRACTU No Precert Req
21340	TREATMENT OF NOSE FRACTU No Precert Req
21343	TREATMENT OF SINUS FRACT No Precert Req
21344	TREATMENT OF SINUS FRACT No Precert Req
21345	TREAT NOSE/JAW FRACTURE No Precert Req
21356	TREAT CHEEK BONE FRACTUR No Precert Req
21400	TREAT EYE SOCKET FRACTUR No Precert Req
21401	TREAT EYE SOCKET FRACTUR No Precert Req
21421	TREAT MOUTH ROOF FRACTUR No Precert Req
21431	TREAT CRANIOFACIAL FRACT No Precert Req
21440	TREAT DENTAL RIDGE FRACT No Precert Req
21445	TREAT DENTAL RIDGE FRACT No Precert Req
21450	TREAT LOWER JAW FRACTURE No Precert Req
21451	TREAT LOWER JAW FRACTURE No Precert Req
21452	TREAT LOWER JAW FRACTURE No Precert Req
21453	TREAT LOWER JAW FRACTURE No Precert Req
21480	RESET DISLOCATED JAW No Precert Req
21485	RESET DISLOCATED JAW No Precert Req
21490	REPAIR DISLOCATED JAW No Precert Req
21495	TREAT HYOID BONE FRACTUR No Precert Req Code deleted 12/31/2016
21501	DRAIN NECK/CHEST LESION No Precert Req
21502	DRAIN CHEST LESION No Precert Req
21510	DRAINAGE OF BONE LESION No Precert Req
21550	BIOPSY OF NECK/CHEST No Precert Req
21552	EXC NECK LES SC 3+ CM No Precert Req
21554	EXC NECK TUM DEEP 5+ CM No Precert Req
21555	REMOVE LESION, NECK/CHES No Precert Req
21556	REMOVE LESION, NECK/CHES No Precert Req
21558	RESCT NECK FM 5+ CM No Precert Req
21600	PARTIAL REMOVAL OF RIB No Precert Req
21610	PARTIAL REMOVAL OF RIB No Precert Req
21615	REMOVAL OF RIB No Precert Req
21616	REMOVAL OF RIB AND NERVE No Precert Req
21620	PARTIAL REMOVAL OF STERN No Precert Req
21700	REVISION OF NECK MUSCLE No Precert Req
21705	REVISION OF NECK MUSCLE/ No Precert Req
21720	REVISION OF NECK MUSCLE No Precert Req
21725	REVISION OF NECK MUSCLE No Precert Req
21750	REPAIR OF STERNUM SEPARA No Precert Req
21805	TREATMENT OF RIB FRACTUR No Precert Req Code deleted 12/31/2015
21811	OPTX OF RIB FX W/FIXJ SCOPE No Precert Req
21812	TREATMENT OF RIB FRACTURE No Precert Req
21813	TREATMENT OF RIB FRACTURE No Precert Req
21820	TREAT STERNUM FRACTURE No Precert Req
21825	TREAT STERNUM FRACTURE No Precert Req
21920	BIOPSY SOFT TISSUE OF BA No Precert Req
21925	BIOPSY SOFT TISSUE OF BA No Precert Req
21930	REMOVE LESION, BACK OR F No Precert Req
21931	EXC BACK LES SC 3+ CM No Precert Req
21932	EXC BACK TUM DEEP < 5 CM No Precert Req
21933	EXC BACK TUM DEEP 5+ CM No Precert Req
21935	REMOVE TUMOR, BACK No Precert Req
21936	RESECT BACK TUM 5+ CM No Precert Req
22900	EXC ABDL TUM DEEP <5 CM No Precert Req
22901	EXC BACK TUM DEEP 5+ CM No Precert Req
22902	EXC ABD LES SC < 3 CM No Precert Req
22903	EXC ABD LES SC > 3 CM No Precert Req
22904	RESECT ABD TUM < 5 CM No Precert Req
22905	RESECT ABD TUM > 5 CM No Precert Req
23125	REMOVAL OF COLLAR BONE No Precert Req
23190	PARTIAL REMOVAL OF SCAPU No Precert Req
23195	REMOVAL OF HEAD OF HUMER No Precert Req
23331	REMOVE SHOULDER FOREIGN No Precert Req
23332	REMOVE SHOULDER FOREIGN No Precert Req
23350	INJECTION FOR SHOULDER X No Precert Req
23395	MUSCLE TRANSFER,SHOULDER No Precert Req
23397	MUSCLE TRANSFERS No Precert Req
23405	INCISION OF TENDON & MUS No Precert Req
23406	INCISE TENDON(S) & MUSCL No Precert Req
23480	REVISION OF COLLAR BONE No Precert Req
23485	REVISION OF COLLAR BONE No Precert Req
23500	TREAT CLAVICLE FRACTURE No Precert Req
23505	TREAT CLAVICLE FRACTURE No Precert Req
23515	TREAT CLAVICLE FRACTURE No Precert Req
23520	TREAT CLAVICLE DISLOCATI No Precert Req
23525	TREAT CLAVICLE DISLOCATI No Precert Req
23530	TREAT CLAVICLE DISLOCATI No Precert Req
23540	TREAT CLAVICLE DISLOCATI No Precert Req
23545	TREAT CLAVICLE DISLOCATI No Precert Req
23550	TREAT CLAVICLE DISLOCATI No Precert Req
23570	TREAT SHOULDER BLADE FX No Precert Req
23575	TREAT SHOULDER BLADE FX No Precert Req
23585	TREAT SCAPULA FRACTURE No Precert Req
23600	TREAT HUMERUS FRACTURE No Precert Req
23605	TREAT HUMERUS FRACTURE No Precert Req
23615	TREAT HUMERUS FRACTURE No Precert Req
23620	TREAT HUMERUS FRACTURE No Precert Req
23625	TREAT HUMERUS FRACTURE No Precert Req
23630	TREAT HUMERUS FRACTURE No Precert Req
23650	TREAT SHOULDER DISLOCATI No Precert Req
23655	TREAT SHOULDER DISLOCATI No Precert Req
23660	TREAT SHOULDER DISLOCATI No Precert Req
23665	TREAT DISLOCATION/FRACTU No Precert Req
23670	TREAT DISLOCATION/FRACTU No Precert Req
23675	TREAT DISLOCATION/FRACTU No Precert Req
23680	TREAT DISLOCATION/FRACTU No Precert Req
23930	DRAINAGE OF ARM LESION No Precert Req
23931	DRAINAGE OF ARM BURSA No Precert Req
23935	DRAIN ARM/ELBOW BONE LES No Precert Req
24000	EXPLORATORY ELBOW SURGER No Precert Req
24006	RELEASE ELBOW JOINT No Precert Req
24065	BIOPSY ARM/ELBOW SOFT TI No Precert Req
24066	BIOPSY ARM/ELBOW SOFT TI No Precert Req
24071	EXC ARM/ELBOW LES SC 3+ No Precert Req
24073	EX ARM/ELBOW TUM DEEP > No Precert Req
24075	REMOVE ARM/ELBOW LESION No Precert Req
24076	REMOVE ARM/ELBOW LESION No Precert Req
24077	REMOVE TUMOR OF ARM/ELBO No Precert Req
24079	RESECT ARM/ELBOW TUM > 5 No Precert Req
24100	BIOPSY ELBOW JOINT LININ No Precert Req
24101	EXPLORE/TREAT ELBOW JOIN No Precert Req
24102	REMOVE ELBOW JOINT LININ No Precert Req
24105	REMOVAL OF ELBOW BURSA No Precert Req
24110	REMOVE HUMERUS LESION No Precert Req
24115	REMOVE/GRAFT BONE LESION No Precert Req
24116	REMOVE/GRAFT BONE LESION No Precert Req
24120	REMOVE ELBOW LESION No Precert Req
24125	REMOVE/GRAFT BONE LESION No Precert Req
24126	REMOVE/GRAFT BONE LESION No Precert Req
24130	REMOVAL OF HEAD OF RADIU No Precert Req
24134	REMOVAL OF ARM BONE LESI No Precert Req
24136	REMOVE RADIUS BONE LESIO No Precert Req
24138	REMOVE ELBOW BONE LESION No Precert Req
24140	PARTIAL REMOVAL OF ARM B No Precert Req
24149	RADICAL RESECTION OF ELB No Precert Req
24160	REMOVE ELBOW JOINT IMPLA No Precert Req
24164	REMOVE RADIUS HEAD IMPLA No Precert Req
24200	REMOVAL OF ARM FOREIGN B No Precert Req
24201	REMOVAL OF ARM FOREIGN B No Precert Req
24220	INJECTION FOR ELBOW X-RA No Precert Req
24301	MUSCLE/TENDON TRANSFER No Precert Req
24305	ARM TENDON LENGTHENING No Precert Req
24310	REVISION OF ARM TENDON No Precert Req
24320	REPAIR OF ARM TENDON No Precert Req
24330	REVISION OF ARM MUSCLES No Precert Req
24331	REVISION OF ARM MUSCLES No Precert Req
24332	TENOLYSIS, TRICEPS No Precert Req
24340	REPAIR OF BICEPS TENDON No Precert Req
24341	REPAIR ARM TENDON/MUSCLE No Precert Req
24342	REPAIR OF RUPTURED TENDO No Precert Req
24343	REPR ELBOW LAT LIGMNT W/ No Precert Req
24344	RECONSTRUCT ELBOW LAT LI No Precert Req
24345	REPR ELBW MED LIGMNT W/T No Precert Req
24346	RECONSTRUCT ELBOW MED LI No Precert Req
24357	REPAIR ELBOW, PERC No Precert Req
24358	REPAIR ELBOW W/DEB, OPEN No Precert Req
24359	REPAIR ELBOW W/DEB, OPEN No Precert Req
24360	RECONSTRUCT ELBOW JOINT No Precert Req
24361	RECONSTRUCT ELBOW JOINT No Precert Req
24362	RECONSTRUCT ELBOW JOINT No Precert Req
24363	REPLACE ELBOW JOINT No Precert Req
24435	REPAIR HUMERUS WITH GRAF No Precert Req
24470	REVISION OF ELBOW JOINT No Precert Req
24498	REINFORCE HUMERUS No Precert Req
24500	TREAT HUMERUS FRACTURE No Precert Req
24505	TREAT HUMERUS FRACTURE No Precert Req
24516	TREAT HUMERUS FRACTURE No Precert Req
24530	TREAT HUMERUS FRACTURE No Precert Req
24535	TREAT HUMERUS FRACTURE No Precert Req
24538	TREAT HUMERUS FRACTURE No Precert Req
24545	TREAT HUMERUS FRACTURE No Precert Req
24546	TREAT HUMERUS FRACTURE No Precert Req
24560	TREAT HUMERUS FRACTURE No Precert Req
24565	TREAT HUMERUS FRACTURE No Precert Req
24566	TREAT HUMERUS FRACTURE No Precert Req
24575	TREAT HUMERUS FRACTURE No Precert Req
24576	TREAT HUMERUS FRACTURE No Precert Req
24577	TREAT HUMERUS FRACTURE No Precert Req
24579	TREAT HUMERUS FRACTURE No Precert Req
24582	TREAT HUMERUS FRACTURE No Precert Req
24586	TREAT ELBOW FRACTURE No Precert Req
24600	TREAT ELBOW DISLOCATION No Precert Req
24605	TREAT ELBOW DISLOCATION No Precert Req
24620	TREAT ELBOW FRACTURE No Precert Req
24635	TREAT ELBOW FRACTURE No Precert Req
24640	TREAT ELBOW DISLOCATION No Precert Req
24650	TREAT RADIUS FRACTURE No Precert Req
24655	TREAT RADIUS FRACTURE No Precert Req
24665	TREAT RADIUS FRACTURE No Precert Req
24666	TREAT RADIUS FRACTURE No Precert Req
24670	TREAT ULNAR FRACTURE No Precert Req
24675	TREAT ULNAR FRACTURE No Precert Req
24685	TREAT ULNAR FRACTURE No Precert Req
24935	REVISION OF AMPUTATION No Precert Req
24940	REVISION OF UPPER ARM No Precert Req
25000	INCISION OF TENDON SHEAT No Precert Req
25001	INCISE FLEXOR CARPI RADI No Precert Req
25031	DRAINAGE OF FOREARM BURS No Precert Req
25035	TREAT FOREARM BONE LESIO No Precert Req
25040	EXPLORE/TREAT WRIST JOIN No Precert Req
25065	BIOPSY FOREARM SOFT TISS No Precert Req
25066	BIOPSY FOREARM SOFT TISS No Precert Req
25071	EXC FOREARM LES SC > 3 C No Precert Req
25073	EXC FOREARM TUM DEEP 3+ No Precert Req
25075	REMOVAL FOREARM LESION S No Precert Req
25076	REMOVAL FOREARM LESION D No Precert Req
25077	REMOVE TUMOR, FOREARM/WR No Precert Req
25078	RESECT FOREARM/WRIST TUM No Precert Req
25085	INCISION OF WRIST CAPSUL No Precert Req
25100	BIOPSY OF WRIST JOINT No Precert Req
25101	EXPLORE/TREAT WRIST JOIN No Precert Req
25105	REMOVE WRIST JOINT LININ No Precert Req
25107	REMOVE WRIST JOINT CARTI No Precert Req
25109	EXCISE TENDON FOREARM/WR No Precert Req
25110	REMOVE WRIST TENDON LESI No Precert Req
25111	REMOVE WRIST TENDON LESI No Precert Req
25112	REREMOVE WRIST TENDON LE No Precert Req
25115	REMOVE WRIST/FOREARM LES No Precert Req
25116	REMOVE WRIST/FOREARM LES No Precert Req
25118	EXCISE WRIST TENDON SHEA No Precert Req
25119	PARTIAL REMOVAL OF ULNA No Precert Req
25120	REMOVAL OF FOREARM LESIO No Precert Req
25125	REMOVE/GRAFT FOREARM LES No Precert Req
25126	REMOVE/GRAFT FOREARM LES No Precert Req
25130	REMOVAL OF WRIST LESION No Precert Req
25135	REMOVE & GRAFT WRIST LES No Precert Req
25136	REMOVE & GRAFT WRIST LES No Precert Req
25145	REMOVE FOREARM BONE LESI No Precert Req
25210	REMOVAL OF WRIST BONE No Precert Req
25215	REMOVAL OF WRIST BONES No Precert Req
25230	PARTIAL REMOVAL OF RADIU No Precert Req
25240	PARTIAL REMOVAL OF ULNA No Precert Req
25246	INJECTION FOR WRIST X-RA No Precert Req
25248	REMOVE FOREARM FOREIGN B No Precert Req
25250	REMOVAL OF WRIST PROSTHE No Precert Req
25251	REMOVAL OF WRIST PROSTHE No Precert Req
25260	REPAIR FOREARM TENDON/MU No Precert Req
25263	REPAIR FOREARM TENDON/MU No Precert Req
25265	REPAIR FOREARM TENDON/MU No Precert Req
25270	REPAIR FOREARM TENDON/MU No Precert Req
25272	REPAIR FOREARM TENDON/MU No Precert Req
25274	REPAIR FOREARM TENDON/MU No Precert Req
25275	REPAIR FOREARM TENDON SH No Precert Req
25280	REVISE WRIST/FOREARM TEN No Precert Req
25290	INCISE WRIST/FOREARM TEN No Precert Req
25295	RELEASE WRIST/FOREARM TE No Precert Req
25300	FUSION OF TENDONS AT WRI No Precert Req
25301	FUSION OF TENDONS AT WRI No Precert Req
25310	TRANSPLANT FOREARM TENDO No Precert Req
25312	TRANSPLANT FOREARM TENDO No Precert Req
25315	REVISE PALSY HAND TENDON No Precert Req
25316	REVISE PALSY HAND TENDON No Precert Req
25320	REPAIR/REVISE WRIST JOIN No Precert Req
25332	REVISE WRIST JOINT No Precert Req
25335	REALIGNMENT OF HAND No Precert Req
25337	RECONSTRUCT ULNA/RADIOUL No Precert Req
25350	REVISION OF RADIUS No Precert Req
25355	REVISION OF RADIUS No Precert Req
25360	REVISION OF ULNA No Precert Req
25365	REVISE RADIUS & ULNA No Precert Req
25370	REVISE RADIUS OR ULNA No Precert Req
25375	REVISE RADIUS & ULNA No Precert Req
25390	SHORTEN RADIUS OR ULNA No Precert Req
25391	LENGTHEN RADIUS OR ULNA No Precert Req
25392	SHORTEN RADIUS & ULNA No Precert Req
25393	LENGTHEN RADIUS & ULNA No Precert Req
25394	REPAIR CARPAL BONE, SHOR No Precert Req
25441	RECONSTRUCT WRIST JOINT No Precert Req
25442	RECONSTRUCT WRIST JOINT No Precert Req
25443	RECONSTRUCT WRIST JOINT No Precert Req
25444	RECONSTRUCT WRIST JOINT No Precert Req
25445	RECONSTRUCT WRIST JOINT No Precert Req
25446	WRIST REPLACEMENT No Precert Req
25447	REPAIR WRIST JOINT(S) No Precert Req
25450	REVISION OF WRIST JOINT No Precert Req
25455	REVISION OF WRIST JOINT No Precert Req
25490	REINFORCE RADIUS No Precert Req
25491	REINFORCE ULNA No Precert Req
25492	REINFORCE RADIUS AND ULN No Precert Req
25500	TREAT FRACTURE OF RADIUS No Precert Req
25505	TREAT FRACTURE OF RADIUS No Precert Req
25515	TREAT FRACTURE OF RADIUS No Precert Req
25520	TREAT FRACTURE OF RADIUS No Precert Req
25530	TREAT FRACTURE OF ULNA No Precert Req
25535	TREAT FRACTURE OF ULNA No Precert Req
25560	TREAT FRACTURE RADIUS & No Precert Req
25565	TREAT FRACTURE RADIUS & No Precert Req
25574	TREAT FRACTURE RADIUS & No Precert Req
25600	TREAT FRACTURE RADIUS/UL No Precert Req
25605	TREAT FRACTURE RADIUS/UL No Precert Req
25606	TREAT FX DISTAL RADIAL No Precert Req
25607	TREAT FX RAD EXTRA-ARTIC No Precert Req
25608	TREAT FX RAD INTRA-ARTIC No Precert Req
25609	TREAT FX RADIAL 3+ FRAG No Precert Req
25622	TREAT WRIST BONE FRACTUR No Precert Req
25624	TREAT WRIST BONE FRACTUR No Precert Req
25628	TREAT WRIST BONE FRACTUR No Precert Req
25630	TREAT WRIST BONE FRACTUR No Precert Req
25635	TREAT WRIST BONE FRACTUR No Precert Req
25645	TREAT WRIST BONE FRACTUR No Precert Req
25650	TREAT WRIST BONE FRACTUR No Precert Req
25651	PIN ULNAR STYLOID FRACTU No Precert Req
25652	TREAT FRACTURE ULNAR STY No Precert Req
25660	TREAT WRIST DISLOCATION No Precert Req
25670	TREAT WRIST DISLOCATION No Precert Req
25671	PIN RADIOULNAR DISLOCATI No Precert Req
25676	TREAT WRIST DISLOCATION No Precert Req
25680	TREAT WRIST FRACTURE No Precert Req
25685	TREAT WRIST FRACTURE No Precert Req
25690	TREAT WRIST DISLOCATION No Precert Req
25695	TREAT WRIST DISLOCATION No Precert Req
25800	FUSION OF WRIST JOINT No Precert Req
25805	FUSION/GRAFT OF WRIST JO No Precert Req
25810	FUSION/GRAFT OF WRIST JO No Precert Req
25820	FUSION OF HAND BONES No Precert Req
25825	FUSE HAND BONES WITH GRA No Precert Req
25830	FUSION, RADIOULNAR JNT/U No Precert Req
25907	AMPUTATION FOLLOW-UP SUR No Precert Req
25920	AMPUTATE HAND AT WRIST No Precert Req
25922	AMPUTATE HAND AT WRIST No Precert Req
25924	AMPUTATION FOLLOW-UP SUR No Precert Req
25927	AMPUTATION OF HAND No Precert Req
25929	AMPUTATION FOLLOW-UP SUR No Precert Req
25931	AMPUTATION FOLLOW-UP SUR No Precert Req
26010	DRAINAGE OF FINGER ABSCE No Precert Req
26011	DRAINAGE OF FINGER ABSCE No Precert Req
26020	DRAIN HAND TENDON SHEATH No Precert Req
26025	DRAINAGE OF PALM BURSA No Precert Req
26030	DRAINAGE OF PALM BURSA(S No Precert Req
26034	TREAT HAND BONE LESION No Precert Req
26035	DECOMPRESS FINGERS/HAND No Precert Req
26037	DECOMPRESS FINGERS/HAND No Precert Req
26040	RELEASE PALM CONTRACTURE No Precert Req
26045	RELEASE PALM CONTRACTURE No Precert Req
26055	INCISE FINGER TENDON SHE No Precert Req
26060	INCISION OF FINGER TENDO No Precert Req
26070	EXPLORE/TREAT HAND JOINT No Precert Req
26075	EXPLORE/TREAT FINGER JOI No Precert Req
26080	EXPLORE/TREAT FINGER JOI No Precert Req
26100	BIOPSY HAND JOINT LINING No Precert Req
26105	BIOPSY FINGER JOINT LINI No Precert Req
