HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code
L0490	00100	3	"TLSO, SAGITTAL-CORONAL CONTROL, ONE PIECE RIGID PLASTIC SHELL, WITH OVERLAPPING"	TLSO rigid plastic pre one	38				A																					C							D1F		P					  0	20030101	20030101		N
L0490	00200	4	"REINFORCED ANTERIOR, WITH MULTIPLE STRAPS AND CLOSURES, POSTERIOR EXTENDS FROM"																																													
L0490	00300	4	"SACROCOCCYGEAL JUNCTION AND TERMINATES AT OR BEFORE THE T-9 VERTEBRA, ANTERIOR"																																													
L0490	00400	4	"EXTENDS FROM SYMPHYSIS PUBIS TO XIPHOID, ANTERIOR OPENING, RESTRICTS GROSS"																																													
L0490	00500	4	"TRUNK MOTION IN SAGITTAL AND CORONAL PLANES, PREFABRICATED, INCLUDES FITTING"																																													
L0490	00600	4	AND ADJUSTMENT																																													
L0491	00100	3	"TLSO, SAGITTAL-CORONAL CONTROL, MODULAR SEGMENTED SPINAL SYSTEM, TWO RIGID"	TLSO 2 piece rigid shell	38				A																					C							D1F		P					  0	20060101	20060101		N
L0491	00200	4	"PLASTIC SHELLS, POSTERIOR EXTENDS FROM THE SACROCOCCYGEAL JUNCTION AND"																																													
L0491	00300	4	"TERMINATES JUST INFERIOR TO THE SCAPULAR SPINE, ANTERIOR EXTENDS FROM THE"																																													
L0491	00400	4	"SYMPHYSIS PUBIS TO THE XIPHOID, SOFT LINER, RESTRICTS GROSS TRUNK MOTION IN THE"																																													
L0491	00500	4	"SAGITTAL AND CORONAL PLANES, LATERAL STRENGTH IS PROVIDED BY OVERLAPPING"																																													
L0491	00600	4	"PLASTIC AND STABILIZING CLOSURES, INCLUDES STRAPS AND CLOSURES, PREFABRICATED,"																																													
L0491	00700	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0492	00100	3	"TLSO, SAGITTAL-CORONAL CONTROL, MODULAR SEGMENTED SPINAL SYSTEM, THREE RIGID"	TLSO 3 piece rigid shell	38				A																					C							D1F		P					  0	20060101	20060101		N
L0492	00200	4	"PLASTIC SHELLS, POSTERIOR EXTENDS FROM THE SACROCOCCYGEAL JUNCTION AND"																																													
L0492	00300	4	"TERMINATES JUST INFERIOR TO THE SCAPULAR SPINE, ANTERIOR EXTENDS FROM THE"																																													
L0492	00400	4	"SYMPHYSIS PUBIS TO THE XIPHOID, SOFT LINER, RESTRICTS GROSS TRUNK MOTION IN THE"																																													
L0492	00500	4	"SAGITTAL AND CORONAL PLANES, LATERAL STRENGTH IS PROVIDED BY OVERLAPPING"																																													
L0492	00600	4	"PLASTIC AND STABILIZING CLOSURES, INCLUDES STRAPS AND CLOSURES, PREFABRICATED,"																																													
L0492	00700	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0621	00100	3	"SACROILIAC ORTHOSIS, FLEXIBLE, PROVIDES PELVIC-SACRAL SUPPORT, REDUCES MOTION"	SIO flex pelvisacral prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0621	00200	4	"ABOUT THE SACROILIAC JOINT, INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS"																																													
L0621	00300	4	"ABDOMEN DESIGN, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0622	00100	3	"SACROILIAC ORTHOSIS, FLEXIBLE, PROVIDES PELVIC-SACRAL SUPPORT, REDUCES MOTION"	SIO flex pelvisacral custom	38				A																					C							D1F		P					  0	20060101	20060101		N
L0622	00200	4	"ABOUT THE SACROILIAC JOINT, INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS"																																													
L0622	00300	4	"ABDOMEN DESIGN, CUSTOM FABRICATED"																																													
L0623	00100	3	"SACROILIAC ORTHOSIS, PROVIDES PELVIC-SACRAL SUPPORT, WITH RIGID OR SEMI-RIGID"	SIO panel prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0623	00200	4	"PANELS OVER THE SACRUM AND ABDOMEN, REDUCES MOTION ABOUT THE SACROILIAC JOINT,"																																													
L0623	00300	4	"INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS ABDOMEN DESIGN, PREFABRICATED,"																																													
L0623	00400	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0624	00100	3	"SACROILIAC ORTHOSIS, PROVIDES PELVIC-SACRAL SUPPORT, WITH RIGID OR SEMI-RIGID"	SIO panel custom	38				A																					C							D1F		P					  0	20060101	20060101		N
L0624	00200	4	"PANELS PLACED OVER THE SACRUM AND ABDOMEN, REDUCES MOTION ABOUT THE SACROILIAC"																																													
L0624	00300	4	"JOINT, INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS ABDOMEN DESIGN, CUSTOM"																																													
L0624	00400	4	FABRICATED																																													
L0625	00100	3	"LUMBAR ORTHOSIS, FLEXIBLE, PROVIDES LUMBAR SUPPORT, POSTERIOR EXTENDS FROM L-1"	LO flexibl L1-below L5 pre	38				A																					C							D1F		P					  0	20060101	20060101		N
L0625	00200	4	"TO BELOW L-5 VERTEBRA, PRODUCES INTRACAVITARY PRESSURE TO REDUCE LOAD ON THE"																																													
L0625	00300	4	"INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES, MAY INCLUDE PENDULOUS ABDOMEN"																																													
L0625	00400	4	"DESIGN, SHOULDER STRAPS, STAYS, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0626	00100	3	"LUMBAR ORTHOSIS, SAGITTAL CONTROL, WITH RIGID POSTERIOR PANEL(S), POSTERIOR"	LO sag stays/panels pre-fab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0626	00200	4	"EXTENDS FROM L-1 TO BELOW L-5 VERTEBRA, PRODUCES INTRACAVITARY PRESSURE TO"																																													
L0626	00300	4	"REDUCE LOAD ON THE INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES, MAY INCLUDE"																																													
L0626	00400	4	"PADDING, STAYS, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN, PREFABRICATED,"																																													
L0626	00500	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0627	00100	3	"LUMBAR ORTHOSIS, SAGITTAL CONTROL, WITH RIGID ANTERIOR AND POSTERIOR PANELS,"	LO sagitt rigid panel prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0627	00200	4	"POSTERIOR EXTENDS FROM L-1 TO BELOW L-5 VERTEBRA, PRODUCES INTRACAVITARY"																																													
L0627	00300	4	"PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES,"																																													
L0627	00400	4	"MAY INCLUDE PADDING, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN, PREFABRICATED,"																																													
L0627	00500	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0628	00100	3	"LUMBAR-SACRAL ORTHOSIS, FLEXIBLE, PROVIDES LUMBO-SACRAL SUPPORT, POSTERIOR"	LO flex w/o rigid stays pre	38				A																					C							D1F		P					  0	20060101	20060101		N
L0628	00200	4	"EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, PRODUCES INTRACAVITARY"																																													
L0628	00300	4	"PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES,"																																													
L0628	00400	4	"MAY INCLUDE STAYS, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN, PREFABRICATED,"																																													
L0628	00500	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0629	00100	3	"LUMBAR-SACRAL ORTHOSIS, FLEXIBLE, PROVIDES LUMBO-SACRAL SUPPORT, POSTERIOR"	LSO flex w/rigid stays cust	38				A																					C							D1F		P					  0	20060101	20060101		N
L0629	00200	4	"EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, PRODUCES INTRACAVITARY"																																													
L0629	00300	4	"PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES,"																																													
L0629	00400	4	"MAY INCLUDE STAYS, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN, CUSTOM FABRICATED"																																													
L0630	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL CONTROL, WITH RIGID POSTERIOR PANEL(S),"	LSO post rigid panel pre	38				A																					C							D1F		P					  0	20060101	20060101		N
L0630	00200	4	"POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, PRODUCES"																																													
L0630	00300	4	"INTRACAVITARY PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS, INCLUDES"																																													
L0630	00400	4	"STRAPS, CLOSURES, MAY INCLUDE PADDING, STAYS, SHOULDER STRAPS, PENDULOUS"																																													
L0630	00500	4	"ABDOMEN DESIGN, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0631	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL CONTROL, WITH RIGID ANTERIOR AND POSTERIOR"	LSO sag-coro rigid frame pre	38				A																					C							D1F		P					  0	20060101	20070101		N
L0631	00200	4	"PANELS, POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA,"																																													
L0631	00300	4	"PRODUCES INTRACAVITARY PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS,"																																													
L0631	00400	4	"INCLUDES STRAPS, CLOSURES, MAY INCLUDE PADDING, SHOULDER STRAPS, PENDULOUS"																																													
L0631	00500	4	"ABDOMEN DESIGN, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0632	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL CONTROL, WITH RIGID ANTERIOR AND POSTERIOR"	LSO sag rigid frame cust	38				A																					C							D1F		P					  0	20060101	20060101		N
L0632	00200	4	"PANELS, POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA,"																																													
L0632	00300	4	"PRODUCES INTRACAVITARY PRESSURE TO REDUCE LOAD ON THE INTERVERTEBRAL DISCS,"																																													
L0632	00400	4	"INCLUDES STRAPS, CLOSURES, MAY INCLUDE PADDING, SHOULDER STRAPS, PENDULOUS"																																													
L0632	00500	4	"ABDOMEN DESIGN, CUSTOM FABRICATED"																																													
L0633	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, WITH RIGID POSTERIOR"	LSO flexion control prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0633	00200	4	"FRAME/PANEL(S), POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA,"																																													
L0633	00300	4	"LATERAL STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANELS, PRODUCES INTRACAVITARY"																																													
L0633	00400	4	"PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES, MAY"																																													
L0633	00500	4	"INCLUDE PADDING, STAYS, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN,"																																													
L0633	00600	4	"PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0634	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, WITH RIGID POSTERIOR"	LSO flexion control custom	38				A																					C							D1F		P					  0	20060101	20060101		N
L0634	00200	4	"FRAME/PANEL(S), POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA,"																																													
L0634	00300	4	"LATERAL STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANEL(S), PRODUCES"																																													
L0634	00400	4	"INTRACAVITARY PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS,"																																													
L0634	00500	4	"CLOSURES, MAY INCLUDE PADDING, STAYS, SHOULDER STRAPS, PENDULOUS ABDOMEN"																																													
L0634	00600	4	"DESIGN, CUSTOM FABRICATED"																																													
L0635	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, LUMBAR FLEXION, RIGID"	LSO sagit rigid panel prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0635	00200	4	"POSTERIOR FRAME/PANEL(S), LATERAL ARTICULATING DESIGN TO FLEX THE LUMBAR SPINE,"																																													
L0635	00300	4	"POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, LATERAL"																																													
L0635	00400	4	"STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANEL(S), PRODUCES INTRACAVITARY"																																													
L0635	00500	4	"PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES, MAY"																																													
L0635	00600	4	"INCLUDE PADDING, ANTERIOR PANEL, PENDULOUS ABDOMEN DESIGN, PREFABRICATED,"																																													
L0635	00700	4	INCLUDES FITTING AND ADJUSTMENT																																													
L0636	00100	3	"LUMBAR SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, LUMBAR FLEXION, RIGID"	LSO sagittal rigid panel cus	38				A																					C							D1F		P					  0	20060101	20060101		N
L0636	00200	4	"POSTERIOR FRAME/PANELS, LATERAL ARTICULATING DESIGN TO FLEX THE LUMBAR SPINE,"																																													
L0636	00300	4	"POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, LATERAL"																																													
L0636	00400	4	"STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANELS, PRODUCES INTRACAVITARY"																																													
L0636	00500	4	"PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS, CLOSURES, MAY"																																													
L0636	00600	4	"INCLUDE PADDING, ANTERIOR PANEL, PENDULOUS ABDOMEN DESIGN, CUSTOM FABRICATED"																																													
L0637	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, WITH RIGID ANTERIOR AND"	LSO sag-coronal panel prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0637	00200	4	"POSTERIOR FRAME/PANELS, POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9"																																													
L0637	00300	4	"VERTEBRA, LATERAL STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANELS, PRODUCES"																																													
L0637	00400	4	"INTRACAVITARY PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS,"																																													
L0637	00500	4	"CLOSURES, MAY INCLUDE PADDING, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN,"																																													
L0637	00600	4	"PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT"																																													
L0638	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, WITH RIGID ANTERIOR AND"	LSO sag-coronal panel custom	38				A																					C							D1F		P					  0	20060101	20060101		N
L0638	00200	4	"POSTERIOR FRAME/PANELS, POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9"																																													
L0638	00300	4	"VERTEBRA, LATERAL STRENGTH PROVIDED BY RIGID LATERAL FRAME/PANELS, PRODUCES"																																													
L0638	00400	4	"INTRACAVITARY PRESSURE TO REDUCE LOAD ON INTERVERTEBRAL DISCS, INCLUDES STRAPS,"																																													
L0638	00500	4	"CLOSURES, MAY INCLUDE PADDING, SHOULDER STRAPS, PENDULOUS ABDOMEN DESIGN,"																																													
L0638	00600	4	CUSTOM FABRICATED																																													
L0639	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, RIGID SHELL(S)/PANEL(S),"	LSO s/c shell/panel prefab	38				A																					C							D1F		P					  0	20060101	20060101		N
L0639	00200	4	"POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, ANTERIOR"																																													
L0639	00300	4	"EXTENDS FROM SYMPHYSIS PUBIS TO XYPHOID, PRODUCES INTRACAVITARY PRESSURE TO"																																													
L0639	00400	4	"REDUCE LOAD ON THE INTERVERTEBRAL DISCS, OVERALL STRENGTH IS PROVIDED BY"																																													
L0639	00500	4	"OVERLAPPING RIGID MATERIAL AND STABILIZING CLOSURES, INCLUDES STRAPS, CLOSURES,"																																													
L0639	00600	4	"MAY INCLUDE SOFT INTERFACE, PENDULOUS ABDOMEN DESIGN, PREFABRICATED, INCLUDES"																																													
L0639	00700	4	FITTING AND ADJUSTMENT																																													
L0640	00100	3	"LUMBAR-SACRAL ORTHOSIS, SAGITTAL-CORONAL CONTROL, RIGID SHELL(S)/PANEL(S),"	LSO s/c shell/panel custom	38				A																					C							D1F		P					  0	20060101	20060101		N
L0640	00200	4	"POSTERIOR EXTENDS FROM SACROCOCCYGEAL JUNCTION TO T-9 VERTEBRA, ANTERIOR"																																													
L0640	00300	4	"EXTENDS FROM SYMPHYSIS PUBIS TO XYPHOID, PRODUCES INTRACAVITARY PRESSURE TO"																																													
L0640	00400	4	"REDUCE LOAD ON THE INTERVERTEBRAL DISCS, OVERALL STRENGTH IS PROVIDED BY"																																													
L0640	00500	4	"OVERLAPPING RIGID MATERIAL AND STABILIZING CLOSURES, INCLUDES STRAPS, CLOSURES,"																																													
L0640	00600	4	"MAY INCLUDE SOFT INTERFACE, PENDULOUS ABDOMEN DESIGN, CUSTOM FABRICATED"																																													
L0700	00100	3	"CERVICAL-THORACIC-LUMBAR-SACRAL-ORTHOSES (CTLSO), ANTERIOR-POSTERIOR-LATERAL"	Ctlso a-p-l control molded	38				A																					C							D1F		P					  0	19840101	19960101		N
L0700	00200	4	"CONTROL, MOLDED TO PATIENT MODEL, (MINERVA TYPE)"																																													
L0710	00100	3	"CTLSO, ANTERIOR-POSTERIOR-LATERAL-CONTROL, MOLDED TO PATIENT MODEL, WITH"	Ctlso a-p-l control w/ inter	38				A																					C							D1F		P					  0	19840101	19960101		N
L0710	00200	4	"INTERFACE MATERIAL, (MINERVA TYPE)"																																													
L0810	00100	3	"HALO PROCEDURE,  CERVICAL HALO INCORPORATED INTO JACKET VEST"	Halo cervical into jckt vest	38				A																					C							D1F		P					  0	19860101	19960101		N
L0820	00100	3	"HALO PROCEDURE,  CERVICAL HALO INCORPORATED INTO PLASTER BODY JACKET"	Halo cervical into body jack	38				A																					C							D1F		P					  0	19860101	19960101		N
L0830	00100	3	"HALO PROCEDURE,  CERVICAL HALO INCORPORATED INTO MILWAUKEE TYPE ORTHOSIS"	Halo cerv into milwaukee typ	38				A																					C							D1F		P					  0	19860101	19960101		N
L0859	00100	3	"ADDITION TO HALO PROCEDURE, MAGNETIC RESONANCE IMAGE COMPATIBLE SYSTEMS, RINGS"	MRI compatible system	38				A																					C							D1F		P					  0	20060101	20060101		N
L0859	00200	4	"AND PINS, ANY MATERIAL"																																													
