Common name	syn_list
FARNESYL DIPHOSPHATE	['(2E,6E)-FARNESOL DIPHOSPHATE', '(2E,6E)-FARNESYL DIPHOSPHATE', '(2E,6E)-FARNESYL PYROPHOSPHATE', '(ALL-E)-FARNESYL DIPHOSPHATE', '(E,E)-FARNESYL PYROPHOSPHATE', '2-TRANS,6-TRANS-FARNESYL DIPHOSPHATE', 'ALL-TRANS-FARNESYL PYROPHOSPHATE', 'FARNESYL PYROPHOSPHATE']
FISETIN	"['2-(3,4-DIHYDROXYPHENYL)-3,7-DIHYDROXY-4H-1-BENZOPYRAN-4-ONE', ""3,3',4',7-TETRAHYDROXYFLAVONE"", ""3,7,3',4'-TETRAHYDROXYFLAVONE"", '5-DESOXYQUERCETIN', ""7,3',4'-TRIHYDROXYFLAVONOL""]"
GIBBERELLIC ACID	['(+)-GIBBERELLIC ACID', 'GA3', 'GIBBERELLIC ACID GA3', 'GIBBERELLIN', 'GIBBERELLIN 3', 'GIBBERELLIN A3']
TALVIRALINE	['ISOPROPYL (2S)-3,4-DIHYDRO-7-METHOXY-2-((METHYLTHIO)METHYL)-3-THIOXO-1(2H)-QUINOXALINECARBOXYLATE']
(2S) N-ACETYL-L-ALANYL-ΑL-PHENYLALANYL-CHLOROETHYLKETONE	['N2-ACETYL-N-[(2S)-5-CHLORO-3-OXO-1-PHENYL-2-PENTANYL]-L-ALANINAMIDE']
HEXESTROL	"[""4,4'-(1,2-DIETHYLETHYLENE)DIPHENOL"", 'ERYTHROHEXESTROL', 'HEXANOESTROL', 'HEXOESTROLUM', 'MESO-3,4-DI(P-HYDROXYPHENYL)-N-HEXANE', 'MESO-HEXESTROL', 'MESOHEXESTROL', 'SYNOESTROLUM']"
ERTEBEREL	['(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA(C)(1) BENZOPYRAN-8-OL']
INDOLEACETIC ACID	['(INDOL-3-YL)ACETATE', '(INDOL-3-YL)ACETIC ACID', '2-(INDOL-3-YL)ETHANOIC ACID', '3-INDOLYLESSIGSÄURE', 'HETEROAUXIN', 'IAA', 'IES', 'INDOLE-3-ACETIC ACID']
3-ISOBUTYL-1-METHYL-7H-XANTHINE	['1-METHYL-3-(2-METHYLPROPYL)-7H-PURINE-2,6-DIONE', '1-METHYL-3-ISOBUTYLXANTHINE', '3-ISOBUTYL-1-METHYL-3,7-DIHYDRO-1H-PURINE-2,6-DIONE', '3-ISOBUTYL-1-METHYLXANTHINE', '3-ISOBUTYL-1-METHYXANTHINE', 'IBMX']
6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE	['6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYL-1-PIPERAZINYL)ETHYL]-9H-PURINE-2-CARBONITRILE']
5-(2-METHYLPIPERAZINE-1-SULFONYL)ISOQUINOLINE	['1-(5-ISOQUINOLINESULFONYL)-2-METHYLPIPERAZINE', '1-(5-ISOQUINOLINYLSULFONYL)-2-METHYLPIPERAZINE']
ABT-341	['(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE']
WORTMANNIN	['WARTMANNIN']
AMG-208	['7-METHOXY-4-[(6-PHENYL[1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-3-YL)METHOXY]QUINOLINE']
LGD-2226	['6-(BIS-(2,2,2-TRIFLUOROETHYL)AMINO)-4-TRIFLUOROMETHYL-1H-QUINOLIN-2-ONE']
AT-7519	['4-{[(2,6-DICHLOROPHENYL)CARBONYL]AMINO}-N-PIPERIDIN-4-YL-1H-PYRAZOLE-3-CARBOXAMIDE']
METHYLTHIONINIUM	['METHYLENE BLUE CATION']
EMIVIRINE	['1-(ETHOXYMETHYL)-5-(1-METHYLETHYL)-6-(PHENYLMETHYL)PYRIMIDINE-2,4(1H,3H)-DIONE', '6-BENZYL-1-(ETHOXYMETHYL)-5-(1-METHYLETHYL)URACIL', 'EMIVIRINE']
MYRISTIC ACID	['1-TRIDECANECARBOXYLIC ACID', 'N-TETRADECAN-1-OIC ACID', 'N-TETRADECANOIC ACID', 'TETRADECANOIC ACID']
TRIFLUORO-[HYDROXY-[HYDROXY-[2-(N-METHYL-2-NITRO-ANILINO)ETHOXY]PHOSPHORYL]OXY-PHOSPHORYL]OXY-BERYLLIUM(1-)	['N-METHYL O-NITROPHENYL AMINOETHYLDIPHOSPHATE BERYLLIUM TRIFLUORIDE']
NOCODAZOLE	['NOCODAZOL']
SULTHIAME	['SULTIAME']
9-(2-CARBOXYETHYL)-10-METHYLANTHRACENE ENDOPEROXIDE	"[""[2'-CARBOXYLETHYL]-10-METHYL-ANTHRACENE ENDOPEROXIDE""]"
PHENYLALANYLMETHYLCHLORIDE	['(3S)-3-AMINO-1-CHLORO-4-PHENYL-2-BUTANONE', 'L-PHENYLALANINE CHLOROMETHYL KETONE']
N-[4-(4-NITROPHENYLPHOSPHO)BUTANOYL]-D-ALANINE	['N-[4-(4-NITROPHENYLPHOSPHO)BUTYRYL]-D-ALANINE', 'P-NITROPHENYL PHOSPHONOBUTANOYL D-ALANINE']
GOSOGLIPTIN	['2-(4-{(3S,5S)-5-[(3,3-DIFLUOROPYRROLIDIN-1-YL)CARBONYL]PYRROLIDIN-3-YL}PIPERAZIN-1-YL)PYRIMIDINE']
2-AMINO-1-METHYL-6-PHENYLIMIDAZO(4,5-B)PYRIDINE	['2-AMINO-1-METHYL-6-PHENYLIMIDAZO[4,5-B]PYRIDINE', 'PHIP']
N-[4-(4-NITROPHENYLPHOSPHO)BUTANOYL]-L-ALANINE	['N-[4-(4-NITROPHENYLPHOSPHO)BUTYRYL]-L-ALANINE', 'P-NITROPHENYL PHOSPHONOBUTANOYL L-ALANINE']
PUROMYCIN	['PUROMICINA', 'PUROMYCIN']
PARECOXIB	['N-((P-(5-METHYL-3-PHENYL-4-ISOXAZOLYL)PHENYL)SULFONYL)PROPIONAMIDE', 'PARECOXIB', 'PARÉCOXIB', 'PARECOXIBUM']
RO 12-7310	['(2E,4E,6E,8E)-9-(4-HYDROXY-2,3,6-TRIMETHYLPHENYL)-3,7-DIMETHYL-2,4,6,8-NONATETRAENOIC ACID']
(R)-FLUOXETINE	['(+)-FLUOXETINE', '(R)-(+)-FLUOXETINE', '(R)-N-METHYL-3-(4-TRIFLUOROMETHYLPHENOXY)-3-PHENYLPROPYLAMINE', '(R)-N-METHYL-3-(4-TRIFLUOROMETHYLPHENYLOXY)-3-(PHENYL)PROPYLAMINE', '(R)-N-METHYL-3-PHENYL-3-[(Α,Α,Α-TRIFLUORO-P-TOLYL)OXY]PROPYLAMINE', '(R)-N-METHYL-Γ-(4-TRIFLUOROMETHYLPHENOXY)-3-PHENYLPROPYLAMINE', '(R)-PROZAC']
(R)-WARFARIN	['(+)-WARFARIN', '(R)-4-HYDROXY-3-(3-OXO-1-PHENYLBUTYL)-2-BENZOPYRONE', '(R)-4-HYDROXY-3-(3-OXO-1-PHENYLBUTYL)-2H-1-BENZOPYRAN-2-ONE', '4-HYDROXY-3-[(1R)-3-OXO-1-PHENYLBUTYL]-2H-CHROMEN-2-ONE', 'R-WARFARIN', 'R,R-WARFARIN ALCOHOL']
CAPRAVIRINE	['CAPRAVIRINE']
(S)-FLUOXETINE	['(−)-FLUOXETINE', '(S)-(−)-FLUOXETINE', '(S)-N-METHYL-3-(4-TRIFLUOROMETHYLPHENOXY)-3-PHENYLPROPYLAMINE', '(S)-N-METHYL-3-(4-TRIFLUOROMETHYLPHENYLOXY)-3-(PHENYL)PROPYLAMINE', '(S)-N-METHYL-3-PHENYL-3-[(Α,Α,Α-TRIFLUORO-P-TOLYL)OXY]PROPYLAMINE', '(S)-N-METHYL-Γ-(4-TRIFLUOROMETHYLPHENOXY)-3-PHENYLPROPYLAMINE', '(S)-PROZAC']
TRICLOSAN	"[""2,4,4'-TRICHLORO-2'-HYDROXYDIPHENYL ETHER"", '5-CHLORO-2-(2,4-DICHLORO-PHENOXY)-PHENOL', 'TRICLOSÁN', 'TRICLOSAN', 'TRICLOSANUM']"
TESTOSTERONE SUCCINATE	['TESTOSTERONE 17-HEMISUCCINATE', 'TESTOSTERONE HEMISUCCINATE', 'TESTOSTERONE-17-SUCCINATE']
TNP-470	['O-(CHLOROACETYLCARBAMOYL)FUMAGILLOL', 'O-CHLOROACETYLCARBAMOYLFUMAGILLOL']
FG-2216	['(((1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL)AMINO)ACETIC ACID', '1-CHLORO-N- (HYDROXYFORMYLMETHYL-4-HYDROXYISOQUINOLINE-3-CARBOXAMIDE', '1-CHLORO-N-(HYDROXYFORMYLMETHYL-4-HYDROXYISOQUINOLINE-3-CARBOXAMIDE']
METHYL VANILLATE	['4-HYDROXY-3-METHOXY METHYL BENZOATE', '4-HYDROXY-3-METHOXYBENZOIC ACID METHYL ESTER', 'METHYL 3-METHOXY-4-HYDROXYBENZOATE', 'METHYL 4-HYDROXY-3-METHOXYBENZOATE', 'VANILLIC ACID, METHYL ESTER']
ZOFENOPRILAT	['ZOFENOPRILAT']
ETHYL BISCOUMACETATE	['ETHYL BIS(4-HYDROXY-2-OXO-2H-1-BENZOPYRAN-3-YL)ACETATE', 'ETHYLDICOUMAROL']
AZIDOCILLIN	['(2S,5R,6R)-6-{[(2R)-2-AZIDO-2-PHENYLACETYL]AMINO}-3,3-DIMETHYL-7-OXO-4-THIA-1-AZABICYCLO[3.2.0]HEPTANE-2-CARBOXYLIC ACID', 'AZIDOCILINA', 'AZIDOCILLINE', 'AZIDOCILLINUM', 'D-(−)-(Α-AZIDOBENZYL)PENICILLIN']
PIPAZETHATE	['PIPAZETATE', 'PIPAZETATO', 'PIPAZETATUM', 'PIPAZETHATE']
SALICYLAMIDE	['2-CARBAMOYLPHENOL', '2-CARBOXAMIDOPHENOL', '2-HYDROXYBENZAMIDE', 'O-HYDROXYBENZAMIDE', 'OHB', 'SALICILAMIDA', 'SALICYLAMIDE', 'SALICYLAMIDUM', 'SALICYLIC ACID AMIDE']
SULFAMOXOLE	['2-(P-AMINOBENZENESULFONAMIDO)-4,5-DIMETHYLOXAZOLE', '2-(P-AMINOBENZOLSULFONAMIDO)-4,5-DIMETHYLOXAZOL', '4-AMINO-N-(4,5-DIMETHYL-2-OXAZOLYL)BENZENESULFONAMIDE', '4,5-DIMETHYL-2-SULFANILAMIDOOXAZOLE', 'N(SUP 1)-(4,5-DIMETHYL-2-OXAZOLYL)SULFANILAMIDE', 'N1-(4,5-DIMETHYL-2-OXAZOLYL)SULFANILAMIDE', 'OXASULFA', 'P-AMINOBENZENESULFONYL-2-AMINO-4,5-DIMETHYLOXAZOLE', 'SULFADIMETHYLOXAZOLE', 'SULFAMOXOL', 'SULFAMOXOLE', 'SULFAMOXOLUM', 'SULPHAMOXOLE']
ANTAZOLINE	['2-(N-BENZYLANILINOMETHYL)-2-IMIDAZOLINE', '2-(N-PHENYL-N-BENZYLAMINOMETHYL)IMIDAZOLINE', '4,5-DIHYDRO-N-PHENYL-N-PHENYLMETHYL-1H-IMIDAZOLE-2-METHANAMINE', 'ANTAZOLINA', 'ANTAZOLINE', 'ANTAZOLINUM']
CHLOROPYRAMINE	['CHLOROPYRAMINE', 'CHLOROPYRAMINUM', 'CHLORPYRAMINE', 'CLOROPIRAMINA', 'HALOPYRAMINE']
DIMETINDENE	['DIMETHINDENE', 'DIMETINDENO']
ISOTHIPENDYL	['ISOTHIPENDYL', 'ISOTHIPENDYLUM', 'ISOTIPENDILO']
TYMAZOLINE	['TYMAZOLINE']
NANDROLONE DECANOATE	['19-NORTESTOSTERONE DECANOATE', 'NANDROLONE 17Β-DECANOATE', 'NANDROLONE DECANOATE']
METIAMIDE	['METHIAMIDE', 'METIAMIDA', 'METIAMIDE', 'METIAMIDUM']
ROXATIDINE ACETATE	['PIFATIDINE']
BOPINDOLOL	['BOPINDOLOL', 'BOPINDOLOLUM']
BUPRANOLOL	['BUPRANOLOL', 'BUPRANOLOLUM']
DICHLOROACETIC ACID	['DCA', 'DICHLORACETIC ACID', 'DICHLOROACETATE']
CINITAPRIDE	['4-AMINO-N-(1-(3-CYCLOHEXEN-1-YLMETHYL)-4-PIPERIDYL)-2-ETHOXY-5-NITROBENZAMIDE', 'CINITAPRIDA', 'CINITAPRIDE', 'CINITAPRIDUM']
TOFISOPAM	['TOFISOPAM', 'TOFISOPAMUM']
NADROPARIN	['NADROPARINA', 'NADROPARINE']
TRIFLUSAL	['TRIFLUSAL', 'TRIFLUSALUM']
LURASIDONE	['LURASIDONA', 'LURASIDONE', 'LURASIDONUM']
TICAGRELOR	['(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-DIFLUOROPHENYL)CYCLOPROPYLAMINO)-5-(PROPYLTHIO)-3H-(1,2,3)TRIAZOLO(4,5-D)PYRIMIDIN-3-YL)-5-(2-HYDROXYETHOXY)CYCLOPENTANE-1,2-DIOL', 'TICAGRELOR']
HYALURONIC ACID	['HYALURONAN', 'HYALURONATE']
TAFLUPROST	['TAFLUPROST']
IVACAFTOR	['IVACAFTOR', 'IVACAFTORUM', 'N-(2,4-DI-TERT-BUTYL-5-HYDROXYPHENYL)-4-OXO-1,4-DIHYDROQUINOLINE-3-CARBOXAMIDE']
AZILSARTAN MEDOXOMIL	['AZILSARTAN', 'AZILSARTAN KAMEDOXOMIL', 'AZILSARTAN MEDOXOMIL', 'AZILSARTAN MÉDOXOMIL', 'AZILSARTÁN MEDOXOMILO', 'AZILSARTANUM MEDOXOMILUM']
SPINOSAD	['SPINOSAD']
IOFLUPANE I-123	['123I-FP-CIT', '123I-IOFLUPANE', 'IODINE IOFLUPANE (123I)', 'IOFLUPANE ((123)I)', 'IOFLUPANE (123I)', 'IOFLUPANE I 123', 'IOFLUPANE I(123)', 'IOFLUPANO (123I)', 'IOFLUPANUM (123I)']
DEFERIPRONE	['1,2-DIMETHYL-3-HYDROXYPYRID-4-ONE', '3-HYDROXY-1,2-DIMETHYL-4(1H)-PYRIDONE', 'DEFERIPRONA', 'DEFERIPRONE', 'DÉFÉRIPRONE', 'DEFERIPRONUM']
LOMITAPIDE	['LOMITAPIDA', 'LOMITAPIDE', 'LOMITAPIDUM']
VISMODEGIB	['VISMODEGIB', 'VISMODÉGIB', 'VISMODEGIBUM']
DEHYDROASCORBIC ACID	['DEHYDRO-L-ASCORBIC ACID', 'DHAA', 'L-DEHYDROASCORBATE', 'L-DEHYDROASCORBIC ACID', 'L-THREO-2,3-HEXODIULOSONIC ACID, Γ-LACTONE', 'L-THREO-HEXO-2,3-DIULOSONO-1,4-LACTONE', 'OXIDIZED ASCORBIC ACID', 'OXIDIZED VITAMIN C']
2-DEOXYGLUCOSE	['2-DEOXY-D-ARABINO-HEXOSE', '2-DEOXY-D-GLUCOSE', '2-DG', 'D-ARABINO-2-DESOXYHEXOSE']
TAUROCHENODEOXYCHOLIC ACID	['CHENODEOXYCHOLOYLTAURINE', 'TAURINE CHENODEOXYCHOLATE', 'TAUROCHENODEOXYCHOLATE', 'TAUROCHENODEOXYCHOLIC ACID']
TAUROURSODEOXYCHOLIC ACID	['TAUROURSODEOXYCHOLATE', 'TAUROURSODESOXYCHOLIC ACID', 'TUDCA', 'URSODEOXYCHOLYLTAURINE']
SPAGLUMIC ACID	['N-ACETYL-L-Β-ASPARTYL-L-GLUTAMIC ACID']
TEMOCAPRIL	['TEMOCAPRILUM']
AGMATINE	['(4-AMINOBUTYL) GUANIDINE', '(4-AMINOBUTYL)GUANIDINE', '1-AMINO-4-GUANIDOBUTANE', 'N-(4-AMINOBUTYL)GUANIDINE']
SEROTONIN	['3-(2-AMINOETHYL)-1H-INDOL-5-OL', '5-HT', '5-HYDROXYTRYPTAMINE', 'ENTERAMINE', 'SÉROTONINE', 'THROMBOCYTIN', 'THROMBOTONIN']
N-METHYLNICOTINAMIDE	['3-(METHYLCARBAMOYL)PYRIDINE', '3-(N-METHYLCARBAMOYL)PYRIDINE', 'N-METHYL NICOTINEAMIDE', 'N-METHYL-3-PYRIDINECARBOXAMIDE', 'N-METHYLPYRIDINE-3-CARBOXAMIDE', 'NICOTINIC ACID METHYLAMIDE', 'NICOTINYL METHYLAMIDE']
ACETYLCARNITINE	['ACETYL-L-CARNITINE', 'O-ACETYL-L-CARNITINE', 'O-ACETYLCARNITINE']
GS 0573	['9-(2-PHOSPHONYLMETHOXYETHYL)-2,6-DIAMINOPURINE']
URIC ACID	['2,6,8-TRIHYDROXYPURINE', '2,6,8-TRIOXOPURINE', '2,6,8-TRIOXYPURINE', '7,9-DIHYDRO-1H-PURINE-2,6,8(3H)-TRIONE', 'LITHIC ACID', 'PURINE-2,6,8(1H,3H,9H)-TRIONE', 'URATE', 'URICUM ACIDUM']
OXOGLURIC ACID	['2-KETOGLUTARIC ACID', '2-OXOGLUTARIC ACID', '2-OXOPENTANEDIOIC ACID', 'ALPHA-KETOGLUTARIC ACID', 'KETOGLUTARIC ACID', 'OXOGLURATE', 'Α-KETOGLUTARATE']
ELLAGIC ACID	['2,3,7,8-TETRAHYDROXYCHROMENO[5,4,3-CDE]CHROMENE-5,10-DIONE', 'ÁCIDO ELÁGICO', 'ELLAGIC ACID']
HYDROXYPROLINE	['TRANS-4-HYDROXY-L-PROLINE', 'TRANS-L-HYDROXYPROLINE']
LEUKOTRIENE C4	['(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-CARBOXY-1-HYDROXYBUTYL)-2,4,6,9-PENTADECATETRAENYL)-N-L-GAMMA-GLUTAMYL-L-CYSTEINYL)GLYCINE', 'L-Γ-GLUTAMYL-S-[(1R,2E,4E,6Z,9Z)-1-[(1S)-4-CARBOXY-1-HYDROXYBUTYL]PENTADECA-2,4,6,9-TETRAEN-1-YL]-L-CYSTEINYLGLYCINE', 'LTC (SUB 4)', 'LTC4']
DADLE	['[D-ALA2, D-LEU5]-ENKEPHALIN', 'H-TYR-D-ALA-GLY-PHE-D-LEU', 'L-TYROSYL-D-ALANYLGLYCYL-L-PHENYLALANYL-D-LEUCINE']
PITAVASTATIN	['PITAVASTATIA', 'PITAVASTATIN', 'PITAVASTATINA', 'PITAVASTATINE', 'PITAVASTATINUM']
DPDPE	['(D-PEN2,D-PEN5)-ENKEPHALIN', '[D-PEN2-D-PEN5]-ENKEPHALINE', '2,5-PEN-ENKEPHALIN', 'CYCLO-[D-PEN2,5]-ENKEPHALIN', 'D-PENICILLAMINE-(2,5)-ENKEPHALIN', 'L-TYROSYL-3-MERCAPTO-D-VALYLGLYCYL-L-PHENYLALANYL-3-MERCAPTO-D-VALINE, CYCLIC (2-5)-DISULFIDE']
CHOLECYSTOKININ	['CCK-PZ', 'HUMAN CCK-33', 'HUMAN CHOLECYSTOKININ-33', 'PANCREOZYMIN']
RILPIVIRINE	['4-{[4-({4-[(E)-2-CYANOVINYL]-2,6-DIMETHYLPHENYL}AMINO)PYRIMIDIN-2-YL]AMINO}BENZONITRILE', 'RILPIVIRINA', 'RILPIVIRINE']
CRIZOTINIB	['(R)-CRIZOTINIB', 'CRIZOTINIB', 'CRIZOTINIBUM']
ULIPRISTAL	['ULIPRISTAL']
FINGOLIMOD	['FINGOLIMOD', 'FINGOLIMODUM']
TESAMORELIN	['GHRH(1-44)', 'N-[(3E)-1-OXO-3-HEXENYL]SOMATOLIBERIN (HUMAN PANCREATIC ISLET)', 'TESAMORELIN']
BRENTUXIMAB VEDOTIN	['BRENTUXIMAB VEDOTINA', 'CAC10-VCMMAE']
ERIBULIN	['ERIBULIN', 'ERIBULINA']
GABAPENTIN ENACARBIL	['GABAPENTIN ENACARBIL', 'GABAPENTINA ENACARBILO', 'GABAPENTINE ENACARBIL', 'GABAPENTINUM ENACARBILUM']
BOCEPREVIR	['BOCEPREVIR']
FIDAXOMICIN	['DIFIMICIN', 'FIDAXOMICIN', 'FIDAXOMICINA', 'LIPIARMICIN', 'LIPIARMYCIN', 'LIPIARRMYCIN', 'TIACUMICIN B']
CABOZANTINIB	['CABOZANTINIB']
TALIGLUCERASE ALFA	['GLUCOSYLCEREBROSIDASE', 'PRGC-D', 'PRGCD']
RUXOLITINIB	['RUXOLITINIB']
AMINOPTERIN	['4-AMINO-4-DEOXYPTEROYLGLUTAMATE', '4-AMINO-PGA', '4-AMINOFOLIC ACID', '4-AMINOPTEROYLGLUTAMIC ACID', 'AMINOPTERIDINE', 'AMINOPTERINE', 'APGA', 'MINOPTERIN', 'N-(4-(((2,4-DIAMINO-6-PTERIDINYL)METHYL)AMINO)BENZOYL)-L-GLUTAMIC ACID', 'PTERAMINA']
TERIFLUNOMIDE	['(Z)-2-CYANO-ALPHA,ALPHA,ALPHA-TRIFLUORO-3-HYDROXY-P-CROTONOTOLUIDIDE', 'TERIFLUNOMIDA', 'TERIFLUNOMIDE', 'TÉRIFLUNOMIDE', 'TERIFLUNOMIDUM']
VEMURAFENIB	['VÉMURAFÉNIB', 'VEMURAFENIB', 'VEMURAFENIBUM']
LINAGLIPTIN	['(R)-8-(3-AMINOPIPERIDIN-1-YL)-7-BUT-2-YNYL-3-METHYL-1-(4-METHYLQUINAZOLIN-2-YLMETHYL)-3,7-DIHYDRO-PURINE-2,6-DIONE', 'LINAGLIPTIN', 'LINAGLIPTINA']
PERAMPANEL	['3-(2-CYANOPHENYL)-5-(2-PYRIDYL)-1-PHENYL-1,2-DIHYDROPYRIDIN-2-ONE', 'PERAMPANEL', 'PÉRAMPANEL', 'PERAMPANELUM']
GADOXETIC ACID	['GADOXETATE', 'GADOXETIC ACID', 'GD-EOB-DTPA']
AFLIBERCEPT	['AFLIBERCEPT', 'AFLIBERCEPT (GENETICAL RECOMBINATION)', 'ZIV-AFLIBERCEPT']
ASPARAGINASE ERWINIA CHRYSANTHEMI	['ASPARAGINASE (ERWINIA)', 'ASPARAGINASE ERWINIA CHRYSANTHEMI', 'CRISANTASPASE', 'ERWINIA ASPARAGINASE', 'ERWINIA CHRYSANTHEMI', 'L-ASPARAGINASE (ERWINIA)']
ICOSAPENT ETHYL	['(ALL-Z)-5,8,11,14,17-EICOSAPENTAENOIC ACID ETHYL ESTER', 'ALL-CIS-ETHYL 5,8,11,14,17-ICOSAPENTAENOATE', 'CIS-EICOSAPENTAENOIC ACID ETHYL ESTER', 'E-EPA', 'EICOSAPENTAENOIC ACID ETHYL ESTER', 'ETHYL (5Z,8Z,11Z,14Z,17Z)-EICOSA-5,8,11,14,17-PENTAENOATE', 'ETHYL (5Z,8Z,11Z,14Z,17Z)-EICOSAPENTAENOATE', 'ETHYL (5Z,8Z,11Z,14Z,17Z)-ICOSAPENTAENOATE', 'ETHYL (ALL CIS)-5,8,11,14,17-ICOSAPENTAENOATE', 'ETHYL ALL-CIS-5,8,11,14,17-ICOSAPENTAENOATE', 'ETHYL EICOSAPENTAENOATE', 'ETHYL ICOSAPENTATE', 'ETHYL-EICOSAPENTAENOIC ACID', 'ETHYL-EPA', 'ICOSAPENT ETHYL', 'TIMNODONIC ACID ETHYL ESTER']
OCRIPLASMIN	['MICROPLASMIN', 'MICROPLASMIN (SYNTHETIC HUMAN)', 'OCRIPLASMINA', 'RECOMBINANT HUMAN MICROPLASMIN']
CARFILZOMIB	['CARFILZOMIB']
LINACLOTIDE	['CYS CYS GLU TYR CYS CYS ASN PRO ALA CYS THR GLY CYS TYR (DISULFIDE BRIDGE: 1-6; 2-10; 5-13)', 'LINACLOTIDA', 'LINACLOTIDE']
ARBACLOFEN	['(R)-4-AMINO-3-(4-CHLOROPHENYL)BUTAN\xadOIC ACID', '(R)-BACLOFEN']
ARBACLOFEN PLACARBIL	['XP19986']
MIRABEGRON	['MIRABEGRON']
PEGINESATIDE	['HEMATIDE', 'PEGINESATIDE']
TOFACITINIB	['TASOCITINIB', 'TOFACITINIB', 'TOFACITINIBUM']
REGORAFENIB	['REGORAFENIB', 'RÉGORAFÉNIB', 'REGORAFENIBUM']
ACLIDINIUM	['ACLIDINIO']
GLUCARPIDASE	['CARBOXYPEPTIDASE G2', 'FOLATE HYDROLASE G2', 'GLUTAMATE CARBOXYPEPTIDASE', 'PTEROYLMONOGLUTAMIC ACID HYDROLASE G2']
ENZALUTAMIDE	['ENZALUTAMIDA', 'ENZALUTAMIDE']
TEDUGLUTIDE	['(GLY2)GLP-2', 'GLUCAGON-LIKE PEPTIDE II (2-GLYCINE) (HUMAN)', 'GLY(2)-GLP-2', 'TEDUGLUTIDA', 'TEDUGLUTIDE', 'TEDUGLUTIDE [RDNA ORIGIN]', 'TEDUGLUTIDE RECOMBINANT']
PONATINIB	['PONATINIB', 'PONATINIBUM']
RAXIBACUMAB	['PA MAB']
BEDAQUILINE	['1-(6-BROMO-2-METHOXY-QUINOLIN-3-YL)-4-DIMETHYLAMINO-2-NAPHTHALEN-1-YL-1-PHENYL-BUTAN-2-OL', 'BEDAQUILINA', 'BEDAQUILINE', 'BÉDAQUILINE', 'BEDAQUILINUM']
CERTOLIZUMAB PEGOL	['CERTOLIZUMAB PEGOL']
FORMESTANE	['4-HYDROXY-4-ANDROSTENE-3,17-DIONE', '4-HYDROXY-DELTA(4)-ANDROSTENEDIONE', '4-HYDROXY-Δ4-ANDROSTENEDIONE', '4-HYDROXYANDROSTENEDIONE', '4-OH-A', '4-OHAD', 'FORMESTANE', 'FORMESTANO', 'FORMESTANUM']
FLUTICASONE FUROATE	['FLUTICASONE FUROATE', 'FLUTICASONUM FUROAS', 'FUROATE DE FLUTICASONE', 'FUROATO DE FLUTICASONA']
CANAGLIFLOZIN	['CANAGLIFLOZIN', 'CANAGLIFLOZIN ANHYDROUS', 'CANAGLIFLOZINA']
DIMETHYL FUMARATE	['(E)-BUT-2-ENEDIOIC ACID DIMETHYL ESTER', '1,2-BIS(METHOXYCARBONYL)-TRANS-ETHYLENE', 'DIMETHYL FUMARATE', 'DIMETHYL TRANS-ETHYLENEDICARBOXYLATE', 'FUMARIC ACID, DIMETHYL ESTER', 'TRANS-1,2-ETHYLENEDICARBOXYLIC ACID DIMETHYL ESTER', 'TRANS-BUTENEDIOIC ACID DIMETHYL ESTER']
GLYCEROL PHENYLBUTYRATE	['GLYCEROL PHENYLBUTYRATE', 'GLYCERYL TRI-4-PHENYLBUTYRATE', 'GPB', 'GT4P']
POMALIDOMIDE	['POMALIDOMIDA', 'POMALIDOMIDE']
TRAMETINIB	['TRAMÉTINIB', 'TRAMETINIB', 'TRAMETINIBUM']
DABRAFENIB	['DABRAFENIB']
RADIUM RA 223 DICHLORIDE	['RADIUM CHLORIDE RA-223', 'RADIUM RA 223 DICHLORIDE', 'RADIUM RA-223 DICHLORIDE', 'RADIUM-223 CHLORIDE', 'RADIUM-223 DICHLORIDE']
AFATINIB	['AFATINIB', 'AFATINIBUM']
FERRIC CARBOXYMALTOSE	['FERRIC CARBOXYMALTOSE', 'IRON CARBOXYMALTOSE', 'IRON DEXTRI-MALTOSE']
LEVOMILNACIPRAN	['(1S,2R)-MILNACIPRAN', 'LEVOMILNACIPRAN']
