ndc	atc	description
50383-0802-16	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50383-0802-16	R01BA	Sympathomimetics
50383-0802-16	S01FB	Sympathomimetics excl. antiglaucoma preparations
50383-0802-16	S01GA	Sympathomimetics used as decongestants
50383-0802-16	D04AA	Antihistamines for topical use
50383-0802-16	R06AD	Phenothiazine derivatives
50383-0805-04	R05DA	Opium alkaloids and derivatives
50383-0805-04	C01CA	Adrenergic and dopaminergic agents
50383-0805-04	R01AA	"Sympathomimetics, plain"
50383-0805-04	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50383-0805-04	R01BA	Sympathomimetics
50383-0805-04	S01FB	Sympathomimetics excl. antiglaucoma preparations
50383-0805-04	S01GA	Sympathomimetics used as decongestants
50383-0805-04	D04AA	Antihistamines for topical use
50383-0805-04	R06AD	Phenothiazine derivatives
50383-0807-10	N04BB	Adamantane derivatives
50383-0959-10	N06AA	Non-selective monoamine reuptake inhibitors
50383-0960-10	N06AA	Non-selective monoamine reuptake inhibitors
50383-0961-05	N02AA	Natural opium alkaloids
50419-0171-01	L01XE	Protein kinase inhibitors
50419-0402-01	G03AC	Progestogens
50419-0402-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0402-01	L02AA	Estrogens
50419-0402-01	G03AA	"Progestogens and estrogens, fixed combinations"
50419-0403-01	G03AC	Progestogens
50419-0403-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0403-01	L02AA	Estrogens
50419-0405-01	G03AC	Progestogens
50419-0405-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0405-01	L02AA	Estrogens
50419-0405-01	G03AA	"Progestogens and estrogens, fixed combinations"
50419-0407-01	G03AC	Progestogens
50419-0407-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0407-01	L02AA	Estrogens
50419-0409-01	G03DB	Pregnadien derivatives
50419-0409-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0409-01	G03AB	"Progestogens and estrogens, sequential preparations"
50419-0421-01	G03AC	Progestogens
50419-0421-01	G03AD	Emergency contraceptives
50419-0422-01	G03AC	Progestogens
50419-0422-01	G03AD	Emergency contraceptives
50419-0451-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0452-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0453-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0454-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0455-04	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0456-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0459-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0483-01	G03AC	Progestogens
50419-0483-01	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0488-58	L01XE	Protein kinase inhibitors
50419-0491-04	G03CA	"Natural and semisynthetic estrogens, plain"
50419-0491-04	G03AC	Progestogens
50419-0491-04	G03AD	Emergency contraceptives
50419-0524-35	L03AB	Interferons
50419-0530-01	J01MA	Fluoroquinolones
50419-0530-01	S01AE	Fluoroquinolones
50419-0537-01	J01MA	Fluoroquinolones
50419-0537-01	S01AE	Fluoroquinolones
50419-0701-05	C08CA	Dihydropyridine derivatives
50419-0702-05	C08CA	Dihydropyridine derivatives
50419-0703-05	C08CA	Dihydropyridine derivatives
50419-0747-01	P02BA	Quinoline derivatives and related substances
50419-0754-01	J01MA	Fluoroquinolones
50419-0754-01	S01AE	Fluoroquinolones
50419-0754-01	S02AA	Antiinfectives
50419-0754-01	S03AA	Antiinfectives
50419-0758-01	J01MA	Fluoroquinolones
50419-0758-01	S01AE	Fluoroquinolones
50419-0758-01	S02AA	Antiinfectives
50419-0758-01	S03AA	Antiinfectives
50419-0759-01	J01MA	Fluoroquinolones
50419-0759-01	S01AE	Fluoroquinolones
50419-0759-01	S02AA	Antiinfectives
50419-0759-01	S03AA	Antiinfectives
50419-0773-01	J01MA	Fluoroquinolones
50419-0773-01	S01AE	Fluoroquinolones
50419-0773-01	S02AA	Antiinfectives
50419-0773-01	S03AA	Antiinfectives
50419-0777-01	J01MA	Fluoroquinolones
50419-0777-01	S01AE	Fluoroquinolones
50419-0777-01	S02AA	Antiinfectives
50419-0777-01	S03AA	Antiinfectives
50419-0828-06	D07AB	"Corticosteroids, moderately potent (group II)"
50419-0828-06	S01BA	"Corticosteroids, plain"
50419-0829-01	D10AX	Other anti-acne preparations for topical use
50419-0861-48	A10BF	Alpha glucosidase inhibitors
50419-0862-51	A10BF	Alpha glucosidase inhibitors
50419-0863-51	A10BF	Alpha glucosidase inhibitors
50428-0259-01	A01AC	Corticosteroids for local oral treatment
50428-0259-01	A07EA	Corticosteroids acting locally
50428-0259-01	C05AA	Corticosteroids
50428-0259-01	D07AA	"Corticosteroids, weak (group I)"
50428-0259-01	D07XA	"Corticosteroids, weak, other combinations"
50428-0259-01	H02AB	Glucocorticoids
50428-0259-01	S01BA	"Corticosteroids, plain"
50428-0259-01	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-0259-01	S02BA	Corticosteroids
50428-0344-00	N05CH	Melatonin receptor agonists
50428-0374-38	N05CH	Melatonin receptor agonists
50428-0417-51	C01EB	Other cardiac preparations
50428-0418-28	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-0486-03	A11HA	Other plain vitamin preparations
50428-0494-35	A11GA	"Ascorbic acid (vitamin C), plain"
50428-0494-35	G01AD	Organic acids
50428-0494-35	S01XA	Other ophthalmologicals
50428-0511-08	N05CH	Melatonin receptor agonists
50428-0542-97	A11CC	Vitamin D and analogues
50428-0591-36	N02BE	Anilides
50428-1090-17	A01AD	Other agents for local oral treatment
50428-1090-17	B01AC	Platelet aggregation inhibitors excl. heparin
50428-1090-17	N02BA	Salicylic acid and derivatives
50428-1090-17	N02BE	Anilides
50428-1090-17	N06BC	Xanthine derivatives
50428-1455-14	M01AX	"Other antiinflammatory and antirheumatic agents, non-steroids"
50428-1464-06	P03AC	"Pyrethrines, incl. synthetic compounds"
50428-1663-71	A06AB	Contact laxatives
50428-1663-71	A06AG	Enemas
50428-1665-95	A11GA	"Ascorbic acid (vitamin C), plain"
50428-1665-95	G01AD	Organic acids
50428-1665-95	S01XA	Other ophthalmologicals
50428-2774-41	A02AC	Calcium compounds
50428-2774-41	A12AA	Calcium
50428-2774-41	A11CC	Vitamin D and analogues
50428-3682-08	M02AB	Capsaicin and similar agents
50428-3682-08	N01BX	Other local anesthetics
50428-4599-54	C01EB	Other cardiac preparations
50428-4758-17	D04AA	Antihistamines for topical use
50428-4758-17	R06AA	Aminoalkyl ethers
50428-4758-17	C01EB	Other cardiac preparations
50428-4758-17	G02CC	Antiinflammatory products for vaginal administration
50428-4758-17	M01AE	Propionic acid derivatives
50428-4758-17	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
50428-4758-17	R02AX	Other throat preparations
50428-5383-97	S01KA	Viscoelastic substances
50428-7079-48	A06AB	Contact laxatives
50428-8025-66	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-8509-43	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-9320-50	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-9339-19	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50436-1827-01	C01BB	"Antiarrhythmics, class Ib"
50436-1827-01	C05AD	Local anesthetics
50436-1827-01	D04AB	Anesthetics for topical use
50436-1827-01	N01BB	Amides
50436-1827-01	R02AD	"Anesthetics, local"
50436-1827-01	S01HA	Local anesthetics
50436-1827-01	S02DA	Analgesics and anesthetics
50436-2520-01	R05DA	Opium alkaloids and derivatives
50436-2520-01	R05CA	Expectorants
50436-9803-01	N06AB	Selective serotonin reuptake inhibitors
50436-9978-01	N05AE	Indole derivatives
50436-9979-01	N06AX	Other antidepressants
50458-0090-05	N01AH	Opioid anesthetics
50458-0090-05	N02AB	Phenylpiperidine derivatives
50458-0091-05	N01AH	Opioid anesthetics
50458-0091-05	N02AB	Phenylpiperidine derivatives
50458-0092-05	N01AH	Opioid anesthetics
50458-0092-05	N02AB	Phenylpiperidine derivatives
50458-0093-05	N01AH	Opioid anesthetics
50458-0093-05	N02AB	Phenylpiperidine derivatives
50458-0094-05	N01AH	Opioid anesthetics
50458-0094-05	N02AB	Phenylpiperidine derivatives
50458-0140-30	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
50458-0141-30	A10BK	Sodium-glucose co-transporter 2 (SGLT2) inhibitors
50458-0176-00	G03AA	"Progestogens and estrogens, fixed combinations"
50458-0176-00	G03AB	"Progestogens and estrogens, sequential preparations"
50458-0176-00	G03CA	"Natural and semisynthetic estrogens, plain"
50458-0176-00	L02AA	Estrogens
50458-0176-00	G03AC	Progestogens
50458-0176-00	G03DC	Estren derivatives
50458-0178-00	G03AA	"Progestogens and estrogens, fixed combinations"
50458-0178-00	G03AB	"Progestogens and estrogens, sequential preparations"
50458-0178-00	G03CA	"Natural and semisynthetic estrogens, plain"
50458-0178-00	L02AA	Estrogens
50458-0178-00	G03AC	Progestogens
50458-0178-00	G03DC	Estren derivatives
50458-0191-06	G03AA	"Progestogens and estrogens, fixed combinations"
50458-0191-06	G03AB	"Progestogens and estrogens, sequential preparations"
50458-0191-06	G03CA	"Natural and semisynthetic estrogens, plain"
50458-0191-06	L02AA	Estrogens
50458-0194-00	G03AC	Progestogens
50458-0194-00	G03DC	Estren derivatives
50458-0197-06	G03AA	"Progestogens and estrogens, fixed combinations"
50458-0197-06	G03AB	"Progestogens and estrogens, sequential preparations"
50458-0197-06	G03CA	"Natural and semisynthetic estrogens, plain"
50458-0197-06	L02AA	Estrogens
50458-0210-01	N02CC	Selective serotonin (5HT1) agonists
50458-0211-01	N02CC	Selective serotonin (5HT1) agonists
50458-0251-00	G03AA	"Progestogens and estrogens, fixed combinations"
50458-0251-00	G03AB	"Progestogens and estrogens, sequential preparations"
50458-0251-00	G03CA	"Natural and semisynthetic estrogens, plain"
50458-0251-00	L02AA	Estrogens
50458-0253-03	N05AD	Butyrophenone derivatives
50458-0254-14	N05AD	Butyrophenone derivatives
50458-0255-01	N05AD	Butyrophenone derivatives
50458-0290-01	J02AC	Triazole derivatives
50458-0290-28	J02AC	Triazole derivatives
50458-0295-15	J02AC	Triazole derivatives
50458-0300-01	N05AX	Other antipsychotics
50458-0301-01	N05AX	Other antipsychotics
50458-0305-03	N05AX	Other antipsychotics
50458-0306-11	N05AX	Other antipsychotics
50458-0307-11	N05AX	Other antipsychotics
50458-0308-11	N05AX	Other antipsychotics
50458-0309-11	N05AX	Other antipsychotics
50458-0315-28	N05AX	Other antipsychotics
50458-0320-01	N05AX	Other antipsychotics
50458-0325-28	N05AX	Other antipsychotics
50458-0330-01	N05AX	Other antipsychotics
50458-0335-28	N05AX	Other antipsychotics
50458-0341-60	A09AA	Enzyme preparations
50458-0343-60	A09AA	Enzyme preparations
50458-0350-01	N05AX	Other antipsychotics
50458-0355-28	N05AX	Other antipsychotics
50458-0387-30	N06DA	Anticholinesterases
50458-0388-30	N06DA	Anticholinesterases
50458-0395-28	N05AX	Other antipsychotics
50458-0396-60	N06DA	Anticholinesterases
50458-0397-60	N06DA	Anticholinesterases
50458-0398-60	N06DA	Anticholinesterases
50458-0515-60	N02BE	Anilides
50458-0515-60	R05DA	Opium alkaloids and derivatives
50458-0515-60	N02AJ	Opioids in combination with non-opioid analgesics
50458-0535-01	G01AG	Triazole derivatives
50458-0536-01	G01AG	Triazole derivatives
50458-0550-01	N05AX	Other antipsychotics
50458-0551-01	N05AX	Other antipsychotics
50458-0552-01	N05AX	Other antipsychotics
50458-0554-01	N05AX	Other antipsychotics
50458-0560-01	N05AX	Other antipsychotics
50458-0561-01	N05AX	Other antipsychotics
50458-0562-01	N05AX	Other antipsychotics
50458-0563-01	N05AX	Other antipsychotics
50458-0564-01	N05AX	Other antipsychotics
50458-0577-01	B01AF	Direct factor Xa inhibitors
50458-0578-10	B01AF	Direct factor Xa inhibitors
50458-0579-10	B01AF	Direct factor Xa inhibitors
50458-0580-10	B01AF	Direct factor Xa inhibitors
50458-0585-01	N06BA	Centrally acting sympathomimetics
50458-0586-01	N06BA	Centrally acting sympathomimetics
50458-0587-01	N06BA	Centrally acting sympathomimetics
50458-0588-01	N06BA	Centrally acting sympathomimetics
50458-0607-01	N05AX	Other antipsychotics
50458-0608-01	N05AX	Other antipsychotics
50458-0609-01	N05AX	Other antipsychotics
50458-0625-60	M03BB	"Oxazol, thiazine, and triazine derivatives"
50458-0640-65	N03AX	Other antiepileptics
50458-0641-65	N03AX	Other antiepileptics
50458-0642-65	N03AX	Other antiepileptics
50458-0645-65	N03AX	Other antiepileptics
50458-0647-65	N03AX	Other antiepileptics
50458-0650-10	N02AX	Other opioids
50458-0650-10	N02BE	Anilides
50458-0650-10	N02AJ	Opioids in combination with non-opioid analgesics
50458-0659-60	N02AX	Other opioids
50458-0680-08	D01AC	Imidazole and triazole derivatives
50458-0680-08	G01AF	Imidazole derivatives
50458-0680-08	J02AB	Imidazole derivatives
50458-0805-01	G04BD	Drugs for urinary frequency and incontinence
50458-0810-01	G04BD	Drugs for urinary frequency and incontinence
50458-0815-01	G04BD	Drugs for urinary frequency and incontinence
50458-0862-01	N02AX	Other opioids
50458-0863-01	N02AX	Other opioids
50458-0920-50	J01MA	Fluoroquinolones
50458-0920-50	S01AE	Fluoroquinolones
50458-0930-20	J01MA	Fluoroquinolones
50458-0930-20	S01AE	Fluoroquinolones
50474-0001-48	N03AX	Other antiepileptics
50474-0100-01	R03DA	Xanthines
50474-0150-49	R06AB	Substituted alkylamines
50474-0150-49	R05DA	Opium alkaloids and derivatives
50474-0200-01	R03DA	Xanthines
50474-0300-01	R03DA	Xanthines
50474-0400-01	R03DA	Xanthines
50474-0594-40	N03AX	Other antiepileptics
50474-0595-40	N03AX	Other antiepileptics
50474-0596-40	N03AX	Other antiepileptics
50474-0597-66	N03AX	Other antiepileptics
50474-0598-66	N03AX	Other antiepileptics
50474-0599-66	N03AX	Other antiepileptics
50474-0670-66	N03AX	Other antiepileptics
50474-0700-62	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
50474-0710-79	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
50474-0710-81	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
50474-0770-09	N03AX	Other antiepileptics
50474-0801-03	N04BC	Dopamine agonists
50474-0802-03	N04BC	Dopamine agonists
50474-0803-03	N04BC	Dopamine agonists
50474-0804-03	N04BC	Dopamine agonists
50474-0805-03	N04BC	Dopamine agonists
50474-0806-03	N04BC	Dopamine agonists
50474-0930-01	N02BE	Anilides
50474-0930-01	R05DA	Opium alkaloids and derivatives
50474-0932-01	N02BE	Anilides
50474-0932-01	R05DA	Opium alkaloids and derivatives
50484-0010-30	D03BA	Proteolytic enzymes
50484-0810-15	A01AD	Other agents for local oral treatment
50484-0810-15	D03AX	Other cicatrizants
50580-0100-18	C01EB	Other cardiac preparations
50580-0100-18	G02CC	Antiinflammatory products for vaginal administration
50580-0100-18	M01AE	Propionic acid derivatives
50580-0100-18	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
50580-0100-18	R02AX	Other throat preparations
50580-0123-50	N02BE	Anilides
50580-0191-01	N02BE	Anilides
50580-0245-01	N02BE	Anilides
50580-0245-01	R06AB	Substituted alkylamines
50580-0245-01	R05DA	Opium alkaloids and derivatives
50580-0309-02	N02BE	Anilides
50580-0317-01	A07DA	Antipropulsives
50580-0342-01	R01BA	Sympathomimetics
50580-0367-01	A07DA	Antipropulsives
50580-0378-02	N02BE	Anilides
50580-0402-26	N02BE	Anilides
50580-0402-26	R05DA	Opium alkaloids and derivatives
50580-0402-26	R05CA	Expectorants
50580-0402-26	C01CA	Adrenergic and dopaminergic agents
50580-0402-26	R01AA	"Sympathomimetics, plain"
50580-0402-26	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50580-0402-26	R01BA	Sympathomimetics
50580-0402-26	S01FB	Sympathomimetics excl. antiglaucoma preparations
50580-0402-26	S01GA	Sympathomimetics used as decongestants
50580-0496-60	N02BE	Anilides
50580-0506-10	N02BE	Anilides
50580-0506-10	D04AA	Antihistamines for topical use
50580-0506-10	R06AA	Aminoalkyl ethers
50580-0534-04	D04AA	Antihistamines for topical use
50580-0534-04	R06AA	Aminoalkyl ethers
50580-0536-04	R01BA	Sympathomimetics
50580-0545-24	R01BA	Sympathomimetics
50580-0546-50	C01CA	Adrenergic and dopaminergic agents
50580-0546-50	R01AA	"Sympathomimetics, plain"
50580-0546-50	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50580-0546-50	R01BA	Sympathomimetics
50580-0546-50	S01FB	Sympathomimetics excl. antiglaucoma preparations
50580-0546-50	S01GA	Sympathomimetics used as decongestants
50580-0547-25	N02BE	Anilides
50580-0547-25	C01CA	Adrenergic and dopaminergic agents
50580-0547-25	R01AA	"Sympathomimetics, plain"
50580-0547-25	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50580-0547-25	R01BA	Sympathomimetics
50580-0547-25	S01FB	Sympathomimetics excl. antiglaucoma preparations
50580-0547-25	S01GA	Sympathomimetics used as decongestants
50580-0550-24	N02BE	Anilides
50580-0550-24	R05DA	Opium alkaloids and derivatives
50580-0550-24	C01CA	Adrenergic and dopaminergic agents
50580-0550-24	R01AA	"Sympathomimetics, plain"
50580-0550-24	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50580-0550-24	R01BA	Sympathomimetics
50580-0550-24	S01FB	Sympathomimetics excl. antiglaucoma preparations
50580-0550-24	S01GA	Sympathomimetics used as decongestants
50580-0563-20	D04AA	Antihistamines for topical use
50580-0563-20	R06AA	Aminoalkyl ethers
50580-0563-20	C01EB	Other cardiac preparations
50580-0563-20	G02CC	Antiinflammatory products for vaginal administration
50580-0563-20	M01AE	Propionic acid derivatives
50580-0563-20	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
50580-0563-20	R02AX	Other throat preparations
50580-0646-01	A07EA	Corticosteroids acting locally
50580-0646-01	D07AC	"Corticosteroids, potent (group III)"
50580-0646-01	R01AD	Corticosteroids
50580-0646-01	R03BA	Glucocorticoids
50580-0669-10	R01BA	Sympathomimetics
50580-0721-05	R06AE	Piperazine derivatives
50580-0728-12	R06AE	Piperazine derivatives
50580-0728-12	R01BA	Sympathomimetics
50580-0778-24	R06AE	Piperazine derivatives
50580-0779-12	R06AE	Piperazine derivatives
50580-0782-12	R06AE	Piperazine derivatives
50580-0783-10	N02BE	Anilides
50580-0895-04	D01AC	Imidazole and triazole derivatives
50580-0895-04	G01AF	Imidazole derivatives
50580-0895-04	J02AB	Imidazole derivatives
50742-0178-01	C07AA	"Beta blocking agents, non-selective"
50742-0179-01	C07AA	"Beta blocking agents, non-selective"
50742-0180-01	C07AA	"Beta blocking agents, non-selective"
50742-0238-30	P01BC	Methanolquinolines
50742-0513-01	C01DA	Organic nitrates
50742-0513-01	C05AE	Muscle relaxants
50742-0514-01	C01DA	Organic nitrates
50742-0514-01	C05AE	Muscle relaxants
50742-0515-01	C01DA	Organic nitrates
50742-0515-01	C05AE	Muscle relaxants
50742-0516-01	C01DA	Organic nitrates
50742-0516-01	C05AE	Muscle relaxants
50742-0517-01	C01DA	Organic nitrates
50742-0517-01	C05AE	Muscle relaxants
50742-0518-01	C01DA	Organic nitrates
50742-0518-01	C05AE	Muscle relaxants
50881-0005-60	L01XE	Protein kinase inhibitors
50881-0010-60	L01XE	Protein kinase inhibitors
50881-0015-60	L01XE	Protein kinase inhibitors
50881-0020-60	L01XE	Protein kinase inhibitors
50881-0025-60	L01XE	Protein kinase inhibitors
51079-0062-01	A10BX	"Other blood glucose lowering drugs, excl. insulins"
51079-0129-01	N03AB	Hydantoin derivatives
51079-0130-01	N05AA	Phenothiazines with aliphatic side-chain
51079-0212-01	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
