source	count	destination
Pneumocystis jirovecii(DNA);Sekr	1	IGNORE
Plasma; dyn.visk;P	1	IGNORE
Hereditær pancreatitis panel	1	IGNORE
Burfugle (e78;213;214;201;93)-IgE;P	1	IGNORE
Hepatitis delta virus(RNA);P	1	IGNORE
Hepatitis C virus resistens (Q80K);P	1	IGNORE
Hepatitis C kontrol af kendt (kvant)	1	IGNORE
Hepatitis B virus(DNA), kvan;P	1	IGNORE
Herpes simplexvirus(DNA);P	1	IGNORE
Herpes simplex virus DNA;P	1	IGNORE
Parvovirus B-19(DNA) (0 1);P	1	IGNORE
Immunglobulin A-Ab(IgM);P	1	IGNORE
Benzoylecgonin,konfirm;U	1	IGNORE
2021-031 M Sarcopenia FremtidigBiob	1	IGNORE
Kortisol (15 min);P	1	IGNORE
2021-076 V 2 mL RØD 1 stk	1	IGNORE
NGC Arvelig hjertesygdom	1	IGNORE
Lambda-kæde(frit;monoklonalt);Pt(U)	1	IGNORE
Latex rHev b 5 (k218)-IgE;P	1	IGNORE
AMPAR2 Ab(IgG);Csv	1	IGNORE
AXIN2-gen;DNA	1	IGNORE
2021-091 Y 10 mL EDTA 1 af 1	1	IGNORE
Leishmania-Ab;P	1	IGNORE
TP53 til patologer - OUH;B	1	IGNORE
Autoimmun hepatitis gruppe:P	1	IGNORE
Kortisol sekr.(Dexa)grp;Binyrebark	1	IGNORE
Hydromorphon,konfirm;U	1	IGNORE
Hæmolysiner (bifasisk);P	1	IGNORE
Hønsefjer (e85)-IgG;P	1	IGNORE
Pecan-nød (f201)-IgE;P	1	IGNORE
Penicillium spp. (m27)-IgE;P	1	IGNORE
Stomatocytter;B	1	IGNORE
Imipramin+desipramine;P	1	IGNORE
Human Herpes virus 7(DNA);P	1	IGNORE
Insulin, porcint (c70)-IgE;P	1	IGNORE
Kromosom mikroarray	1	IGNORE
Pinjekerne (f253)-IgE;P	1	IGNORE
Lymfocyt-US, udvidet;B	1	IGNORE
Hydrogencarbonat(standard);P(cvB)	1	IGNORE
2017-072 T 4 mL EDTA x 1 (T6-14)	1	IGNORE
Insulin, humant (c73)-IgE;P	1	IGNORE
Insulin-Ab;P	1	IGNORE
IgLON family member 5-IgG;P	1	IGNORE
POLD1-gen;DNA	1	IGNORE
2019-076 B 4 mL RØD 1 af 2	1	IGNORE
Norfentanyl, konfirm;U	1	IGNORE
Perphenazin;P	1	IGNORE
APC-gen;DNA	1	IGNORE
Phenibut,konfirm;U	1	IGNORE
Penicillium spp. (m27)-IgG;P	1	IGNORE
Leukocytter(mononukl.) (mikr.);Asc	1	IGNORE
Leukocytter(mononukl.) (mikr.);Plv	1	IGNORE
2016-081 4 mL EDTA x 4	1	IGNORE
2016-058 S 4,5 mL NUNC rør x 2 urin	1	IGNORE
2016-058 S ReDuC medie 1+3(Sc/6 md)	1	IGNORE
2016-058 S fæcesrør  x 2	1	IGNORE
N-Desmethylzopiclon,konfirm;U	1	IGNORE
2016-078 V BIOSIGN	1	IGNORE
2016-081 3,0 mL Li-hep x 1	1	IGNORE
2016-058 S 1,8 mL NUNC rør x 1 spyt	1	IGNORE
Kortisol sekr.test(MS)gr;Binyrebark	1	IGNORE
2016-058 S 1,8 mL NUNC rør x 2 biop	1	IGNORE
2013-014  1,8 mL NUNC RØR biopsi	1	IGNORE
2013-014  fæcesrør x 2	1	IGNORE
2013-014 1,8 NUNC rør spyt	1	IGNORE
CASPR2-Ab(IgG);Csv	1	IGNORE
2014-007 B Aortastenose Visit 3b	1	IGNORE
2016-058 S 4,5 mL NUNC rør x 1 spyt	1	IGNORE
2017-042 S 4mL Tør x2	1	IGNORE
Treponema pallidum fla.-Ab(IgG);Csv	1	IGNORE
Trc.hæm, Aspirin(VerifyNow);Trc(B)	1	IGNORE
2014-013 4,5 mL NUNC rør x 1	1	IGNORE
2013-043 M HANC	1	IGNORE
Trombocyt (HPA)-Ab gruppe;P	1	IGNORE
Von Willebrand-faktor;P	1	IGNORE
Ledvæske farve;Ledv	1	IGNORE
7-Aminonitrazepam,konfirm;U	1	IGNORE
Triazolam,konfirm;U	1	IGNORE
Lymfocytter akut;Lymc(B)	1	IGNORE
Osmotisk tryk-reak.(24h;153);Erc(B)	1	IGNORE
Osmotisk tryk-reak.(24h;137);Erc(B)	1	IGNORE
Osmotisk tryk-reak.(24h;119);Erc(B)	1	IGNORE
Osmotisk tryk-reak.(24h;102);Erc(B)	1	IGNORE
2015-015 4,0 mL RØD x 4	1	IGNORE
Kortikotropin (45 min);P	1	IGNORE
Konsistens;Sæd	1	IGNORE
2021-076 V REVIVAL BL	1	IGNORE
2022-039 C 10 mL EDTA x 5	1	IGNORE
3-Hydroxybromazepam,konfirm;U	1	IGNORE
Nitrazepam,konfirm;U	1	IGNORE
PDD2	1	IGNORE
PKD panel;DNA	1	IGNORE
PLA2R-IgG;P	1	IGNORE
Koagulationsfaktor VIII (enz.);P	1	IGNORE
Mephedron,konfirm;U	1	IGNORE
Leukocytter(polynukl)(mik);Lkc(Asc)	1	IGNORE
AA21-004 SIRIRALS PERI.	1	IGNORE
IgLON family member 5-IgG;Csv	1	IGNORE
7-Aminoclonazepam,konfirm;U	1	IGNORE
Phl p 1 (g205)-IgE;P	1	IGNORE
Ara h 2 (f423)-IgE;P	1	IGNORE
Human herpesvirus 6A (DNA);P	1	IGNORE
Leukocytter(polynukl.) (mikr.);Plv	1	IGNORE
Norquetiapin;U (konfirm)	1	IGNORE
Komplement+immunglobulin;Erc(B)	1	IGNORE
2016-006 10 mL EDTA	1	IGNORE
2021-076 V REVIVAL DAG 1, 2	1	IGNORE
2021-090 M REPLACE 5	1	IGNORE
2021-091 Y 4 mL RØD 1 af 1	1	IGNORE
Teknisk Ethanol	1	IGNORE
2020-067 U Cerebr.anerism CSF 7-15	1	IGNORE
2022-039 C 3 mL LiHep x 2	1	IGNORE
3-Hydroxybutyrat - POCT;B	1	IGNORE
Norpropoxyphen,konfirm;U	1	IGNORE
Leukocytter(polynukl.) (mikr.);Asc	1	IGNORE
Metamfetamin,konfirm;U	1	IGNORE
Metanol;P	1	IGNORE
Methylon,konfirm;U	1	IGNORE
Norketamin,konfirm;U	1	IGNORE
Norketobemidon,konfirm;U	1	IGNORE
Ara h 3 (f424)-IgE;P	1	IGNORE
Strongyloides-Ab;P	1	IGNORE
Sæd farve;Pt	1	IGNORE
Osmotisk tryk-reak.(0h;205);Erc(B)	1	IGNORE
Kortikotropin sekretion gruppe;Pt	1	IGNORE
Osmotisk tryk-reak.(24h;205);Erc(B)	1	IGNORE
2017-072 T 4 mL EDTA x 2 C (T6-14)	1	IGNORE
2017-072 T RH BOX Tid 6.30-14.30	1	IGNORE
2019-076 B 4 mL EDTA 1 af 2	1	IGNORE
2019-076 B 4 mL EDTA 2 af 2	1	IGNORE
2017-031 R Keynote 355 Thyroidea	1	IGNORE
Sæd klarhed;Pt	1	IGNORE
Aquaporin 4-IgG;P	1	IGNORE
Kortikotropin (15 min);P	1	IGNORE
Kortisol (0 min) (LC-MS/MS);P	1	IGNORE
Kortikotropin (30 min);P	1	IGNORE
2021-028 J 1,8 mL CITRAT 2 af 3	1	IGNORE
Kobber;U	1	IGNORE
Aquaporin 4-Ab(IgG);P	1	IGNORE
Leukocytter(mononukl)(mik);Lkc(Asc)	1	IGNORE
Ovomucoid (f233)-IgE;P	1	IGNORE
Autoimmun encefalit, sekundær;Csv	1	IGNORE
Ara h 1 (f422)-IgE;P	1	IGNORE
Sæd; Undersøgelseskommentar;Pt	1	IGNORE
Human Herpes virus 6b(DNA);P	1	IGNORE
Human Herpes virus 6a(DNA);P	1	IGNORE
IL28B-gen;DNA	1	IGNORE
Papegøjefjer (e213)-IgE;P	1	IGNORE
PTEN-gen;DNA	1	IGNORE
Jordbær (f44)-IgE;P	1	IGNORE
Autoimmun encefalit gruppe;Csv	1	IGNORE
Sølv;B	1	IGNORE
Sæd; Analysestarttidspunkt;Pt	1	IGNORE
Human herpesvirus 3-Ab(IgG);P	1	IGNORE
Sæd volumen;Pt	1	IGNORE
CFTR-gen (F508del og 394delTT);DNA	1	IGNORE
Glukose(indgivet p.o., masse):Pt	1	IGNORE
CFTR-gen (standard);DNA	1	IGNORE
Francisella tularensis-Ab;P	1	IGNORE
EDTA k2 lilla10 x 2, WW2	1	IGNORE
EDTA lilla 9 ml x 2, CAHOXA	1	IGNORE
Fibrinogen;stofratio(koag/imm);P	1	IGNORE
Pink flourid+citrat 3 ml x 2	1	IGNORE
Projekt Genova	1	IGNORE
F2-gen(20210G>A);DNA	1	IGNORE
GABA-B receptor 1-Ab(IgG);Csv	1	IGNORE
Rubellavirus-Ab(IgG) (0 1);P	1	IGNORE
GABABR1 Ab(IgG);Csv	1	IGNORE
GABAaR-alfa1+alfa3-IgG;Csv	1	IGNORE
GABAaR-alfa1+alfa3-IgG;P	1	IGNORE
Fosfolipid;P	1	IGNORE
GFAP-alfa-IgG;Csv	1	IGNORE
Projekt OP-DNA, lunge	1	IGNORE
EDTA k2 lilla 4ml x 2 DD2	1	IGNORE
Rubellavirus tolkning	1	IGNORE
Projekt Anbra 2	1	IGNORE
Cor a 8 (f425)-IgE;P	1	IGNORE
DPPX-IgG;Csv	1	IGNORE
Rød 9 ml x 2 DD2	1	IGNORE
Complement C1q-Ab(IgG)	1	IGNORE
Complement C1q-IgG;P	1	IGNORE
Cor a 1 (f428)-IgE;P	1	IGNORE
Cor a 14 (f439)-IgE;P	1	IGNORE
Cor a 9 (f440)-IgE;P	1	IGNORE
Rubellavirus IgG+IgM;P	1	IGNORE
Cor.SARS(COVID19)DNA/RNA(POCT);Exp	1	IGNORE
Rubellavirus-IgM;P	1	IGNORE
Cytomegalovirus (DNA);P	1	IGNORE
DNA til opbevaring (SLB Vejle)	1	IGNORE
Codein (høj cutoff),konfirm;U	1	IGNORE
Ritalinsyre, konfirm;U	1	IGNORE
Projekt PROSPER, EKG	1	IGNORE
Flowcytometri af B-cellemalign;B	1	IGNORE
Flowcytometri;B	1	IGNORE
Glukose (60 min);P	1	IGNORE
MEN1-gen;DNA	1	IGNORE
NK-VUE 1 ml x 1, RAS/RAF	1	IGNORE
Mycobacterium;Plv	1	IGNORE
2010-030-004 Metagenome DCB	1	IGNORE
pCO2;P(nsB; aB)	1	IGNORE
pH(semikvant);U	1	IGNORE
Glukose (90 min);P	1	IGNORE
HLA klasse I-Ab;P	1	IGNORE
GFAP-alfa-IgG;P	1	IGNORE
Gal d 2, Ovalbumin (f232)-IgE;P	1	IGNORE
Gal d 3, Conalbumin (f323)-IgE;P	1	IGNORE
Projekt DIABECHO	1	IGNORE
Ethylsulfat;U	1	IGNORE
Glukose (150 min);P	1	IGNORE
MEFV-gen;DNA	1	IGNORE
MDMA,konfirm;U	1	IGNORE
MBL2-gen;DNA	1	IGNORE
Lysozym (k208)-IgE;P	1	IGNORE
Lynch syndrom panel (SLB Vejle)	1	IGNORE
Lynch Syndrom panel	1	IGNORE
Plasma viskositet;P	1	IGNORE
Euroglyphus maynei (d74)-IgE;P	1	IGNORE
Eutylon;U	1	IGNORE
Lormetazepam,konfirm;U	1	IGNORE
Ethylglucuronid;U	1	IGNORE
Ethylon;U	1	IGNORE
EDTA k2 lilla 9 ml x 4, OVH2N	1	IGNORE
Projekt NANSY	1	IGNORE
Gabapentin,konfirm;U	1	IGNORE
GREM1-gen;DNA	1	IGNORE
Projekt Hypo/PBI	1	IGNORE
EDTA k2 lilla 4 ml x 1, NeoToc	1	IGNORE
DD2-plaque;B	1	IGNORE
Rubellavirus-Ab(IgM) (0 1);P	1	IGNORE
Entamoeba histolytica-Ab;P	1	IGNORE
HIT-udredning (fuldblod);B	1	IGNORE
HIT-udredning (plasma);P	1	IGNORE
Pr. 2007-062 PIT Uræmi og Arterier	1	IGNORE
EDTA k2 lilla 9 ml x 2 DD2	1	IGNORE
EDTA k2 lilla 4 ml x 3, BIO-CAC	1	IGNORE
EDDP,konfirm;U	1	IGNORE
Pr2019 Target-ABC dag 0	1	IGNORE
Denguevirus-Ab(IgG);P	1	IGNORE
EDTA k2 lilla 9 ml x 1, OC Neo	1	IGNORE
Proteinase 3-IgG [PR3] (kval);P	1	IGNORE
EGFR mutation	1	IGNORE
EDTA k2 lilla 3ml x 1, PLAK	1	IGNORE
Ecgonidin, methylester,konfirm;U	1	IGNORE
Ecgonidin,konfirm;U	1	IGNORE
Gyldig: plprvt.dato -10 til 30 dage	1	IGNORE
Gærceller;U	1	IGNORE
Grøn Li Heparin 8 ml x 2 DD2	1	IGNORE
Pære (f94)-IgE;P	1	IGNORE
HIV 1+2(Ab+Ag),gravid;P	1	IGNORE
Gærceller semikvant;U	1	IGNORE
Post-transplant.-virusinfek.,udv;B	1	IGNORE
Diverse Blod	1	IGNORE
Polyomavirus (DNA);U	1	IGNORE
EDTA 9 ml x 4, Daratumumab	1	IGNORE
EDTA 9 ml x 2, Daratumumab	1	IGNORE
RAD51D-gen;DNA	1	IGNORE
Quetiapin;U (konfirm)	1	IGNORE
Pr. 2011-014 PEJ CP 196	1	IGNORE
Pr. 2008-033 PEQ EuroSIDA	1	IGNORE
HBV Reaktivering;P	1	IGNORE
Treponema pallidum Ab, konfirm.;P	1	IGNORE
Echinococcus granulo.(hydatid)-Ab;P	1	IGNORE
Denguevirus-Ab(IgM);P	1	IGNORE
Rubellavirus-Ab(IgM);P	1	IGNORE
Chikungunya-virus-Ab gruppe;P	1	IGNORE
Campylobacter Ab, tolkning;P	1	IGNORE
SERUM rød 4 ml x 1, CAHOXA	1	IGNORE
Chlamydia pneumoniae-Ab(IgM);P	1	IGNORE
Cannabinoler,screen;U	1	IGNORE
Cathinon,konfirm;U	1	IGNORE
EDTA lilla 4 ml x 1, SELECT Pro	1	IGNORE
Rødt tørglas 4 ml x 1, NANSY	1	IGNORE
Derm. mikroceras (d3)-IgE;P	1	IGNORE
Rødt tørglas 6 ml x 1	1	IGNORE
Rødt tørglas 6 ml x 2	1	IGNORE
SERPINA1-gen (fuld sekv.);DNA	1	IGNORE
Chlordiazepoxid,konfirm;U	1	IGNORE
Cannabinoler;U	1	IGNORE
Chlamydia pneumoniae-Ab(IgG);P	1	IGNORE
Calciumkanal P/Q-type-IgG;P	1	IGNORE
Chlamydia pneumoniae-IgM;P	1	IGNORE
Chlamydia pneumoniae-IgG;P	1	IGNORE
EDTA k2 lilla 4 ml x 1, OC Recur	1	IGNORE
CarbonmonoxidHB(Fe);Hb(Fe;cvB)	1	IGNORE
Hydrocodon,konfirm;U	1	IGNORE
DPPX-IgG;P	1	IGNORE
HIV 1(genotype);P	1	IGNORE
Projekt Course,Nasal	1	IGNORE
HIT-udredning (serum);S	1	IGNORE
EBVPCR;B	1	IGNORE
Dyrkning (bacterium);Ledv	1	IGNORE
Duefæces-antistof(IgG);P	1	IGNORE
Rhizopus nigricans (m11)-IgE;P	1	IGNORE
Diazepam,konfirm;U	1	IGNORE
Diagnostisk pakkeforløb;P	1	IGNORE
Desmorfin, konfirm;U	1	IGNORE
EDTA k2 lilla 9 ml x 2, OP-DNA, lunge	1	IGNORE
Gensekventering;P	1	IGNORE
CASPR2 Ab(IgG);Csv	1	IGNORE
Teknisk analyse 11, 25OHD3	1	IGNORE
TEK-1,8NUNC x 10	1	IGNORE
TEK-4,5NUNC x 3	1	IGNORE
Stratify JCV;P	1	IGNORE
Streck rør 10 ml x 2, Genova	1	IGNORE
Teknisk Analyse GLK0 bestemmelse B	1	IGNORE
2021-031 M Sarcope. Prv.+Forsk.Biob	1	IGNORE
2021-031 M 3 mL LiHep 1 af 1	1	IGNORE
Tek. LUPUS, PTTLA MIX;P	1	IGNORE
Insulin, bovint (c71)-IgE;P	1	IGNORE
AMPAR1 Ab(IgG);Csv	1	IGNORE
TEK-LILLA 10	1	IGNORE
TEK-LILLA 3 x3	1	IGNORE
Laktat;P	1	IGNORE
Kortikotropin (60 min);P	1	IGNORE
2022-039 C 10 mL  Rød x 4	1	IGNORE
Osmotisk trykreaktion (24 h);Erc(B)	1	IGNORE
Glukose-6-P-dehydr./HB(Fe);B	1	IGNORE
Spermatozoer-motilitet;Spmz	1	IGNORE
BT diastolisk, ligg.;Arm	1	IGNORE
BT systolisk, ligg.;Arm	1	IGNORE
BW x 2, DETECT-DK	1	IGNORE
Lorazepam,konfirm;U	1	IGNORE
Spermatozoer total antal;Sæd	1	IGNORE
Spermatozoer(normale);Spmz	1	IGNORE
Spidsglas 10 ml uden tilsætning x1	1	IGNORE
Periodisk febersyndrom; DNA	1	IGNORE
Spytkirtel-Ab(IgG);P	1	IGNORE
Spytkirtel-IgG;P	1	IGNORE
Somatotropin[GH]sekr(glukose)grp;Pt	1	IGNORE
2021-028 J 4 mL RØD 1 af 2	1	IGNORE
Asparges (f261)-IgE;P	1	IGNORE
Ara h 8 (f352-1)-IgE;P	1	IGNORE
2021-028 J CODEXP	1	IGNORE
Keratin-Ab(IgG) [AKA] kvan;P	1	IGNORE
Teknisk 25-Hydroxy-Vitamin D3;P	1	IGNORE
Human herpesvirus 7 (DNA);P	1	IGNORE
Aggregation(TRP);Trc(B)	1	IGNORE
Aggregation+ATP frig.grp;Trc(B)	1	IGNORE
TEK-FÆCES x 2	1	IGNORE
6-O-Monoacetylmorphin,konfirm;U	1	IGNORE
Byg (f6)-IgE;P	1	IGNORE
HLA-B-gen (B51);DNA	1	IGNORE
Hepatitis B virus s (Ag, konfirm);P	1	IGNORE
T-lymphocytter;B	1	IGNORE
Campylobacter coli+jejuni-IgG;P	1	IGNORE
Rødt tørglas 10 ml x 2, BIO-CAC	1	IGNORE
CFTR-gen(MIM602421.0001);DNA	1	IGNORE
CTH Udredningssvar	1	IGNORE
Bos d 4, alfa-laktalb. (f76)-IgE;P	1	IGNORE
Bos d 8, Casein (f78)-IgE;P	1	IGNORE
Aggregation(ASP);Trc(B)	1	IGNORE
Adenovirus(DNA);P	1	IGNORE
Adalimumab-Ab;P	1	IGNORE
Acrylfentanyl, konfirm;U	1	IGNORE
ADAMTS13 protein (enz.);P	1	IGNORE
ACE-gen;DNA	1	IGNORE
Amfepramon,konfirm;U	1	IGNORE
Alprazolam,konfirm;U	1	IGNORE
Albumin;Pt(U)	1	IGNORE
Albumin;Drænv	1	IGNORE
Osmotisk tryk-reak.(24h;34);Erc(B)	1	IGNORE
Osmotisk tryk-reak.(24h;239);Erc(B)	1	IGNORE
ADAMTS13-Ab (enz.);P	1	IGNORE
Actin-antistof;P	1	IGNORE
Amfetamin(konfirm);U	1	IGNORE
Tek-Immunglobulin E;P	1	IGNORE
Pentylon (konfirm);U	1	IGNORE
BMPR1A-gen;DNA	1	IGNORE
B-Edta 4 ml, 1. besøg	1	IGNORE
Stand.Test Syfilis(screen)gr;P	1	IGNORE
Ephedrin,konfirm;U	1	IGNORE
Projekt Hoftefraktur < 60 år	1	IGNORE
Glukose (30 min);P	1	IGNORE
Gastrin;P	1	IGNORE
Gliadin (f98)-IgE;P	1	IGNORE
Enterovirus(RNA);P	1	IGNORE
Projekt Inspire-AF Besøg 6/12 mdr	1	IGNORE
Epstein-Barr virus-antistof [EBV);P	1	IGNORE
Eosinofilocyt-kationprotein;P	1	IGNORE
Erythrocyt D(Ag);Erc(B)	1	IGNORE
Erythrocyt(Ag) gruppe;Erc(B)	1	IGNORE
Propofol glucuronid,konfirm;U	1	IGNORE
Prostatacancer panel	1	IGNORE
Enterovirus RNA;P	1	IGNORE
Eosinofilocyt kationprotein;P	1	IGNORE
Projekt WW2	1	IGNORE
Pregabalin,konfirm;U	1	IGNORE
Chromodomain-hel.-DNA-b.p.4-IgG;P	1	IGNORE
Glukagon, pancreastype;P	1	IGNORE
Fentanyl, konfirm;U	1	IGNORE
HIV1(RNA) (0 1);P	1	IGNORE
HIV infektion undersøgelse	1	IGNORE
Projekt Challenge Baseline	1	IGNORE
Projekt CAHOXA	1	IGNORE
Projekt BioHjertearv	1	IGNORE
Pyruvat;B(vB)	1	IGNORE
Projekt BIO-CAC	1	IGNORE
Projekt Airleaf, EKG	1	IGNORE
Projekt Airleaf	1	IGNORE
Glutamate receptor 2-Ab(IgG);Csv	1	IGNORE
Glutamate receptor 1-Ab(IgG);Csv	1	IGNORE
Glukose;U	1	IGNORE
Graviditets-US 1 Type;B	1	IGNORE
Erythrolysin, bifasisk(IgG);P	1	IGNORE
Atomoxetin;U (konfirm)	1	IGNORE
Oxazepam,konfirm;U	1	IGNORE
Osmotisk tryk-reak.(0h;119);Erc(B)	1	IGNORE
Kortikotropin (90 min);P	1	IGNORE
Ketamin, konfirm;U	1	IGNORE
Ketobemidon, konfirm;U	1	IGNORE
Teknisk Analyse GLK120 bestem. A	1	IGNORE
Teknisk Analyse GLK120 bestem. B	1	IGNORE
Androstanolon;P	1	IGNORE
Erytrocyt-Ab titer;P	1	IGNORE
Arveligt malignt melanom panel	1	IGNORE
Spermatozoa(agglutination);Sem	1	IGNORE
Ara h 9 (f427)-IgE;P	1	IGNORE
Banan (f92)-IgE;P	1	IGNORE
Arvelig colorec cancer/polyp. panel	1	IGNORE
Aspergillus versic. (m25)-IgG;P	1	IGNORE
2021-028 J 1,8 mL CITRAT 1 af 3	1	IGNORE
2021-028 J 4 mL RØD 2 af 2	1	IGNORE
Osmotisk tryk-reak.(24h;171);Erc(B)	1	IGNORE
4-Hydroxybutyrat konfirm;U	1	IGNORE
P(vB)-Carbondioxid,stofk.	1	IGNORE
Oxymorphon,konfirm;U	1	IGNORE
Oxycodon, konfirm;U	1	IGNORE
Osmotisk tryk-reak.(0h;34);Erc(B)	1	IGNORE
Osmotisk tryk-reak.(0h;239);Erc(B)	1	IGNORE
Sølv;P	1	IGNORE
Anden genetisk analyse (SLB Vejle)	1	IGNORE
Osmotisk tryk-reak.(24h;187);Erc(B)	1	IGNORE
Spermatozoer levende;Spmz	1	IGNORE
Hvede, almindelig (g15)-IgE;P	1	IGNORE
POLE-gen;DNA	1	IGNORE
Pr2019 Target-ABC dag 14	1	IGNORE
Erytrocytter, vol.fr. [EVF];B(cvB)	1	IGNORE
2016-079 R Troponin	1	IGNORE
2020-038 E 4 ml Tørglas 1 af 2	1	IGNORE
Vævstype før KMT (patient);B	1	IGNORE
2013-078 T Novartis V 4	1	IGNORE
2013-078 3,5 mL GUL x 2	1	IGNORE
2013-078 30 mL Urin x 1	1	IGNORE
2013-078 T Novartis EOS/EARLY T	1	IGNORE
2013-078 T Novartis PHARMACOGEN	1	IGNORE
2013-078 T Novartis UNSCHEDE, Urin	1	IGNORE
2013-078 T Novartis V 2	1	IGNORE
2013-078 2,5 mL GUL x 3	1	IGNORE
2020-038 E RECOGNISED Urin	1	IGNORE
2013-078 T Novartis V 4, Urin	1	IGNORE
2013-078 T Novartis V 8	1	IGNORE
2013-078 T Novartis V 8, Urin	1	IGNORE
2013-078 T Novartis V Screen	1	IGNORE
2014-066 B BioHJERTEARV	1	IGNORE
2017-009 Q Pneumokok Visit 12,48,96	1	IGNORE
2013-078 T Novartis V 2, Urin	1	IGNORE
2018-010 Å 1,8 mL BLÅ x 1	1	IGNORE
2012-068 PEE EUROCONDOR	1	IGNORE
2014-024 B Danrisk Follow up. Urin	1	IGNORE
2013-069 3 mL LiHep x 1	1	IGNORE
2013-069 T COOPVATS prøve 1	1	IGNORE
2013-078 1,0 GRÅ greiner x 1	1	IGNORE
2013-078 1,0 LILLA greiner x 1	1	IGNORE
2013-078 1,0 RØD greiner x 1	1	IGNORE
2014-013 4 mL EDTA x 1	1	IGNORE
2013-078 2,0 mL EDTA x 1	1	IGNORE
2018-010 Å 3,5 mL GUL x 1	1	IGNORE
2013-078 2,5 mL GUL x 8	1	IGNORE
2013-078 T Novartis Visit TB	1	IGNORE
2013-078 T Novartis V Screen, Urin	1	IGNORE
2019-010 S Profermin V1_4 uger	1	IGNORE
2019-010 S Prof_Biobank_Medier V0+4	1	IGNORE
2019-010 S Prof V2_8 uge, V3_16 uge	1	IGNORE
2016-080 G DBS	1	IGNORE
2017-009 Q 3,0 mL Lihep x 1	1	IGNORE
2015-044-008 C 10 mL RØD 2 af 2	1	IGNORE
2017-009 Q 6 mL CPDA x 2	1	IGNORE
2015-044-008 C DRB MYOSCL	1	IGNORE
2019-018 N 4,0 mL EDTA 1 af 1	1	IGNORE
2015-096  3 mL LiHe x 2	1	IGNORE
2015-096 4 mL RØD x 2	1	IGNORE
2017-009 Q 4,0 mL EDTA x 2	1	IGNORE
2017-009 Q 4,0 mL RØD x 1	1	IGNORE
2017-009 Q Pneomokokvacc Visit O	1	IGNORE
2015-044-008 C 10 mL RØD 1 af 2	1	IGNORE
2017-014 B AVADEC Tid 14.30-18.00	1	IGNORE
2015-026 4 mL EDTA x 2	1	IGNORE
2017-015 M 3,0 mL EDTA x 2	1	IGNORE
2017-015 M 4,0 mL RØD x 1	1	IGNORE
2017-015 M 6,0 mL RØD x 2	1	IGNORE
2017-015 M DIABETISK BIOPSI	1	IGNORE
Hexahydrophtalic anhydrid (k209)-IgE;P	1	IGNORE
HbA1c (IFCC) reagenslotnr.;Hb(B)	1	IGNORE
Hexahydrophtalic anhydr(k209)-IgE;P	1	IGNORE
Hereditær hæm. telangiek. HHT panel	1	IGNORE
Hepatitis US af eksponent;P	1	IGNORE
Hepatitis E virus(RNA);P	1	IGNORE
Heparin-PF4-IgG [HIT];P	1	IGNORE
Heparin-PF4-Ab(IgG)[HIT];P	1	IGNORE
Heparin-Induc.Trombocyt.(Type 2);Pt	1	IGNORE
Herpes simplex virus-IgG [HSV1+2];P	1	IGNORE
Løg (f48)-IgE;P	1	IGNORE
2020-038 E RECOGNISED Visit 1A	1	IGNORE
2020-038 E 4 ml Tørglas 2 af 2	1	IGNORE
2015-026 6mL MBLÅ x 2	1	IGNORE
2015-044-001 C DRB Remsima+Benepali	1	IGNORE
2015-044-001 Paxgene RNA x	1	IGNORE
2015-044-008 C 10 mL EDTA 1 stk	1	IGNORE
2013-014 S Leversygdom div. 1 år	1	IGNORE
2013-078 2,0 mL EDTA x1	1	IGNORE
2016-094 N  SFNpark BB + øvrige prv	1	IGNORE
Galdecanaliculus-Ab;P	1	IGNORE
HIV-1(RNA);P	1	IGNORE
Glutamate receptor 1-Ab(IgG);P	1	IGNORE
Glucose (PN);P(kB;fPt)	1	IGNORE
Glucose (0 min) TEK;P(kB)	1	IGNORE
Genetisk sendeprøve	1	IGNORE
Gedemælk (f300)-IgE;P	1	IGNORE
Galaktose-1-fosfatindhold;Erc(B)	1	IGNORE
Granulocyt oxidativt respons;B	1	IGNORE
Glukagon;P(fPt)	1	IGNORE
Fåremælk (f325)-IgE;P	1	IGNORE
HIV-2 (RNA);P	1	IGNORE
Heparin lav molmasse(enz.;FXa);P	1	IGNORE
Human immundefektvirus 1(RNA);P	1	IGNORE
Human Immundefektvirus tolkning;Pt	1	IGNORE
Glycyphagus domesticus (d73)-IgE;P	1	IGNORE
Gåsefjer (e70)-IgE;P	1	IGNORE
2012-036 PEM LPL defekt, Visit 1	1	IGNORE
Candida-relateret egenskab	1	IGNORE
2021-090 M REPLACE 1	1	IGNORE
Aldosteron;Pt(U)	1	IGNORE
Forældreprøve (SLB Vejle)	1	IGNORE
Basisk phosphatase;Asc	1	IGNORE
Bet v 2, Bet v 4 (t221)-IgE;P	1	IGNORE
Cefuroxin (c101)-IgE;P	1	IGNORE
Candida-Ab;P	1	IGNORE
HFE-gen (fuld sekv.);DNA	1	IGNORE
Calciumkanal P/Q-type-Ab;P	1	IGNORE
CFTR-gen (udvidet) (SLB Vejle)	1	IGNORE
Bet v 1 (t215-1)-IgE;P	1	IGNORE
Parainfluenzavirus-Ab:p	1	IGNORE
Karry (f281)-IgE;P	1	IGNORE
Klarhed før centrifugering;Ledv	1	IGNORE
Mycobacterium(std+DNA);Sekr	1	IGNORE
HFE2-gen (udvidet);DNA	1	IGNORE
