Read0	Read1	Read3	Read4	Read code	# records	# patients	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015
B	Br	Brz	Brz.	BBrz.00	3	3	[M]Leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU
B	Bs	Bs.	Bs..	BBs..00	3	3	[M]Misc myeloproliferative and lymphoproliferative disorders		[M] Cancer	Blood	na	tumor	cancer	blood	UNS
B	Bs	Bs0	Bs0.	BBs0.00	39	31	[M]Polycythaemia vera		[M] Cancer	Blood	PV	tumor	cancer	blood	PCV
B	Bs	Bs0	Bs0.	BBs0.11	2	2	[M]Polycythaemia rubra vera		[M] Cancer	Blood	PV	tumor	cancer	blood	PV
B	Bs	Bs2	Bs2.	BBs2.00	4	4	[M]Chronic myeloproliferative disease		[M] Cancer	Blood	CML	tumor	cancer	blood	UNS
B	Bs	Bs4	Bs4.	BBs4.00	8	5	[M]Idiopathic thrombocythaemia		[M] Benign	Blood	na	tumor	cancer	na	na
B	Bs	Bs5	Bs5.	BBs5.00	35	31	[M]Chronic lymphoproliferative disease		[M] Cancer	Blood	na	tumor	cancer	blood	CLL
B	Bs	Bsz	Bsz.	BBsz.00	3	3	[M]Misc myeloproliferative or lymphoproliferative dis NOS		[M] Cancer	Blood	na	tumor	cancer	blood	UNS
B	BT	BT.	BT..	BBT..00	1	1	[M]Blood vessel tumours					tumor	cancer	na	na
B	BT	BT.	BT..	BBT..11	3	3	[M]Haemangiomatous tumours					tumor	morph	na	na
B	BT	BT0	BT0.	BBT0.00	4	4	[M]Haemangioma NOS					tumor	morph	na	na
B	BT	BT0	BT0.	BBT0.11	67	66	[M]Angioma NOS					tumor	morph	na	na
B	BT	BT1	BT1.	BBT1.11	15	12	[M]Angiosarcoma					tumor	morph	na	na
B	BT	BT2	BT2.	BBT2.00	60	56	[M]Cavernous haemangioma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	BT	BT3	BT3.	BBT3.00	9	8	[M]Venous haemangioma					tumor	cancer	na	na
B	BT	BT4	BT4.	BBT4.11	3	3	[M]Arteriovenous haemangioma					tumor	cancer	na	na
B	BT	BT8	BT8.	BBT8.00	150	140	[M]Capillary haemangioma					tumor	morph	na	na
B	BT	BTA	BTA.	BBTA.00	2	2	[M]Kaposi's sarcoma					tumor	cancer	na	na
B	BT	BTB	BTB.	BBTB.00	58	53	[M]Angiokeratoma					tumor	cancer	na	na
B	BT	BTC	BTC.	BBTC.00	1	1	[M]Verrucous keratotic haemangioma					tumor	cancer	na	na
B	BT	BTE	BTE.	BBTE.00	5	5	[M]Angiofibroma NOS					tumor	morph	na	na
B	BT	BTG	BTG.	BBTG.00	1	1	[M]Epithelioid haemangioma					tumor	morph	na	na
B	BT	BTL	BTL.	BBTL.00	1	1	[M]Intravascular bronchial alveolar tumour					tumor	cancer	na	na
B	BU	BU4	BU4.	BBU4.11	9	9	[M]Cystic hygroma					tumor	morph	na	na
B	BU	BU4	BU4.	BBU4.12	5	5	[M]Hygroma					tumor	morph	na	na
B	BU	BU6	BU6.	BBU6.00	1	1	[M]Lymphangiomyomatosis					tumor	cancer	na	na
B	Bv	Bv.	Bv..	BBv..00	110	99	[M]Myelodysplastic syndrome		[M] Cancer	Blood	MDS	tumor	cancer	blood	MDS
B	BV	BV1	BV1.	BBV1.11	1	1	[M]Osteoblastic sarcoma					tumor	cancer	na	na
B	BV	BV4	BV4.	BBV4.00	6	6	[M]Telangiectatic osteosarcoma					tumor	cancer	na	na
B	BV	BV7	BV7.	BBV7.00	2	2	[M]Osteoid osteoma NOS					tumor	cancer	na	na
B	BV	BV8	BV8.	BBV8.11	2	2	[M]Giant osteoid osteoma					tumor	cancer	na	na
B	BV	BV9	BV9.	BBV9.00	15	10	[M]Myxoid chondrosarcoma					medr_tumor;tumor;medr_benign	cancer	na	na
B	BW	BW.	BW..	BBW..00	2	2	[M]Chondromatous neoplasms					tumor	morph	na	na
B	BW	BW0	BW0.	BBW0.00	23	19	[M]Osteochondroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	BW	BW0	BW0.	BBW0.11	1	1	[M]Cartilaginous exostosis	considered synonymous with Osteochondroma.	[M] Benign	na	na	tumor	cancer	na	na
B	BW	BW0	BW0.	BBW0.13	37	36	[M]Osteocartilaginous exostosis		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	BW	BW1	BW1.	BBW1.00	2	2	[M]Osteochondromatosis NOS					tumor	cancer	na	na
B	BW	BW2	BW2.	BBW2.11	44	31	[M]Enchondroma					tumor	cancer	na	na
B	BW	BW3	BW3.	BBW3.00	3	3	[M]Chondromatosis NOS					tumor	cancer	na	na
B	BW	BW4	BW4.	BBW4.00	3	2	[M]Chondrosarcoma NOS					tumor	cancer	na	na
B	BW	BWA	BWA.	BBWA.00	2	1	[M]Chondromyxoid fibroma					tumor	cancer	na	na
B	BW	BWz	BWz.	BBWz.00	1	1	[M]Chondromatous neoplasm NOS					tumor	cancer	na	na
B	BX	BX.	BX..	BBX..00	31	29	[M]Giant cell tumours					tumor	cancer	na	na
B	BX	BX0	BX0.	BBX0.00	1	1	[M]Giant cell tumour of bone NOS					tumor	cancer	na	na
B	BX	BX2	BX2.	BBX2.00	1	1	[M]Giant cell tumour of soft parts NOS					tumor	cancer	na	na
B	BX	BX3	BX3.	BBX3.00	1	1	[M]Malignant giant cell tumour of soft parts					tumor	cancer	na	na
B	BX	BXz	BXz.	BBXz.00	7	5	[M]Giant cell tumour NOS					tumor	morph	na	na
B	BY	BY0	BY0.	BBY0.00	1	1	[M]Ewing's sarcoma					tumor	cancer	na	na
B	BY	BY2	BY2.	BBY2.00	2	2	[M]Ossifying fibroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	BZ	BZ1	BZ1.	BBZ1.00	1	1	[M]Odontogenic tumour NOS					tumor	cancer	na	na
B	BZ	BZ4	BZ4.	BBZ4.00	1	1	[M]Cementoma NOS					tumor	cancer	na	na
B	BZ	BZB	BZB.	BBZB.00	1	1	[M]Ameloblastic fibro-odontoma					tumor	cancer	na	na
B	BZ	BZE	BZE.	BBZE.00	1	1	[M]Calcifying odontogenic cyst					tumor	cancer	na	na
B	BZ	BZF	BZF.	BBZF.00	4	4	[M]Ameloblastoma NOS					tumor	cancer	na	na
B	BZ	BZL	BZL.	BBZL.00	2	2	[M]Odontogenic fibroma NOS					tumor	cancer	na	na
B	BZ	BZN	BZN.	BBZN.11	1	1	[M]Odontogenic fibrosarcoma					tumor	cancer	na	na
y	y.	y..	y...	By...00	4	4	Neoplasms otherwise specified		Cancer	na	na	tumor	cancer	na	na
y	yu	yu.	yu..	Byu..00	3	3	[X]Additional neoplasm classification terms					tumor	cancer	na	na
y	yu	yu0	yu0.	Byu0.00	4	4	"[X]Malignant neoplasm of lip, oral cavity and pharynx"					tumor	cancer	na	na
y	yu	yu1	yu1.	Byu1.00	12	12	[X]Malignant neoplasm of digestive organs					tumor	cancer	na	na
y	yu	yu1	yu11	Byu1100	5	5	[X]Other specified carcinomas of liver		Cancer	Liver	Liver	tumor	cancer	liver	liver
y	yu	yu1	yu12	Byu1200	1	1	"[X]Malignant neoplasm of intestinal tract, part unspecified"					tumor	cancer	na	na
y	yu	yu2	yu2.	Byu2.00	16	16	[X]Malignant neoplasm of respiratory and intrathoracic orga		Cancer	Respiratory tract 	na	tumor	cancer	na	na
y	yu	yu2	yu20	Byu2000	6	6	"[X]Malignant neoplasm of bronchus or lung, unspecified"		Cancer	lung	lung	tumor;lung	cancer	lung	lung
y	yu	yu2	yu24	Byu2400	1	1	[X]Malignant neoplasm/ill-defined sites within resp system					tumor	cancer	na	na
y	yu	yu4	yu4.	Byu4.00	30	23	[X]Melanoma and other malignant neoplasms of skin		[M] Cancer	Melanoma	Skin	tumor	cancer	na	na
y	yu	yu4	yu40	Byu4000	4	4	[X]Malignant melanoma of other+unspecified parts of face					tumor	cancer	na	na
y	yu	yu4	yu41	Byu4100	59	57	"[X]Malignant melanoma of skin, unspecified"					tumor	cancer	na	na
y	yu	yu4	yu43	Byu4300	1	1	"[X]Malignant neoplasm of skin, unspecified"					tumor	cancer	na	na
y	yu	yu5	yu5.	Byu5.00	2	2	[X]Malignant neoplasm of mesothelial and soft tissue					tumor	cancer	na	na
y	yu	yu5	yu50	Byu5000	3	3	[X]Mesothelioma of other sites					tumor	cancer	na	na
y	yu	yu5	yu50	Byu5011	13	13	[X]Mesothelioma of lung		Cancer	lung	lung	tumor	cancer	na	na
y	yu	yu5	yu51	Byu5100	2	2	"[X]Mesothelioma, unspecified"					tumor	cancer	na	na
y	yu	yu5	yu53	Byu5300	1	1	"[X]Kaposi's sarcoma, unspecified"					tumor	cancer	na	na
y	yu	yu5	yu58	Byu5800	1	1	"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"					tumor	cancer	na	na
y	yu	yu5	yu59	Byu5900	2	2	"[X]Malignant neoplasm/connective + soft tissue,unspecified"					tumor	cancer	na	na
y	yu	yu5	yu5A	Byu5A00	3	3	[X]Malignant neoplasm overlapping lesion of skin		[M] Cancer	Skin	Skin	tumor	cancer	na	na
y	yu	yu6	yu6.	Byu6.00	102	100	[X]Malignant neoplasm of breast		Cancer	Breast	Breast	medr_tumor;tumor;medr_benign	cancer	breast	breast
y	yu	yu7	yu7.	Byu7.00	4	3	[X]Malignant neoplasm of female genital organs					tumor	cancer	na	na
y	yu	yu7	yu70	Byu7000	1	1	"[X]Malignant neoplasm of uterine adnexa, unspecified"					tumor	cancer	na	na
y	yu	yu7	yu73	Byu7300	1	1	"[X]Malignant neoplasm of female genital organ, unspecified"					tumor	cancer	na	na
y	yu	yu8	yu8.	Byu8.00	3	3	[X]Malignant neoplasm of male genital organs					tumor	cancer	na	na
y	yu	yu8	yu80	Byu8000	1	1	[X]Malignant neoplasm/other specified male genital organs					tumor	cancer	na	na
y	yu	yu8	yu82	Byu8200	1	1	"[X]Malignant neoplasm of male genital organ, unspecified"					tumor	cancer	na	na
y	yu	yu9	yu9.	Byu9.00	10	10	[X]Malignant neoplasm of urinary tract					tumor	cancer	na	na
y	yu	yuA	yuA.	ByuA.00	16	14	"[X]Malignant neoplasm of eye, brain and other parts of cent"					tumor	cancer	na	na
y	yu	yuA	yuA0	ByuA000	1	1	[X]Malignant neoplasm/other and unspecified cranial nerves					tumor	cancer	na	na
y	yu	yuA	yuA1	ByuA100	12	11	"[X]Malignant neoplasm/central nervous system, unspecified"					tumor	cancer	na	na
y	yu	yuA	yuA3	ByuA300	3	3	"[X]Malig neopl, overlap lesion brain & other part of CNS"					tumor	cancer	na	na
y	yu	yuB	yuB.	ByuB.00	6	6	[X]Malignant neoplasm of thyroid and other endocrine glands					tumor	cancer	na	na
y	yu	yuB	yuB1	ByuB100	2	2	"[X]Malignant neoplasm of endocrine gland, unspecified"					tumor	cancer	na	na
y	yu	yuC	yuC.	ByuC.00	5	5	"[X]Malignant neoplasm of ill-defined, secondary and unspeci"					tumor	cancer	na	na
y	yu	yuC	yuC0	ByuC000	6	6	[X]Malignant neoplasm of other specified sites					tumor	cancer	na	na
y	yu	yuC	yuC1	ByuC100	1	1	[X]Malignant neoplasm/overlap lesion/other+ill-defined sites					tumor	cancer	na	na
y	yu	yuC	yuC3	ByuC300	7	7	[X]Secondary malignant neoplasm/oth+unspc respiratory organs		Metastases To	na	na	tumor	cancer	na	na
y	yu	yuC	yuC4	ByuC400	3	3	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs		Metastases To	Digestive System	na	tumor	cancer	na	na
y	yu	yuC	yuC6	ByuC600	3	3	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system		Metastases To	na	na	tumor	cancer	na	na
y	yu	yuC	yuC7	ByuC700	25	25	[X]Secondary malignant neoplasm of other specified sites		Metastases To	na	na	tumor	cancer	na	na
y	yu	yuC	yuC8	ByuC800	11	10	[X]Malignant neoplasm without specification of site					tumor	cancer	na	na
y	yu	yuD	yuD.	ByuD.00	4	4	"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"		Cancer	Blood	UNS	tumor	cancer	blood	UNS
y	yu	yuD	yuD0	ByuD000	2	2	[X]Other Hodgkin's disease		Cancer	Blood	HODG	tumor	cancer	blood	HODG
y	yu	yuD	yuD1	ByuD100	1	1	[X]Other types of follicular non-Hodgkin's lymphoma		Cancer	Blood	NHL	tumor	cancer	blood	NHL
y	yu	yuD	yuD3	ByuD300	1	1	[X]Other specified types of non-Hodgkin's lymphoma		Cancer	Blood	NHL	tumor	cancer	blood	NHL
y	yu	yuD	yuD5	ByuD500	2	2	[X]Other lymphoid leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
y	yu	yuD	yuD6	ByuD600	4	4	[X]Other myeloid leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
y	yu	yuD	yuD8	ByuD800	1	1	[X]Other specified leukaemias		Cancer	Blood	LEU	tumor	cancer	na	na
y	yu	yuD	yuDE	ByuDE00	2	1	[X]Unspecified B-cell non-Hodgkin's lymphoma		Cancer	Blood	NHL	tumor	cancer	blood	NHL
y	yu	yuD	yuDF	ByuDF00	11	10	"[X]Non-Hodgkin's lymphoma, unspecified type"		Cancer	Blood	NHL	tumor	cancer	blood	NHL
y	yu	yuD	yuDF	ByuDF11	21	20	[X]Non-Hodgkin's lymphoma NOS		Cancer	Blood	NHL	tumor	cancer	blood	NHL
y	yu	yuE	yuE.	ByuE.00	2	2	[X]Malignant neoplasms/independent (primary) multiple sites					tumor	cancer	na	na
y	yu	yuE	yuE0	ByuE000	1	1	[X]Malignant neoplasms/independent(primary)multiple sites					tumor	cancer	na	na
y	yu	yuF	yuFA	ByuFA00	1	1	[X]Carcinoma in situ of other parts of cervix		[M] CIS	Uterus	Cervix Uteri	tumor	cancer	na	na
y	yu	yuF	yuFF	ByuFF00	2	2	"[X]Melanoma in situ, unspecified"		[M] CIS	Melanoma	Skin	tumor	cancer	na	na
y	yu	yuF	yuFG	ByuFG00	1	1	[X]Other carcinoma in situ of breast		[M] CIS	Breast	Breast	tumor	cancer	breast	breast
y	yu	yuH	yuHD	ByuHD00	1	1	"[X]Myelodysplastic syndrome, unspecified"		Cancer	Blood	MDS	tumor	cancer	blood	MDS
z	z.	z..	z...	Bz...00	36	35	Neoplasms NOS		Ca_bg	na	na	tumor;benign	ca_bg	na	na
V	V1	V10	V100	ZV10016	0	0	[V]Personal history of malignant neoplasm of oesophagus		tumor;oeso	Cancer	oeso	tumor;oeso	cancer	oeso	oeso
V	V1	V10	V100	ZV10018	0	0	[V]Personal history of malignant neoplasm of stomach		tumor;stom	Cancer	stom	tumor;stom	cancer	stom	stom
