Read0	Read1	Read3	Read4	Read code	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015	read_code	medical_freq	ahd_freq
B	Bg	BgP	BgP.	BBgP.00	"[M]Malignant lymphoma, mixed small and large cell, diffuse"					tumor	cancer	blood	NHL	BBgP.00	3	
B	Bg	BgR	BgR.	BBgR.00	"[M]Malignant lymphoma, large cell, diffuse NOS"					tumor	cancer	blood	NHL	BBgR.00	97	3
B	Bg	BgV	BgV.	BBgV.00	"[M]Malignant lymphoma, small cell, noncleaved, diffuse"					tumor	cancer	blood	NHL	BBgV.00	12	
B	Bg	Bgz	Bgz.	BBgz.00	"[M]Lymphoma, diffuse or NOS"					tumor	cancer	na	na	BBgz.00	70	
B	Bj	Bj.	Bj..	BBj..00	[M]Hodgkin's disease		[M] Cancer	Blood	HODG	tumor	cancer	blood	HODG	BBj..00	833	1
B	Bj	Bj0	Bj0.	BBj0.11	"[M]Lymphogranuloma, malignant"		[M] Benign	na	na	tumor	cancer	na	na	BBj0.11	3	
B	BJ	BJ2	BJ2.	BBJ2.11	[M]Fibroma molle		[M] Benign	na	na	tumor;benign	benign	na	na	BBJ2.11	34	
B	BJ	BJ2	BJ2.	BBJ2.12	[M]Soft fibroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BBJ2.12	3035	
B	Bj	Bj6	Bj6.	BBj6.00	"[M]Hodgkin's disease, nodular sclerosis NOS"					tumor	cancer	blood	HODG	BBj6.00	38	
B	BJ	BJA	BJA.	BBJA.00	[M]Spindle cell lipoma		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na	BBJA.00	95	
B	BJ	BJB	BJB.	BBJB.00	[M]Angiolipomatous neoplasms		[M] Benign	na	na	tumor	morph	na	na	BBJB.00	433	
B	BJ	BJB	BJB0	BBJB000	[M]Angiomyolipoma		[M] Benign	na	na	tumor	morph	na	na	BBJB000	327	
B	BJ	BJB	BJB2	BBJB200	[M]Angiolipoma NOS		[M] Benign	na	na	tumor	morph	na	na	BBJB200	560	
B	BJ	BJC	BJC.	BBJC.00	[M]Myelolipoma		[M] Benign	na	na	tumor	morph	na	na	BBJC.00	34	
B	BJ	BJD	BJD.	BBJD.00	[M]Hibernoma		[M] Benign	na	na	tumor	morph	na	na	BBJD.00	75	
B	BJ	BJF	BJF.	BBJF.00	[M]Pleomorphic lipoma		[M] Benign	na	na	tumor	morph	na	na	BBJF.00	15	
B	BJ	BJH	BJH.	BBJH.00	[M]Dedifferentiated liposarcoma		[M] Cancer	na	na	tumor	morph	na	na	BBJH.00	332	4
B	Bk	Bk.	Bk..	BBk..00	"[M]Lymphomas, nodular or follicular"		[M] Cancer	Blood	NHL	tumor	cancer	blood	HHL	BBk..00	318	1
B	BK	BK0	BK00	BBK0000	[M]Leiomyoma NOS		[M] Benign	na	na	tumor	morph	na	na	BBK0000	1600	
B	BK	BK0	BK00	BBK0011	[M]Fibroid uterus		[M] Benign	Uterus	Uterus	medr_tumor;tumor;medr_benign	ignore	na	na	BBK0011	15517	2
B	BK	BK0	BK00	BBK0012	[M]Fibromyoma		[M] Benign	na	na	tumor	morph	na	na	BBK0012	116	
B	BK	BK0	BK00	BBK0013	[M]Leiomyofibroma		[M] Benign	na	na	tumor	morph	na	na	BBK0013	75	
B	BK	BK0	BK00	BBK0014	[M]Myofibroma		[M] Benign	na	na	tumor	morph	na	na	BBK0014	47	
B	BK	BK0	BK02	BBK0200	[M]Leiomyosarcoma NOS		[M] Cancer	na	na	tumor	cancer	na	na	BBK0200	1457	31
B	BK	BK0	BK03	BBK0311	[M]Leiomyoblastoma					tumor	cancer	na	na	BBK0311	36	
B	BK	BK0	BK04	BBK0400	[M]Epithelioid leiomyosarcoma					tumor	morph	na	na	BBK0400	12	
B	BK	BK0	BK05	BBK0500	[M]Cellular leiomyoma					tumor	morph	na	na	BBK0500	6	
B	BK	BK0	BK06	BBK0600	[M]Bizarre leiomyoma					tumor	morph	na	na	BBK0600	2	
B	BK	BK0	BK07	BBK0700	[M]Myxoid leiomyosarcoma					tumor	morph	na	na	BBK0700	14	
B	BK	BK0	BK0z	BBK0z00	[M]Leiomyomatous neoplasm NOS					tumor	morph	na	na	BBK0z00	13	
B	BK	BK1	BK10	BBK1000	[M]Angiomyoma					tumor	morph	na	na	BBK1000	136	
B	BK	BK1	BK10	BBK1011	[M]Angioleiomyoma					tumor	morph	na	na	BBK1011	455	1
B	BK	BK1	BK10	BBK1012	[M]Vascular leiomyoma					tumor	morph	na	na	BBK1012	247	
B	BK	BK1	BK1z	BBK1z00	[M]Angiomyomatous neoplasm NOS					tumor	morph	na	na	BBK1z00	15	
B	BK	BK3	BK38	BBK3800	[M]Smooth muscle tumour NOS					tumor	morph	na	na	BBK3800	244	2
B	Bk	Bkz	Bkz.	BBkz.00	"[M]Lymphoma, nodular or follicular NOS"					tumor	cancer	na	na	BBkz.00	51	
B	Bl	Bl.	Bl..	BBl..00	[M]Mycosis fungoides					tumor	cancer	na	na	BBl..00	84	
B	BL	BL2	BL2.	BBL2.00	[M]Adenomyoma					tumor	morph	na	na	BBL2.00	207	
B	BL	BL3	BL3.	BBL3.00	[M]Pleomorphic adenoma					medr_tumor;tumor;medr_benign	morph	na	na	BBL3.00	3916	
B	BL	BL3	BL3.	BBL3.11	[M]Chondroid syringoma					tumor	morph	na	na	BBL3.11	133	
B	BL	BL3	BL3.	BBL3.12	[M]Mixed tumour NOS					tumor	morph	na	na	BBL3.12	28	
B	BL	BL5	BL5.	BBL5.00	[M]Mullerian mixed tumour					tumor	morph	na	na	BBL5.00	178	4
B	BL	BL7	BL7.	BBL7.11	[M]Nephromas and nephroblastomas					tumor	cancer	na	na	BBL7.11	29	
B	BL	BL7	BL71	BBL7111	[M]Adenosarcoma					tumor	morph	na	na	BBL7111	39	
B	BL	BL7	BL72	BBL7200	[M]Epithelial nephroblastoma					tumor	cancer	na	na	BBL7200	3	
B	BL	BL9	BL9.	BBL9.00	[M]Carcinosarcoma NOS					tumor	morph	na	na	BBL9.00	193	6
B	BL	BLB	BLB.	BBLB.00	[M]Myoepithelioma					tumor	morph	na	na	BBLB.00	73	
B	BL	BLE	BLE.	BBLE.00	[M]Adenosarcoma					tumor	morph	na	na	BBLE.00	10	
B	BL	BLF	BLF.	BBLF.00	[M]Endometrial stromal nodule					tumor	cancer	na	na	BBLF.00	49	
B	BL	BLH	BLH.	BBLH.00	[M]Rhabdoid sarcoma					tumor	cancer	na	na	BBLH.00	119	3
B	BL	BLJ	BLJ.	BBLJ.00	[M]Clear cell sarcoma of kidney					tumor	cancer	na	na	BBLJ.00	56	1
B	BM	BM.	BM..	BBM..00	[M]Fibroepithelial neoplasms		[M] Ca_bg	na	na	medr_tumor;medr_benign	ca_bg	na	na	BBM..00	1666	1
B	BM	BM1	BM1.	BBM1.00	[M]Fibroadenoma NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na	BBM1.00	6756	4
B	Bm	Bm3	Bm3.	BBm3.12	[M]Acute progressive histiocytosis X					tumor	cancer	na	na	BBm3.12	18	
B	BM	BM4	BM4.	BBM4.11	[M]Cystadenofibroma NOS					tumor	morph	na	na	BBM4.11	273	
B	Bm	Bm5	Bm5.	BBm5.00	[M] Peripheral T-cell lymphoma NOS		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBm5.00	158	4
B	Bm	Bm7	Bm7.	BBm7.00	[M] Monoclonal gammopathy		[M] Ca_bg	na	na	tumor	ca_bg	na	na	BBm7.00	3245	4
B	BM	BM7	BM7.	BBM7.12	[M]Fibroadenoma phyllodes					tumor	morph	na	na	BBM7.12	196	
B	Bm	Bm8	Bm8.	BBm8.00	[M] Angioimmunoblastic lymphadenopathy					tumor	cancer	na	na	BBm8.00	40	
B	Bm	Bm9	Bm9.	BBm9.00	[M] Monocytoid B-cell lymphoma					tumor	cancer	na	na	BBm9.00	322	7
B	Bm	BmC	BmC.	BBmC.00	[M] T-gamma lymphoproliferative disease		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBmC.00	74	3
B	Bm	BmD	BmD.	BBmD.00	[M] Cutaneous lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBmD.00	388	1
B	Bm	BmH	BmH.	BBmH.00	[M] Large cell lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBmH.00	539	16
B	Bm	BmK	BmK.	BBmK.00	[M]Waldenstrom's macroglobulinaemia		[M] Cancer	Blood	WAL	tumor	cancer	blood	WAL	BBmK.00	1091	17
B	Bn	Bn.	Bn..	BBn..00	[M]Plasma cell tumours		[M] Cancer	Blood	MM	tumor	cancer	blood	MM	BBn..00	17	
B	Bn	Bn0	Bn0.	BBn0.00	[M]Plasma cell myeloma		[M] Cancer	na	na	tumor	cancer	na	na	BBn0.00	550	1
B	Bn	Bn0	Bn0.	BBn0.11	[M]Multiple myeloma		[M] Cancer	Blood	MM	tumor	cancer	blood	MM	BBn0.11	484	10
B	Bn	Bn0	Bn0.	BBn0.12	[M]Myeloma NOS		[M] Cancer	Blood	MM	medr_tumor;tumor;medr_benign	cancer	blood	MM	BBn0.12	5848	57
B	Bn	Bn0	Bn0.	BBn0.14	[M]Plasmacytic myeloma		[M] Cancer	Blood	MM	tumor	cancer	blood	MM	BBn0.14	37	
B	BN	BN1	BN1.	BBN1.00	[M]Synovial sarcoma NOS					tumor	morph	na	na	BBN1.00	44	
B	BN	BN1	BN1.	BBN1.11	[M]Synovioma NOS					tumor	morph	na	na	BBN1.11	203	
B	Bn	Bn2	Bn2.	BBn2.00	[M]Plasmacytoma NOS					tumor	cancer	na	na	BBn2.00	14	
B	Bn	Bnz	Bnz.	BBnz.00	[M]Plasma cell tumour NOS		[M] Cancer	Blood	MM	tumor	cancer	blood	MM	BBnz.00	2	
B	BP	BP5	BP5.	BBP5.00	"[M]Epithelioid mesothelioma, malignant"					tumor	morph	na	na	BBP5.00	25	1
B	BP	BP8	BP8.	BBP8.00	[M]Adenomatoid tumour NOS					tumor	morph	na	na	BBP8.00	168	
B	BP	BPX	BPX.	BBPX.00	"[M]Mesothelioma, unspecified"					tumor	morph	na	na	BBPX.00	632	5
B	BQ	BQ1	BQ1.	BBQ1.00	[M]Seminomas					tumor	morph	na	na	BBQ1.00	840	
B	BQ	BQ1	BQ1z	BBQ1z00	[M]Seminoma NOS					tumor	morph	na	na	BBQ1z00	240	
B	BQ	BQ3	BQ3.	BBQ3.00	[M]Embryonal carcinoma NOS					tumor	cancer	na	na	BBQ3.00	72	1
B	BQ	BQ4	BQ4.	BBQ4.00	[M]Endodermal sinus tumour					tumor	cancer	na	na	BBQ4.00	23	
B	BQ	BQ7	BQ7.	BBQ7.00	[M]Teratomas					tumor	morph	na	na	BBQ7.00	792	1
B	BQ	BQ7	BQ70	BBQ7011	[M]Adult cystic teratoma					tumor	morph	na	na	BBQ7011	21	
B	BQ	BQ7	BQ70	BBQ7012	[M]Mature teratoma					tumor	morph	na	na	BBQ7012	31	
B	BQ	BQ7	BQ71	BBQ7100	[M]Teratoma NOS					tumor	morph	na	na	BBQ7100	76	
B	BQ	BQ7	BQ7z	BBQ7z00	[M]Teratoma NOS					tumor	morph	na	na	BBQ7z00	79	
B	BQ	BQ8	BQ8.	BBQ8.00	[M]Dermoid cyst		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BBQ8.00	10315	5
B	BQ	BQ8	BQ8.	BBQ8.11	[M]Dermoid NOS		[M] Benign	na	na	tumor;benign	benign	na	na	BBQ8.11	841	
B	BQ	BQA	BQA0	BBQA000	[M]Struma ovarii NOS					tumor	morph	na	na	BBQA000	11	
B	BQ	BQA	BQA2	BBQA200	[M]Strumal carcinoid					tumor	morph	na	na	BBQA200	3	
B	BQ	BQB	BQB.	BBQB.00	[M]Mixed germ cell tumour					tumor	cancer	na	na	BBQB.00	126	
B	Br	Br.	Br..	BBr..00	[M]Leukaemias		[M] Cancer	Blood	LEU	medr_tumor;tumor;medr_benign	cancer	blood	LEU	BBr..00	559	12
B	BR	BR.	BR..	BBR..00	[M]Trophoblastic neoplasms		[M] Ca_bg	na	na	medr_tumor;medr_benign	ca_bg	na	na	BBR..00	22	
B	BR	BR0	BR0.	BBR0.00	[M]Hydatidiform mole NOS		[M] Benign	na	na	medr_tumor;medr_benign	ignore	na	na	BBR0.00	726	1
B	BR	BR0	BR0.	BBR0.11	[M]Hydatid mole		[M] Benign	na	na	tumor	morph	na	na	BBR0.11	267	
B	Br	Br0	Br01	BBr0100	[M]Acute leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBr0100	248	10
B	Br	Br0	Br03	BBr0300	[M]Chronic leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBr0300	97	3
B	BR	BR1	BR1.	BBR1.13	[M]Invasive mole NOS		[M] Benign	na	na	tumor	morph	na	na	BBR1.13	28	
B	Br	Br2	Br20	BBr2011	[M]Lymphatic leukaemia		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBr2011	34	
B	Br	Br2	Br23	BBr2300	[M]Chronic lymphoid leukaemia		[M] Cancer	Blood	CLL	tumor	cancer	blood	CLL	BBr2300	61	3
B	Br	Br2	Br27	BBr2700	[M]Adult T-cell leukaemia/lymphoma		[M] Cancer	Blood	NHL	tumor	cancer	blood	NHL	BBr2700	110	3
B	Br	Br6	Br60	BBr6011	[M]Granulocytic leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBr6011	58	
B	Br	Br6	Br61	BBr6100	[M]Acute myeloid leukaemia		[M] Cancer	Blood	AML	tumor	cancer	blood	AML	BBr6100	44	
B	Br	Br6	Br63	BBr6300	[M]Chronic myeloid leukaemia		[M] Cancer	Blood	CML	tumor	cancer	blood	CML	BBr6300	15	
B	Br	BrA	BrA4	BBrA400	[M]Hairy cell leukaemia		[M] Cancer	Blood	HCL	tumor	cancer	blood	HCL	BBrA400	537	3
B	Br	BrA	BrA5	BBrA500	[M]Acute megakaryoblastic leukaemia		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBrA500	6	
B	Br	BrA	BrA7	BBrA700	[M]Acute myelofibrosis		[M] Cancer	Blood	na	tumor	cancer	blood	UNS	BBrA700	14	1
B	Br	Brz	Brz.	BBrz.00	[M]Leukaemia NOS		[M] Cancer	Blood	LEU	tumor	cancer	blood	LEU	BBrz.00	99	2
B	Bs	Bs.	Bs..	BBs..00	[M]Misc myeloproliferative and lymphoproliferative disorders		[M] Cancer	Blood	na	tumor	cancer	blood	UNS	BBs..00	51	1
B	Bs	Bs0	Bs0.	BBs0.00	[M]Polycythaemia vera		[M] Cancer	Blood	PV	tumor	cancer	blood	PCV	BBs0.00	680	
B	Bs	Bs0	Bs0.	BBs0.11	[M]Polycythaemia rubra vera		[M] Cancer	Blood	PV	tumor	cancer	blood	PV	BBs0.11	123	
B	Bs	Bs2	Bs2.	BBs2.00	[M]Chronic myeloproliferative disease		[M] Cancer	Blood	CML	tumor	cancer	blood	UNS	BBs2.00	210	1
B	Bs	Bs4	Bs4.	BBs4.00	[M]Idiopathic thrombocythaemia		[M] Benign	Blood	na	tumor	cancer	na	na	BBs4.00	221	1
B	Bs	Bs5	Bs5.	BBs5.00	[M]Chronic lymphoproliferative disease		[M] Cancer	Blood	na	tumor	cancer	blood	CLL	BBs5.00	504	2
B	Bs	Bsz	Bsz.	BBsz.00	[M]Misc myeloproliferative or lymphoproliferative dis NOS		[M] Cancer	Blood	na	tumor	cancer	blood	UNS	BBsz.00	41	
B	BT	BT.	BT..	BBT..00	[M]Blood vessel tumours					tumor	cancer	na	na	BBT..00	26	
B	BT	BT.	BT..	BBT..11	[M]Haemangiomatous tumours					tumor	morph	na	na	BBT..11	90	1
B	BT	BT0	BT0.	BBT0.00	[M]Haemangioma NOS					tumor	morph	na	na	BBT0.00	392	
B	BT	BT0	BT0.	BBT0.11	[M]Angioma NOS					tumor	morph	na	na	BBT0.11	1525	
B	BT	BT1	BT1.	BBT1.11	[M]Angiosarcoma					tumor	morph	na	na	BBT1.11	235	12
B	BT	BT2	BT2.	BBT2.00	[M]Cavernous haemangioma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BBT2.00	3327	3
B	BT	BT3	BT3.	BBT3.00	[M]Venous haemangioma					tumor	cancer	na	na	BBT3.00	346	
B	BT	BT4	BT4.	BBT4.11	[M]Arteriovenous haemangioma					tumor	cancer	na	na	BBT4.11	90	
B	BT	BT8	BT8.	BBT8.00	[M]Capillary haemangioma					tumor	morph	na	na	BBT8.00	5730	
B	BT	BTA	BTA.	BBTA.00	[M]Kaposi's sarcoma					tumor	cancer	na	na	BBTA.00	232	
B	BT	BTB	BTB.	BBTB.00	[M]Angiokeratoma					tumor	cancer	na	na	BBTB.00	1114	
B	BT	BTC	BTC.	BBTC.00	[M]Verrucous keratotic haemangioma					tumor	cancer	na	na	BBTC.00	16	
B	BT	BTE	BTE.	BBTE.00	[M]Angiofibroma NOS					tumor	morph	na	na	BBTE.00	305	
B	BT	BTG	BTG.	BBTG.00	[M]Epithelioid haemangioma					tumor	morph	na	na	BBTG.00	22	
B	BT	BTL	BTL.	BBTL.00	[M]Intravascular bronchial alveolar tumour					tumor	cancer	na	na	BBTL.00	18	
B	BU	BU4	BU4.	BBU4.11	[M]Cystic hygroma					tumor	morph	na	na	BBU4.11	800	
B	BU	BU4	BU4.	BBU4.12	[M]Hygroma					tumor	morph	na	na	BBU4.12	109	
B	BU	BU6	BU6.	BBU6.00	[M]Lymphangiomyomatosis					tumor	cancer	na	na	BBU6.00	8	
B	Bv	Bv.	Bv..	BBv..00	[M]Myelodysplastic syndrome		[M] Cancer	Blood	MDS	tumor	cancer	blood	MDS	BBv..00	1819	34
B	BV	BV1	BV1.	BBV1.11	[M]Osteoblastic sarcoma					tumor	cancer	na	na	BBV1.11	28	
B	BV	BV4	BV4.	BBV4.00	[M]Telangiectatic osteosarcoma					tumor	cancer	na	na	BBV4.00	179	
B	BV	BV7	BV7.	BBV7.00	[M]Osteoid osteoma NOS					tumor	cancer	na	na	BBV7.00	308	
B	BV	BV8	BV8.	BBV8.11	[M]Giant osteoid osteoma					tumor	cancer	na	na	BBV8.11	152	
B	BV	BV9	BV9.	BBV9.00	[M]Myxoid chondrosarcoma					medr_tumor;tumor;medr_benign	cancer	na	na	BBV9.00	297	2
B	BW	BW.	BW..	BBW..00	[M]Chondromatous neoplasms					tumor	morph	na	na	BBW..00	35	1
B	BW	BW0	BW0.	BBW0.00	[M]Osteochondroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BBW0.00	4257	2
B	BW	BW0	BW0.	BBW0.11	[M]Cartilaginous exostosis	considered synonymous with Osteochondroma.	[M] Benign	na	na	tumor	cancer	na	na	BBW0.11	310	
B	BW	BW0	BW0.	BBW0.13	[M]Osteocartilaginous exostosis		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BBW0.13	1462	
B	BW	BW1	BW1.	BBW1.00	[M]Osteochondromatosis NOS					tumor	cancer	na	na	BBW1.00	250	
B	BW	BW2	BW2.	BBW2.11	[M]Enchondroma					tumor	cancer	na	na	BBW2.11	1348	
B	BW	BW3	BW3.	BBW3.00	[M]Chondromatosis NOS					tumor	cancer	na	na	BBW3.00	39	
B	BW	BW4	BW4.	BBW4.00	[M]Chondrosarcoma NOS					tumor	cancer	na	na	BBW4.00	191	
B	BW	BWA	BWA.	BBWA.00	[M]Chondromyxoid fibroma					tumor	cancer	na	na	BBWA.00	41	
B	BW	BWz	BWz.	BBWz.00	[M]Chondromatous neoplasm NOS					tumor	cancer	na	na	BBWz.00	5	
B	BX	BX.	BX..	BBX..00	[M]Giant cell tumours					tumor	cancer	na	na	BBX..00	814	
B	BX	BX0	BX0.	BBX0.00	[M]Giant cell tumour of bone NOS					tumor	cancer	na	na	BBX0.00	80	1
B	BX	BX2	BX2.	BBX2.00	[M]Giant cell tumour of soft parts NOS					tumor	cancer	na	na	BBX2.00	38	
B	BX	BX3	BX3.	BBX3.00	[M]Malignant giant cell tumour of soft parts					tumor	cancer	na	na	BBX3.00	1	
B	BX	BXz	BXz.	BBXz.00	[M]Giant cell tumour NOS					tumor	morph	na	na	BBXz.00	174	
B	BY	BY0	BY0.	BBY0.00	[M]Ewing's sarcoma					tumor	cancer	na	na	BBY0.00	435	6
B	BY	BY2	BY2.	BBY2.00	[M]Ossifying fibroma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BBY2.00	163	
B	BZ	BZ1	BZ1.	BBZ1.00	[M]Odontogenic tumour NOS					tumor	cancer	na	na	BBZ1.00	9	
B	BZ	BZ4	BZ4.	BBZ4.00	[M]Cementoma NOS					tumor	cancer	na	na	BBZ4.00	20	
B	BZ	BZB	BZB.	BBZB.00	[M]Ameloblastic fibro-odontoma					tumor	cancer	na	na	BBZB.00	33	
B	BZ	BZE	BZE.	BBZE.00	[M]Calcifying odontogenic cyst					tumor	cancer	na	na	BBZE.00	8	
B	BZ	BZF	BZF.	BBZF.00	[M]Ameloblastoma NOS					tumor	cancer	na	na	BBZF.00	197	
B	BZ	BZL	BZL.	BBZL.00	[M]Odontogenic fibroma NOS					tumor	cancer	na	na	BBZL.00	11	
B	BZ	BZN	BZN.	BBZN.11	[M]Odontogenic fibrosarcoma					tumor	cancer	na	na	BBZN.11	1	
y	y.	y..	y...	By...00	Neoplasms otherwise specified		Cancer	na	na	tumor	cancer	na	na	By...00	52	1
y	yu	yu.	yu..	Byu..00	[X]Additional neoplasm classification terms					tumor	cancer	na	na	Byu..00	26	
y	yu	yu0	yu0.	Byu0.00	"[X]Malignant neoplasm of lip, oral cavity and pharynx"					tumor	cancer	na	na	Byu0.00	50	
y	yu	yu1	yu1.	Byu1.00	[X]Malignant neoplasm of digestive organs					tumor	cancer	na	na	Byu1.00	142	1
y	yu	yu1	yu11	Byu1100	[X]Other specified carcinomas of liver		Cancer	Liver	Liver	tumor	cancer	liver	liver	Byu1100	35	
y	yu	yu1	yu12	Byu1200	"[X]Malignant neoplasm of intestinal tract, part unspecified"					tumor	cancer	na	na	Byu1200	22	
y	yu	yu2	yu2.	Byu2.00	[X]Malignant neoplasm of respiratory and intrathoracic orga		Cancer	Respiratory tract 	na	tumor	cancer	na	na	Byu2.00	99	
y	yu	yu2	yu20	Byu2000	"[X]Malignant neoplasm of bronchus or lung, unspecified"		Cancer	lung	lung	tumor;lung	cancer	lung	lung	Byu2000	106	2
y	yu	yu2	yu24	Byu2400	[X]Malignant neoplasm/ill-defined sites within resp system					tumor	cancer	na	na	Byu2400	5	
y	yu	yu4	yu4.	Byu4.00	[X]Melanoma and other malignant neoplasms of skin		[M] Cancer	Melanoma	Skin	tumor	cancer	na	na	Byu4.00	194	
y	yu	yu4	yu40	Byu4000	[X]Malignant melanoma of other+unspecified parts of face					tumor	cancer	na	na	Byu4000	48	
y	yu	yu4	yu41	Byu4100	"[X]Malignant melanoma of skin, unspecified"					tumor	cancer	na	na	Byu4100	481	1
y	yu	yu4	yu43	Byu4300	"[X]Malignant neoplasm of skin, unspecified"					tumor	cancer	na	na	Byu4300	47	
y	yu	yu5	yu5.	Byu5.00	[X]Malignant neoplasm of mesothelial and soft tissue					tumor	cancer	na	na	Byu5.00	18	
y	yu	yu5	yu50	Byu5000	[X]Mesothelioma of other sites					tumor	cancer	na	na	Byu5000	16	
y	yu	yu5	yu50	Byu5011	[X]Mesothelioma of lung		Cancer	lung	lung	tumor	cancer	na	na	Byu5011	222	6
y	yu	yu5	yu51	Byu5100	"[X]Mesothelioma, unspecified"					tumor	cancer	na	na	Byu5100	30	3
y	yu	yu5	yu53	Byu5300	"[X]Kaposi's sarcoma, unspecified"					tumor	cancer	na	na	Byu5300	5	
y	yu	yu5	yu58	Byu5800	"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"					tumor	cancer	na	na	Byu5800	3	
y	yu	yu5	yu59	Byu5900	"[X]Malignant neoplasm/connective + soft tissue,unspecified"					tumor	cancer	na	na	Byu5900	14	
y	yu	yu5	yu5A	Byu5A00	[X]Malignant neoplasm overlapping lesion of skin		[M] Cancer	Skin	Skin	tumor	cancer	na	na	Byu5A00	17	
y	yu	yu6	yu6.	Byu6.00	[X]Malignant neoplasm of breast		Cancer	Breast	Breast	medr_tumor;tumor;medr_benign	cancer	breast	breast	Byu6.00	1169	2
y	yu	yu7	yu7.	Byu7.00	[X]Malignant neoplasm of female genital organs					tumor	cancer	na	na	Byu7.00	116	
y	yu	yu7	yu70	Byu7000	"[X]Malignant neoplasm of uterine adnexa, unspecified"					tumor	cancer	na	na	Byu7000	10	
y	yu	yu7	yu73	Byu7300	"[X]Malignant neoplasm of female genital organ, unspecified"					tumor	cancer	na	na	Byu7300	14	
y	yu	yu8	yu8.	Byu8.00	[X]Malignant neoplasm of male genital organs					tumor	cancer	na	na	Byu8.00	91	
y	yu	yu8	yu80	Byu8000	[X]Malignant neoplasm/other specified male genital organs					tumor	cancer	na	na	Byu8000	12	
y	yu	yu8	yu82	Byu8200	"[X]Malignant neoplasm of male genital organ, unspecified"					tumor	cancer	na	na	Byu8200	16	
y	yu	yu9	yu9.	Byu9.00	[X]Malignant neoplasm of urinary tract					tumor	cancer	na	na	Byu9.00	157	
y	yu	yuA	yuA.	ByuA.00	"[X]Malignant neoplasm of eye, brain and other parts of cent"					tumor	cancer	na	na	ByuA.00	145	1
y	yu	yuA	yuA0	ByuA000	[X]Malignant neoplasm/other and unspecified cranial nerves					tumor	cancer	na	na	ByuA000	8	
y	yu	yuA	yuA1	ByuA100	"[X]Malignant neoplasm/central nervous system, unspecified"					tumor	cancer	na	na	ByuA100	87	
y	yu	yuA	yuA3	ByuA300	"[X]Malig neopl, overlap lesion brain & other part of CNS"					tumor	cancer	na	na	ByuA300	35	
y	yu	yuB	yuB.	ByuB.00	[X]Malignant neoplasm of thyroid and other endocrine glands					tumor	cancer	na	na	ByuB.00	187	
y	yu	yuB	yuB1	ByuB100	"[X]Malignant neoplasm of endocrine gland, unspecified"					tumor	cancer	na	na	ByuB100	17	
y	yu	yuC	yuC.	ByuC.00	"[X]Malignant neoplasm of ill-defined, secondary and unspeci"					tumor	cancer	na	na	ByuC.00	36	1
y	yu	yuC	yuC0	ByuC000	[X]Malignant neoplasm of other specified sites					tumor	cancer	na	na	ByuC000	105	
y	yu	yuC	yuC1	ByuC100	[X]Malignant neoplasm/overlap lesion/other+ill-defined sites					tumor	cancer	na	na	ByuC100	3	
y	yu	yuC	yuC3	ByuC300	[X]Secondary malignant neoplasm/oth+unspc respiratory organs		Metastases To	na	na	tumor	cancer	na	na	ByuC300	45	
y	yu	yuC	yuC4	ByuC400	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs		Metastases To	Digestive System	na	tumor	cancer	na	na	ByuC400	23	
y	yu	yuC	yuC6	ByuC600	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system		Metastases To	na	na	tumor	cancer	na	na	ByuC600	8	
y	yu	yuC	yuC7	ByuC700	[X]Secondary malignant neoplasm of other specified sites		Metastases To	na	na	tumor	cancer	na	na	ByuC700	226	
y	yu	yuC	yuC8	ByuC800	[X]Malignant neoplasm without specification of site					tumor	cancer	na	na	ByuC800	60	
y	yu	yuD	yuD.	ByuD.00	"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"		Cancer	Blood	UNS	tumor	cancer	blood	UNS	ByuD.00	41	
y	yu	yuD	yuD0	ByuD000	[X]Other Hodgkin's disease		Cancer	Blood	HODG	tumor	cancer	blood	HODG	ByuD000	13	
