"icd","ccs","ccsdesc","icddesc","icdvers"
"6519","130","Ot Dx female","OVARIAN DX PROCEDURE NEC","ICD-9-CM"
"6521","120","Ot prc ovary","OVARIAN CYST MARSUPIALIZ","ICD-9-CM"
"6522","120","Ot prc ovary","OVARIAN WEDGE RESECTION","ICD-9-CM"
"6523","120","Ot prc ovary","LAPAR MARSUP OVARY (Begin 1996)","ICD-9-CM"
"6524","120","Ot prc ovary","LAPAR WEDGE RESCT OV (Begin 1996)","ICD-9-CM"
"6525","120","Ot prc ovary","OTH LAPAR EXCIS OV (Begin 1996)","ICD-9-CM"
"6529","120","Ot prc ovary","LOCAL DESTR OVA LES NEC","ICD-9-CM"
"653","119","Oophorectomy","UNILATERAL OOPHORECTOMY (End 1996)","ICD-9-CM"
"6531","119","Oophorectomy","LAPARSC OOPHECTOMY UNI (Begin 1996)","ICD-9-CM"
"6539","119","Oophorectomy","OTH LAPARSC OOPHECT UNI (Begin 1996)","ICD-9-CM"
"654","119","Oophorectomy","UNILAT SALPINGO-OOPHOREC (End 1996)","ICD-9-CM"
"6541","119","Oophorectomy","LAPAR SALP OOPH UNI (Begin 1996)","ICD-9-CM"
"6549","119","Oophorectomy","OTH SALP OOPH UNI (Begin 1996)","ICD-9-CM"
"6551","119","Oophorectomy","REMOVE BOTH OVARIES","ICD-9-CM"
"6552","119","Oophorectomy","REMOVE SOLITARY OVARY","ICD-9-CM"
"6553","119","Oophorectomy","LAPAR BIL OOPH (Begin 1996)","ICD-9-CM"
"6554","119","Oophorectomy","LAPAR REMOV REMAIN OV (Begin 1996)","ICD-9-CM"
"6561","119","Oophorectomy","REMOVE BOTH TUBES & OVAR","ICD-9-CM"
"6562","119","Oophorectomy","REMOVE SOLITARY TUBE/OVA","ICD-9-CM"
"6563","119","Oophorectomy","LAPAR REMOV SALP OV BIL (Begin 1996)","ICD-9-CM"
"6564","119","Oophorectomy","LAPAR REMV SALP OV REM (Begin 1996)","ICD-9-CM"
"6571","120","Ot prc ovary","SIMPLE SUTURE OF OVARY","ICD-9-CM"
"6572","120","Ot prc ovary","OVARIAN REIMPLANTATION","ICD-9-CM"
"6573","120","Ot prc ovary","SALPINGO-OOPHOROPLASTY","ICD-9-CM"
"6574","120","Ot prc ovary","LAPAR SUTURE OV (Begin 1996)","ICD-9-CM"
"6575","120","Ot prc ovary","LAPAR REIMPLANT OV (Begin 1996)","ICD-9-CM"
"6576","120","Ot prc ovary","LAPAR SALP-OOPHPLASTY (Begin 1996)","ICD-9-CM"
"6579","120","Ot prc ovary","REPAIR OF OVARY NEC","ICD-9-CM"
"658","120","Ot prc ovary","TUBO-OVARIAN ADHESIOLYS (End 1996)","ICD-9-CM"
"6581","120","Ot prc ovary","LAPAR LYSIS ADHES OV (Begin 1996)","ICD-9-CM"
"6589","120","Ot prc ovary","OTH LYSIS ADHES OV (Begin 1996)","ICD-9-CM"
"6591","120","Ot prc ovary","ASPIRATION OF OVARY","ICD-9-CM"
"6592","120","Ot prc ovary","TRANSPLANTATION OF OVARY","ICD-9-CM"
"6593","120","Ot prc ovary","MANUAL RUPT OVARIAN CYST","ICD-9-CM"
"6594","120","Ot prc ovary","OVARIAN DENERVATION","ICD-9-CM"
"6595","120","Ot prc ovary","OVARIAN TORSION RELEASE","ICD-9-CM"
"6599","120","Ot prc ovary","OVARIAN OPERATION NEC","ICD-9-CM"
"660","132","OR female","SALPINGOTOMY (Begin 1980 End 1992)","ICD-9-CM"
"6601","132","OR female","SALPINGOTOMY (Begin 1992)","ICD-9-CM"
"6602","132","OR female","SALPINGOSTOMY (Begin 1992)","ICD-9-CM"
"6611","130","Ot Dx female","FALLOPIAN TUBE BIOPSY","ICD-9-CM"
"6619","130","Ot Dx female","FALLOP TUBE DX PROC NEC","ICD-9-CM"
"6621","121","Ligat fallop","BILAT ENDOSC CRUSH TUBE","ICD-9-CM"
"6622","121","Ligat fallop","BILAT ENDOSC DIVIS TUBE","ICD-9-CM"
"6629","121","Ligat fallop","BILAT ENDOS OCC TUBE NEC","ICD-9-CM"
"6631","121","Ligat fallop","BILAT TUBAL CRUSHING NEC","ICD-9-CM"
"6632","121","Ligat fallop","BILAT TUBAL DIVISION NEC","ICD-9-CM"
"6639","121","Ligat fallop","BILAT TUBAL DESTRUCT NEC","ICD-9-CM"
"664","123","Ot prs fallo","TOTAL UNILAT SALPINGECT","ICD-9-CM"
"6651","123","Ot prs fallo","REMOVE BOTH FALLOP TUBES","ICD-9-CM"
"6652","123","Ot prs fallo","REMOVE SOLITARY FAL TUBE","ICD-9-CM"
"6661","123","Ot prs fallo","DESTROY FALLOP TUBE LES","ICD-9-CM"
"6662","122","Rem ectp prg","REMOV TUBE & ECTOP PREG","ICD-9-CM"
"6663","123","Ot prs fallo","BILAT PART SALPINGEC NOS","ICD-9-CM"
"6669","123","Ot prs fallo","PARTIAL SALPINGECTOM NEC","ICD-9-CM"
"6671","123","Ot prs fallo","SIMPL SUTURE FALLOP TUBE","ICD-9-CM"
"6672","123","Ot prs fallo","SALPINGO-OOPHOROSTOMY","ICD-9-CM"
"6673","123","Ot prs fallo","SALPINGO-SALPINGOSTOMY","ICD-9-CM"
"6674","123","Ot prs fallo","SALPINGO-UTEROSTOMY","ICD-9-CM"
"6679","123","Ot prs fallo","FALLOP TUBE REPAIR NEC","ICD-9-CM"
"668","123","Ot prs fallo","FALLOPIAN TUBE INSUFFLAT","ICD-9-CM"
"6691","123","Ot prs fallo","FALLOPIAN TUBE ASPIRAT","ICD-9-CM"
"6692","123","Ot prs fallo","UNILAT FALLOP TUBE DESTR","ICD-9-CM"
"6693","123","Ot prs fallo","IMPL FALLOP TUBE PROSTH","ICD-9-CM"
"6694","123","Ot prs fallo","REMOV FALLOP TUBE PROSTH","ICD-9-CM"
"6695","123","Ot prs fallo","BLOW THERAPEUT INTO TUBE","ICD-9-CM"
"6696","123","Ot prs fallo","FALLOPIAN TUBE DILATION","ICD-9-CM"
"6697","123","Ot prs fallo","BURY FIMBRIAE IN UTERUS","ICD-9-CM"
"6699","123","Ot prs fallo","FALLOPIAN TUBE OP NEC","ICD-9-CM"
"670","131","nOR female","CERVICAL CANAL DILATION","ICD-9-CM"
"6711","130","Ot Dx female","ENDOCERVICAL BIOPSY","ICD-9-CM"
"6712","130","Ot Dx female","CERVICAL BIOPSY NEC","ICD-9-CM"
"6719","130","Ot Dx female","CERVICAL DX PROCEDUR NEC","ICD-9-CM"
"672","125","Ot excis ut","CONIZATION OF CERVIX","ICD-9-CM"
"6731","125","Ot excis ut","CERVICAL CYST MARSUPIAL","ICD-9-CM"
"6732","125","Ot excis ut","CERVICAL LES CAUTERIZAT","ICD-9-CM"
"6733","125","Ot excis ut","CERVICAL LES CRYOTHERAPY","ICD-9-CM"
"6739","125","Ot excis ut","CERVICAL LES DESTRUC NEC","ICD-9-CM"
"674","125","Ot excis ut","AMPUTATION OF CERVIX","ICD-9-CM"
"675","132","OR female","INT CERVICAL OS REPAIR (End 2001)","ICD-9-CM"
"6751","141","Rx OB procs","TRANSABDOMINAL CERCLAGE OF CERVIX (Begin 2001)","ICD-9-CM"
"6759","141","Rx OB procs","OTHER REPAIR OF INT CERVICAL OS (Begin 2001)","ICD-9-CM"
"6761","132","OR female","SUTURE CERVICAL LACERAT","ICD-9-CM"
"6762","132","OR female","CERVICAL FISTULA REPAIR","ICD-9-CM"
"6769","132","OR female","CERVICAL REPAIR NEC","ICD-9-CM"
"680","132","OR female","HYSTEROTOMY","ICD-9-CM"
"6811","130","Ot Dx female","DIGITAL EXAM OF UTERUS","ICD-9-CM"
"6812","130","Ot Dx female","HYSTEROSCOPY","ICD-9-CM"
"6813","130","Ot Dx female","OPEN UTERINE BIOPSY","ICD-9-CM"
"6814","130","Ot Dx female","OPEN UTERINE LIGAMENT BX","ICD-9-CM"
"6815","130","Ot Dx female","CLOS UTERINE LIGAMENT BX (Begin 1987)","ICD-9-CM"
"6816","130","Ot Dx female","CLOSED UTERINE BIOPSY (Begin 1987)","ICD-9-CM"
"6819","130","Ot Dx female","UTERUS/ADNEX DX PROC NEC","ICD-9-CM"
"6821","125","Ot excis ut","ENDOMET SYNECHIAE DIVIS","ICD-9-CM"
"6822","125","Ot excis ut","INCISION UTERINE SEPTUM","ICD-9-CM"
"6823","125","Ot excis ut","ENDOMETRIAL ABLATION (Begin 1996)","ICD-9-CM"
"6824","61","Ot vessels","Uterine art emb w coils (Begin 2011)","ICD-9-CM"
"6825","61","Ot vessels","Uterine art emb w/o coil (Begin 2011)","ICD-9-CM"
"6829","125","Ot excis ut","UTERINE LES DESTRUCT NEC","ICD-9-CM"
"683","124","Hysterectomy","SUBTOT ABD HYSTERECTOMY (End 2003)","ICD-9-CM"
"6831","124","Hysterectomy","LAPAROSCOPIC SUPRACERVICAL HYSTERECTOMY (LSH) (Begin 2003)","ICD-9-CM"
"6839","124","Hysterectomy","OTHER SUBTOTAL ABDOMINAL HYSTERECTOMY; NOS (Begin 2003)","ICD-9-CM"
"684","124","Hysterectomy","TOTAL ABD HYSTERECTOMY","ICD-9-CM"
"6841","124","Hysterectomy","LAP TOTAL ABDOMINAL HYST (Begin 2006)","ICD-9-CM"
"6849","124","Hysterectomy","TOTAL ABD HYST NEC/NOS (Begin 2006)","ICD-9-CM"
"685","124","Hysterectomy","VAGINAL HYSTERECTOMY (End 1996)","ICD-9-CM"
"6851","124","Hysterectomy","LAPAR ASSIST VAG HYS (Begin 1996)","ICD-9-CM"
"6859","124","Hysterectomy","OTH VAG HYS (Begin 1996)","ICD-9-CM"
"686","124","Hysterectomy","RADICAL ABD HYSTERECTOMY","ICD-9-CM"
"6861","124","Hysterectomy","LAP RADICAL ABDOMNL HYST (Begin 2006)","ICD-9-CM"
"6869","124","Hysterectomy","RADICAL ABD HYST NEC/NOS (Begin 2006)","ICD-9-CM"
"687","124","Hysterectomy","RADICAL VAG HYSTERECTOMY","ICD-9-CM"
"6871","124","Hysterectomy","LAP RADICAL VAGINAL HYST (Begin 2006)","ICD-9-CM"
"6879","124","Hysterectomy","RADICAL VAG HYST NEC/NOS (Begin 2006)","ICD-9-CM"
"688","132","OR female","PELVIC EVISCERATION","ICD-9-CM"
"689","124","Hysterectomy","OTHER UNSPEC HYSTERECTOMY (Begin 1992)","ICD-9-CM"
"6901","126","Abortion","D & C FOR PREG TERMINAT","ICD-9-CM"
"6902","127","Rx D&C","D & C POST DELIVERY","ICD-9-CM"
"6909","128","Dx D&C","D & C NEC","ICD-9-CM"
"6911","122","Rem ectp prg","REMOVE INTRALIG ECT PREG (End 1992)","ICD-9-CM"
"6919","125","Ot excis ut","DESTRUC UTER SUPPORT NEC","ICD-9-CM"
"6921","132","OR female","INTERPOSIT OP UTERIN LIG","ICD-9-CM"
"6922","132","OR female","UTERINE SUSPENSION NEC","ICD-9-CM"
"6923","132","OR female","VAG REPAIR INVERS UTERUS","ICD-9-CM"
"6929","132","OR female","UTERUS/ADNEXA REPAIR NEC","ICD-9-CM"
"693","132","OR female","PARACERV UTERINE DENERV","ICD-9-CM"
"6941","132","OR female","SUTURE UTERINE LACERAT","ICD-9-CM"
"6942","132","OR female","CLOSURE UTERINE FISTULA","ICD-9-CM"
"6949","132","OR female","UTERINE REPAIR NEC","ICD-9-CM"
"6951","126","Abortion","ASPIRAT CURET-PREG TERMI","ICD-9-CM"
"6952","127","Rx D&C","ASPIRAT CURET-POST DELIV","ICD-9-CM"
"6959","131","nOR female","ASPIR CURETT UTERUS NEC","ICD-9-CM"
"696","131","nOR female","MENSTRUAL EXTRACTION","ICD-9-CM"
"697","131","nOR female","INSERTION OF IUD","ICD-9-CM"
"6991","131","nOR female","INSERT UTERINE DEVICE","ICD-9-CM"
"6992","131","nOR female","ARTIFICIAL INSEMINATION","ICD-9-CM"
"6993","131","nOR female","INSERTION OF LAMINARIA","ICD-9-CM"
"6994","131","nOR female","MAN REPLACE INVERT UTER","ICD-9-CM"
"6995","132","OR female","INCISION OF CERVIX","ICD-9-CM"
"6996","131","nOR female","REMOVE CERVICAL CERCLAGE","ICD-9-CM"
"6997","132","OR female","REMOVE PENETRAT CERV FB","ICD-9-CM"
"6998","132","OR female","UTERINE SUPPORT OP NEC","ICD-9-CM"
"6999","132","OR female","UTERINE OPERATION NEC","ICD-9-CM"
"700","131","nOR female","CULDOCENTESIS","ICD-9-CM"
"7011","131","nOR female","HYMENOTOMY","ICD-9-CM"
"7012","132","OR female","CULDOTOMY","ICD-9-CM"
"7013","132","OR female","INTRALUM VAG ADHESIOLYS","ICD-9-CM"
"7014","132","OR female","VAGINOTOMY NEC","ICD-9-CM"
"7021","130","Ot Dx female","VAGINOSCOPY","ICD-9-CM"
"7022","130","Ot Dx female","CULDOSCOPY","ICD-9-CM"
"7023","130","Ot Dx female","CUL-DE-SAC BIOPSY","ICD-9-CM"
"7024","130","Ot Dx female","VAGINAL BIOPSY","ICD-9-CM"
"7029","130","Ot Dx female","VAGIN/CUL-DE-SAC DX NEC","ICD-9-CM"
"7031","132","OR female","HYMENECTOMY","ICD-9-CM"
"7032","132","OR female","EXCIS CUL-DE-SAC LESION","ICD-9-CM"
"7033","132","OR female","EXCISION VAGINAL LESION","ICD-9-CM"
"704","132","OR female","VAGINAL OBLITERATION","ICD-9-CM"
"7050","129","Rep cystocel","CYSTOCEL/RECTOCEL REPAIR","ICD-9-CM"
"7051","129","Rep cystocel","CYSTOCELE REPAIR","ICD-9-CM"
"7052","129","Rep cystocel","RECTOCELE REPAIR","ICD-9-CM"
"7053","129","Rep cystocel","CYSTO & RECTO W GRF/PROS (Begin 2007)","ICD-9-CM"
"7054","129","Rep cystocel","REP CYSTOCEL W GRFT/PROS (Begin 2007)","ICD-9-CM"
"7055","129","Rep cystocel","REP RECTOCELE W GRF/PROS (Begin 2007)","ICD-9-CM"
"7061","132","OR female","VAGINAL CONSTRUCTION","ICD-9-CM"
"7062","132","OR female","VAGINAL RECONSTRUCTION","ICD-9-CM"
"7063","132","OR female","VAGINAL CONST W GRF/PROS (Begin 2007)","ICD-9-CM"
"7064","132","OR female","VAG RECONST W GRFT/PROS (Begin 2007)","ICD-9-CM"
"7071","132","OR female","SUTURE VAGINA LACERATION","ICD-9-CM"
"7072","132","OR female","REPAIR COLOVAGIN FISTULA","ICD-9-CM"
"7073","132","OR female","REPAIR RECTOVAG FISTULA","ICD-9-CM"
"7074","132","OR female","REP VAGINOENT FISTUL NEC","ICD-9-CM"
"7075","132","OR female","REPAIR VAG FISTULA NEC","ICD-9-CM"
"7076","132","OR female","HYMENORRHAPHY","ICD-9-CM"
"7077","132","OR female","VAGINAL SUSPENS & FIXAT","ICD-9-CM"
"7078","132","OR female","VAG SUSP/FIX W GRFT/PROS (Begin 2007)","ICD-9-CM"
"7079","132","OR female","VAGINAL REPAIR NEC","ICD-9-CM"
"708","129","Rep cystocel","VAGINAL VAULT OBLITERAT","ICD-9-CM"
"7091","132","OR female","VAGINAL OPERATION NEC","ICD-9-CM"
"7092","132","OR female","CUL-DE-SAC OPERATION NEC","ICD-9-CM"
"7093","132","OR female","CUL-DE-SAC GRF/PROS NEC (Begin 2007)","ICD-9-CM"
"7094","132","OR female","INSERT BIOLOGICAL GRAFT (Begin 2007)","ICD-9-CM"
"7095","132","OR female","INSERT SYNTH GRAFT/PROST (Begin 2007)","ICD-9-CM"
"7101","132","OR female","VULVAR ADHESIOLYSIS","ICD-9-CM"
"7109","132","OR female","INCIS VULVA/PERINEUM NEC","ICD-9-CM"
"7111","130","Ot Dx female","VULVAR BIOPSY","ICD-9-CM"
"7119","130","Ot Dx female","VULVAR DIAGNOS PROC NEC","ICD-9-CM"
"7121","131","nOR female","PERCUTAN BARTHOLIN ASPIR","ICD-9-CM"
"7122","132","OR female","INCISE BARTHOLINS GLAND","ICD-9-CM"
"7123","132","OR female","BARTHOLIN GLAND MARSUP","ICD-9-CM"
"7124","132","OR female","DESTRUC BARTHOLIN GLAND","ICD-9-CM"
"7129","132","OR female","BARTHOLINS GLAND OP NEC","ICD-9-CM"
"713","132","OR female","LOCAL VULVAR EXCIS NEC","ICD-9-CM"
"714","132","OR female","OPERATIONS ON CLITORIS","ICD-9-CM"
"715","132","OR female","RADICAL VULVECTOMY","ICD-9-CM"
"7161","132","OR female","UNILATERAL VULVECTOMY","ICD-9-CM"
"7162","132","OR female","BILATERAL VULVECTOMY","ICD-9-CM"
"7171","132","OR female","SUTURE VULVAR LACERATION","ICD-9-CM"
"7172","132","OR female","REPAIR VULVAR FISTULA","ICD-9-CM"
"7179","132","OR female","VULVAR/PERIN REPAIR NEC","ICD-9-CM"
"718","132","OR female","OT VULVAR OPERATIONS","ICD-9-CM"
"719","132","OR female","OT FEMALE GENITAL OPS","ICD-9-CM"
"720","135","Forceps brch","LOW FORCEPS OPERATION","ICD-9-CM"
"721","135","Forceps brch","LOW FORCEPS W EPISIOTOMY","ICD-9-CM"
"7221","135","Forceps brch","MID FORCEPS W EPISIOTOMY","ICD-9-CM"
"7229","135","Forceps brch","MID FORCEPS OP NEC","ICD-9-CM"
"7231","135","Forceps brch","HIGH FORCEPS W EPISIOT","ICD-9-CM"
"7239","135","Forceps brch","HIGH FORCEPS OP NEC","ICD-9-CM"
"724","135","Forceps brch","FORCEPS ROTAT FETAL HEAD","ICD-9-CM"
"7251","135","Forceps brch","PART BRCH EXTRAC W FORCP","ICD-9-CM"
"7252","135","Forceps brch","PART BREECH EXTRACT NEC","ICD-9-CM"
"7253","135","Forceps brch","TOT BRCH EXTRAC W FORCEP","ICD-9-CM"
"7254","135","Forceps brch","TOT BREECH EXTRAC NEC","ICD-9-CM"
"726","135","Forceps brch","FORCEPS-AFTERCOMING HEAD","ICD-9-CM"
"7271","135","Forceps brch","VACUUM EXT DEL W EPISIOT","ICD-9-CM"
"7279","135","Forceps brch","VACUUM EXTRACT DEL NEC","ICD-9-CM"
"728","135","Forceps brch","INSTRUMENT DELIVERY NEC","ICD-9-CM"
"729","135","Forceps brch","INSTRUMENT DELIVERY NOS","ICD-9-CM"
"7301","136","Art rup mem","INDUCT LABOR-RUPT MEMB","ICD-9-CM"
"7309","136","Art rup mem","ARTIF RUPT MEMBRANES NEC","ICD-9-CM"
"731","137","Ot asst del","SURG INDUCT LABOR NEC","ICD-9-CM"
"7321","137","Ot asst del","INT/COMB VERSION NO EXTR","ICD-9-CM"
"7322","137","Ot asst del","INT/COMB VERSION W EXTR","ICD-9-CM"
"733","135","Forceps brch","FAILED FORCEPS","ICD-9-CM"
"734","137","Ot asst del","MEDICAL INDUCTION LABOR","ICD-9-CM"
"7351","137","Ot asst del","MANUAL ROTAT FETAL HEAD","ICD-9-CM"
"7359","137","Ot asst del","MANUAL ASSIST DELIV NEC","ICD-9-CM"
"736","133","Episiotomy","EPISIOTOMY","ICD-9-CM"
"738","137","Ot asst del","FETAL OPS-FACILITATE DEL","ICD-9-CM"
"7391","137","Ot asst del","EXT VERSION-ASSIST DELIV","ICD-9-CM"
"7392","137","Ot asst del","REPLACE PROLAPSED CORD","ICD-9-CM"
"7393","137","Ot asst del","INCIS CX TO ASSIST DELIV","ICD-9-CM"
"7394","137","Ot asst del","PUBIOTOMY TO ASSIST DEL","ICD-9-CM"
"7399","137","Ot asst del","OPS ASSISTING DELIV NEC","ICD-9-CM"
"740","134","C-section","CLASSICAL C-SECTION","ICD-9-CM"
"741","134","C-section","LOW CERVICAL C-SECTION","ICD-9-CM"
"742","134","C-section","EXTRAPERITONEAL C-SECT","ICD-9-CM"
"743","122","Rem ectp prg","REMOV INTRAPERIT FETUS (Begin 1992)","ICD-9-CM"
"744","134","C-section","CESAREAN SECTION NEC","ICD-9-CM"
"7491","126","Abortion","HYSTEROTOMY TO TERMIN PG","ICD-9-CM"
"7499","134","C-section","CESAREAN SECTION NOS","ICD-9-CM"
"750","126","Abortion","INTRA-AMNION INJ FOR AB","ICD-9-CM"
"751","138","Dx amnio","DIAGNOSTIC AMNIOCENTESIS","ICD-9-CM"
"752","141","Rx OB procs","INTRAUTERINE TRANSFUSION","ICD-9-CM"
"7531","139","Fetal monit","AMNIOSCOPY","ICD-9-CM"
"7532","139","Fetal monit","FETAL EKG","ICD-9-CM"
"7533","139","Fetal monit","FETAL BLOOD SAMPLE/BX","ICD-9-CM"
"7534","139","Fetal monit","FETAL MONITORING NOS","ICD-9-CM"
"7535","139","Fetal monit","DX PROC FETUS/AMNION NEC","ICD-9-CM"
"7536","141","Rx OB procs","CORRECTION FETAL DEFECT","ICD-9-CM"
"7537","141","Rx OB procs","AMNIOINFUSION (Begin 1998)","ICD-9-CM"
"7538","139","Fetal monit","FETAL PULSE OXIMETRY (Begin 2001)","ICD-9-CM"
"754","141","Rx OB procs","MANUAL REMOVAL-PLACENTA","ICD-9-CM"
"7550","140","OB lacerat","REPAIR OB LAC UTERUS NOS","ICD-9-CM"
"7551","140","OB lacerat","REPAIR OB LACERAT CERVIX","ICD-9-CM"
"7552","140","OB lacerat","REPAIR OB LAC CORP UTERI","ICD-9-CM"
"7561","140","OB lacerat","REPAIR OB LAC BLAD/URETH","ICD-9-CM"
"7562","140","OB lacerat","REPAIR OB LAC RECT/ANUS","ICD-9-CM"
"7569","140","OB lacerat","REPAIR OB LACERATION NEC","ICD-9-CM"
"757","141","Rx OB procs","MANUAL EXPLOR UTERUS P/P","ICD-9-CM"
"758","141","Rx OB procs","OB TAMPONADE UTERUS/VAG","ICD-9-CM"
"7591","141","Rx OB procs","EVAC OB INC HEMAT PERIN","ICD-9-CM"
"7592","141","Rx OB procs","EVAC OB HEMAT VULVA/VAG","ICD-9-CM"
"7593","141","Rx OB procs","SURG CORR INVERT UTERUS","ICD-9-CM"
"7594","141","Rx OB procs","MAN REPLAC INVERT UTERUS","ICD-9-CM"
"7599","141","Rx OB procs","OBSTETRIC OPERATION NEC","ICD-9-CM"
"7601","142","Excis bone","FACIAL BONE SEQUESTRECT","ICD-9-CM"
"7609","164","OR muscskel","FACIAL BONE INCISION NEC","ICD-9-CM"
"7611","159","Dx prs muscu","FACIAL BONE BIOPSY","ICD-9-CM"
"7619","159","Dx prs muscu","FACIAL BONE DX PROC NEC","ICD-9-CM"
"762","142","Excis bone","DESTRUCT FACIAL BONE LES","ICD-9-CM"
"7631","142","Excis bone","PARTIAL MANDIBULECTOMY","ICD-9-CM"
"7639","142","Excis bone","PART FACIAL OSTECTOM NEC","ICD-9-CM"
"7641","164","OR muscskel","TOT MANDIBULEC W RECONST","ICD-9-CM"
"7642","164","OR muscskel","TOTAL MANDIBULECTOMY NEC","ICD-9-CM"
"7643","164","OR muscskel","MANDIBULAR RECONST NEC","ICD-9-CM"
"7644","164","OR muscskel","TOT FACE OSTECT W RECONS","ICD-9-CM"
"7645","164","OR muscskel","TOT FACE BONE OSTECT NEC","ICD-9-CM"
"7646","164","OR muscskel","FACIAL BONE RECONSTR NEC","ICD-9-CM"
"765","164","OR muscskel","TEMPOROMAND ARTHROPLASTY","ICD-9-CM"
"7661","164","OR muscskel","CL OSTEOPLASTY MAND RAMI","ICD-9-CM"
"7662","164","OR muscskel","OPEN OSTEOPLAS MAND RAMI","ICD-9-CM"
"7663","164","OR muscskel","OSTEOPLASTY MANDIBLE BDY","ICD-9-CM"
"7664","164","OR muscskel","MAND ORTHOGNATHIC OP NEC","ICD-9-CM"
"7665","164","OR muscskel","SEG OSTEOPLASTY MAXILLA","ICD-9-CM"
"7666","164","OR muscskel","TOT OSTEOPLASTY MAXILLA","ICD-9-CM"
"7667","164","OR muscskel","REDUCTION GENIOPLASTY","ICD-9-CM"
"7668","164","OR muscskel","AUGMENTATION GENIOPLASTY","ICD-9-CM"
"7669","164","OR muscskel","FACIAL BONE REPAIR NEC","ICD-9-CM"
"7670","144","Rx","FACE FX","ICD-9-CM"
"7671","144","Rx","FACE FX","ICD-9-CM"
"7672","144","Rx","FACE FX","ICD-9-CM"
"7673","144","Rx","FACE FX","ICD-9-CM"
"7674","144","Rx","FACE FX","ICD-9-CM"
"7675","144","Rx","FACE FX","ICD-9-CM"
"7676","144","Rx","FACE FX","ICD-9-CM"
"7677","144","Rx","FACE FX","ICD-9-CM"
"7678","144","Rx","FACE FX","ICD-9-CM"
"7679","144","Rx","FACE FX","ICD-9-CM"
"7691","164","OR muscskel","BONE GRAFT TO FACE BONE","ICD-9-CM"
"7692","164","OR muscskel","SYN IMPLANT TO FACE BONE","ICD-9-CM"
"7693","144","Rx","FACE FX","ICD-9-CM"
"7694","144","Rx","FACE FX","ICD-9-CM"
"7695","163","nOR muscskel","TM MANIPULATION NEC","ICD-9-CM"
"7696","163","nOR muscskel","INJEC THERAP SBST TM JNT","ICD-9-CM"
"7697","144","Rx","FACE FX","ICD-9-CM"
"7699","144","Rx","FACE FX","ICD-9-CM"
"7700","161","OR Rx bone","SEQUESTRECTOMY NOS","ICD-9-CM"
"7701","161","OR Rx bone","CHEST CAGE SEQUESTREC","ICD-9-CM"
"7702","161","OR Rx bone","HUMERUS SEQUESTRECTOMY","ICD-9-CM"
"7703","161","OR Rx bone","RADIUS & ULNA SEQUESTREC","ICD-9-CM"
"7704","161","OR Rx bone","METACARP/CARP SEQUESTREC","ICD-9-CM"
"7705","161","OR Rx bone","FEMORAL SEQUESTRECTOMY","ICD-9-CM"
"7706","161","OR Rx bone","PATELLAR SEQUESTRECTOMY","ICD-9-CM"
"7707","161","OR Rx bone","TIBIA/FIBULA SEQUESTREC","ICD-9-CM"
"7708","161","OR Rx bone","METATAR/TAR SEQUESTREC","ICD-9-CM"
"7709","161","OR Rx bone","SEQUESTRECTOMY NEC","ICD-9-CM"
"7710","161","OR Rx bone","OTHER BONE INCISION NOS","ICD-9-CM"
"7711","161","OR Rx bone","OTHER CHEST CAGE INCIS","ICD-9-CM"
"7712","161","OR Rx bone","OTHER HUMERUS INCISION","ICD-9-CM"
"7713","161","OR Rx bone","OTHER RADIUS/ULNA INCIS","ICD-9-CM"
"7714","161","OR Rx bone","OTH METACARP/CARP INCIS","ICD-9-CM"
"7715","161","OR Rx bone","OTHER FEMORAL INCISION","ICD-9-CM"
"7716","161","OR Rx bone","OTHER PATELLAR INCISION","ICD-9-CM"
"7717","161","OR Rx bone","OTHER TIBIA/FIBULA INCIS","ICD-9-CM"
"7718","161","OR Rx bone","OTH METATARS/TARS INCIS","ICD-9-CM"
"7719","161","OR Rx bone","BONE INCIS W/O DIV NEC","ICD-9-CM"
"7720","161","OR Rx bone","WEDGE OSTEOTOMY NOS","ICD-9-CM"
"7721","161","OR Rx bone","CHEST CAGE WEDG OSTEOTOM","ICD-9-CM"
"7722","161","OR Rx bone","HUMERUS WEDGE OSTEOTOMY","ICD-9-CM"
"7723","161","OR Rx bone","RADIUS/ULNA WEDG OSTEOTO","ICD-9-CM"
"7724","161","OR Rx bone","METACAR/CAR WEDG OSTEOTO","ICD-9-CM"
"7725","161","OR Rx bone","FEMORAL WEDGE OSTEOTOMY","ICD-9-CM"
"7726","161","OR Rx bone","PATELLAR WEDGE OSTEOTOMY","ICD-9-CM"
"7727","161","OR Rx bone","TIBIA/FIBUL WEDG OSTEOT","ICD-9-CM"
"7728","161","OR Rx bone","METATAR/TAR WEDG OSTEOT","ICD-9-CM"
"7729","161","OR Rx bone","WEDGE OSTEOTOMY NEC","ICD-9-CM"
"7730","161","OR Rx bone","OTHER BONE DIVISION NOS","ICD-9-CM"
"7731","161","OR Rx bone","CHEST CAGE BONE DIV NEC","ICD-9-CM"
"7732","161","OR Rx bone","HUMERUS DIVISION NEC","ICD-9-CM"
"7733","161","OR Rx bone","RADIUS/ULNA DIVISION NEC","ICD-9-CM"
"7734","161","OR Rx bone","METACAR/CAR DIVISION NEC","ICD-9-CM"
"7735","161","OR Rx bone","FEMORAL DIVISION NEC","ICD-9-CM"
